,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X600372.SH,X000100.SZ,X002241.SZ,X601877.SH,X002180.SZ,X000977.SZ,X600702.SH,X600741.SH,X000157.SZ,X600522.SH,X600584.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X600487.SH,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.209052355905782,0,0,0,0.171817732001906,0,0,0,0.0221174741367346,0,0,0,0.0858943011917836,-0.0320233617740536,0,0,0.0489762865406444,0,0,0.023697984170342,0,0,0,0,0,0,0,0,0,-0.0375368334778052,0,0,0,0.0669974546130868,0,0,0,0,0,0,0,0,0,0,0,0.0578671972337565,0.0934680788431808,0,0,-0.0882159841009422,-0.0739720845702021,0.0327268060785299,0,0,0,0,0,0
X000858.SZ,0,0,0,0.188287063734333,0,0.0777754553001703,0.0378442119399418,0,0,0,0,0,0,0,0,0.0507013937422682,0,0,0.0676426886178745,0,0,0.0338536116014347,0,0,0,0.0100964268131133,0,0,0,0,0,0,0,-0.00262633764554553,0.0757052937023324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357242456331687,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0221429610515099,0,0,-0.156478256585957,0,0,0,0,0,-0.114859141319409,0.0745206238878342,0,0,0.218947046901413,0,0,0,0,0,0,0,0,0.0966491449707686,0,0,0,0.252130064101364,0,0.0405889153981863,0,0,0,0,0,0.0866740579171722,0,0,0,0,0,0.0786321012710785,0.199514308337623,0,0,0,0.0690891103209112,0,0,-0.0650244619164644,0,0,0,0,0,0
X000568.SZ,0,0.500470913807949,0,0,0,0,0,0,0,0,0,0.0141633597727418,0,0,0,0,0,0,0,0,0,0,-0.0291090102725473,0,0.0856872531166827,0,0.0174070436704039,0,0,0,0,0,0,-0.00942460228476443,0.270703108511358,0,0.0954006810538491,-0.0844616085813151,0,0,0,0,0,0,0,0,0,0,-0.013677614586262,0,0,0,-0.0452190687037917,0,0,0,0,0,0
X600276.SH,0,0,0.176478646234549,0,0,0.0421095801387251,0,0.0258214891372108,-0.0702317453046989,0,0,0,0,0.049688355681326,-0.0216302940713894,-0.047666702513618,0,0,0,0,0,0,0,0,-0.0446334217955971,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,3.46944695195361e-18,0.116622536091741,0,0,0,0.311015061604043,0.207877958219787,0,0,0,0,0.217294035419487,0,0.0349103778389967,-0.00316134378338268,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0934319156282994,0,0,-0.143632033256843,0,0.195951864311374,-0.11184181900153,0,0,0.0503443660056133,0,0,0,0,0,-0.0908995750205183,-0.0833921813497921,0,0,0,0,0,0.0250436960057163,0.143046085387872,0,0,0,0,0,-0.0647822959301574,0,0,0,0,0.00910272049463054,0,0,0,0,0,0,0,0,0,0,0,0.0897515507898468,-0.134830514446503,0.0514703772958964,0,0,0,0,0,0
X002304.SZ,0,0.0315550969906491,-0.0180108186010932,0,0,0.201104983046311,0,0.0775345764777048,0,0,0,0,0,0,-0.00855796512583597,0,0,0,0.0776592375714491,0,-0.0355635284378106,-4.33680868994202e-19,0,0,0,0,-0.0777143104053896,0,0,0,0,-0.0121764876336899,0,0,0.219259113592282,0,0,0,0.0360430245582824,0,0,0,0,0,0,0,0,-0.0327707403782197,0,0,0,-0.00804745944531624,0.0239885617803662,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.110138822396653,0,0,-0.533582561188284,0,0,0.299029255497085,0.141912081317199,0,0,0,0,0,0,-0.164877914999455,0,0.0350613641961424,0,0.000982312790349801,0,0,0.00341364304680595,0,0,0,0,0,0,0,0,0,0,0,0,0.292268752735913,0,0,0,0,0.0239065400706363,0.00436151137584124,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335509158494731,0,0,0,0,0,0.217032656009478,0,0,0,0,0,0,0,0,0,0,0.110807514872655,0,0,0.106589189908398,0,0,0,0,0.0946466697477968,0,0,0,0.0496733159547207,0,0,0,-0.167938786473896,0,0,0,0,0,0.0394636630629615,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.135435060210606,0,0,0.139692518906287,0,0,0.113016375137418,-0.138825911535623,0,0,0,0,0.210979283650585,-0.560141723937767,0,0,0,0.022640661321085,0,0,0.10257736768467,0,0,-0.129876952855276,0,0.0210937774280511,0.0905718023263235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358641576576642,0,0,0,0,0,0
