,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X002456.SZ,X600031.SH,X600066.SH,X601877.SH,X000100.SZ,X002008.SZ,X300124.SZ,X600809.SH,X600487.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600089.SH,X002294.SZ,X002085.SZ,X600498.SH,X600699.SH,X600867.SH,X600271.SH,X000596.SZ,X600177.SH,X000157.SZ,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X000661.SZ,X300142.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.322404746929265,0,0,0.115865280460869,0.122192142874393,0,0,0,0,-0.106764267192398,0,0,0,0,0,0,0,-0.047477945874186,0,0,0,0,0,0,0,0,0,0.0299339948285099,0,0,0,0,0,0,0,0,0,0,0,0.0012492351481306,0,0.110294392756485,-0.038106142575211,0,0,-0.0256670427082296,0,0,0,0.0293919979110949,0,0,0,0,0,0
X600104.SH,0,0,-0.000514153438916238,0,0,0.0439658295278119,0,0,0,0.00232375582573137,0,0,0,0.311722783747896,0.0850476195142371,0,-0.185737291558061,0,0,0,0,0,0,0,0,0,-0.00809615874557885,0,0,0,0,0,-0.119020607837474,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254063313872914,0.0404760920865285,0,0,0,0,-0.0497734732668097,0.0567838754691718,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.174610487119011,0,0,0.0373346089519533,0,0,0,0,0,0,0,0.073162291622105,0.144171524199273,0,0,0.0871592981410927,0.0379201131794938,0.0463958890971822,0,0,0,0,0,0,0.0692197425216629,0,0.0237158035257558,0,0,0,0,0,0,0,0.0511700257305389,0,0,0.0298929239727723,0,0.00469460866457293,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.0482841511300397,0,0,0,0,0.106921178347115,0,0,0,0.360514996220807,0,0,0,0,0,0,0.0728166564504392,0,0,0.033964658812179,0,0.0480022719607702,0,0.168444068034663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104978938277976,0,0,0,0,0,0,-0.0179483520262192,0.000126307364905839,0,0,0,0,0,0
X000651.SZ,0,0.0516786794196262,-0.108420147854611,0.122843760570817,0,0,0,0,0,0,0,0,0.0767985810066892,0,0,0,-0.0541062283063725,0,0.00884155278978464,0.0633730817521905,0,0,0,0,0,0.0250280455732848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144275920820022,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0435900735463047,0,0,0,0,-0.0864685907953672,0.162026273866436,0,0,0,0,0,0.039533787822661,0,0,0,0,0,0,0.297145530480058,0,-0.0998947856273657,0,0,0,0.149097592955767,0,0,0,0,0,0,0,0,0.221737089390398,0,0,0,0,0.123653369818348,0,0,0,0,-0.12685504433582,0,0,0,0,-0.0416260380129579,0.0701232971986997,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0370901838045647,0.156285100622661,0,0,0,0,0,0,0,0,-0.104273857967568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151450411437882,-0.0840238875416521,0,0,0,0,0,0.0690527134953855,0,0,0,-0.0338704878353907,0,0.0345264272212579,0.0349735084636697,0.0418711831828259,-0.00354395025579519,-0.00715619710152911,0,0,0,0,0,0,0
X002304.SZ,0,0,-0.0378993335269208,0.404665601627698,0,0,0,0,0,0.00783461862261758,0,0.0438419290674698,0,0,-0.175576747351593,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109646414452478,0,0,0,0,0,0.0478876367202549,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0619727460741488,0.0384892687640205,0,0.0989500014114535,0,-0.0475451583969086,0.0548656510582711,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.345114502687801,-0.126039482334568,-0.187668016370249,0,0,0,0,0.176837514072412,0,0,-0.0854822079868959,0.0896871618980634,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258921731156586,0,0,0,0,0,0,0,0,0,0,0,0.113304311699742,0,0,0,0.144060861488239,0,0,0,0,0,-0.0709213160202823,0.0885364123584388,0,0,0,0,0,0
X600703.SH,0,0.0276152716603218,0,0,0,0.045595888962234,0.169985675708583,-0.138693213745051,0,0,0.183154644787995,0,0,0,0,0,0,0,0,0,0,-0.2693596092695,0,0,0,0,-0.0800538257922204,0,0,0,0,0,0,0,0.150302313708824,0.079152386605682,0,0,0,0,0,0,0,0,0,-0.0278769733700915,-0.0351092892713905,0,0,0,0,0,0,0,0,0,0,0,0
