,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X002371.SZ,X300124.SZ,X600703.SH,X000063.SZ,X000338.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X600089.SH,X000100.SZ,X600741.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X600779.SH,X000157.SZ,X600522.SH,X601799.SH,X002414.SZ,X002180.SZ,X000733.SZ,X600884.SH,X600584.SH,X002008.SZ,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.496276559495937,0,0.0140230480337466,0.0603941355548688,0,-0.0110194791593362,0,0,0,0,0,0,-0.142642935894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619061362228007,0,0.00844233301726039,0,0,0,0,0,0,0,0.0149397132211318,0,0,0,0,0,0,0,-0.00234624025027815,0,0,0,0,0,0
X000858.SZ,0,0,0,0.338245884092002,0.0599779554715156,0,0,0,0,0.00376998706035715,0,0,0,0,0,0,0,0.03153843572173,0,0,-0.111699452225107,0,0,0,0,0.281592712882395,0,0,0,0,0.0554622860905605,0,0,0,0.125603905605821,0,0,0.0124564026748839,0,0,0.079903561949991,0,0,0,0,0,0,0,0,0,0,-0.00412977264515347,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0460414019099699,0.28808459725939,0,0,0,0,0,0,0,-0.0186192730864199,0,0,0,0,0,0,0,0,-0.0768958506539394,0,0,0,0,-0.0214162552610437,0,0,0,-0.0487997535885864,0.220253111438565,0,0,0,0,0,0.0746499351236482,0,0,0.0449614922170418,0,0,0,0,0,0,0.0205720912633822,0,0,0,0,0,0,0
X600809.SH,0,0.286064720787014,0,0,0,0.0290640581419262,0,0,0.0518241650932996,-0.0365642465143674,0,0,0,0,-0.0578937670968928,0,0,0,0,0,0,0,0,0,0,0.204526455951681,0,-0.0167424356977459,0,0,0,-0.111283827163668,0,0,0,0,0.16771684855127,0.0425302013444188,0,0,0,0,0,0,0.0701299545116971,0,0,0,0,0,0,-0.0337748784570601,-0.0521711931498335,0,0,0,0,0,0
X000568.SZ,0,0,0,0.144348306173159,0,0,-0.0598626685605441,0,0,0,0,0,0,0,0.0123871863434076,0,0.0658744028074306,0,0,0,0,0.471031549799267,-0.0725584522717064,0,0,0.0883674774246938,0,0,-0.000646484866255292,0,0,0,0,0,0,0,0,0.118799577025025,0,-0.118064902982833,0,-0.173297834467996,0,0,0,0,0,0,0.0569732278210127,0,0,0,0.0248067485205493,0,0,0,0,0,0
X002475.SZ,0,0.122071405262065,0,0,0,0,0.162200751161981,0,0,0,0,0,0,0,0,0.0599344753941047,0.199058252035046,0.00107780972831294,0,0,0,0,0,0,0,0.0502214385534046,0,0,0,0,0,0.0838197068612983,0,0,-3.46944695195361e-18,0,0,0,0,0.00804126845418101,0,0,0,0,-0.0203876509813946,0,0,0,0,0,0,0.0169621022987675,0,0,0,0,0,0,0
X600276.SH,0,0,0.110037944880779,0,0,0.0275901475630032,0,0,0,-0.0617834211519365,0,0,0,0,0,0,0,0,0,0,0,0,0.027588111715525,0,0,0.0257084096506701,0.150431413961012,-0.228428303361754,0,0,0,0.07542801130999,0,0,0,0,0,0,0,0.0137288690368167,0,0,0,0,-0.0992610756573142,0,-0.0710730589965225,0,0.209635609799877,0,0,-0.00653256447985052,0.0110040903189124,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0160741569111802,0,0,0,0,0,0,0,-0.0782046786886852,0.0230011423664752,0,0,0,0,0,0,0,0,0.0280190169294594,0.303858591438075,0,-0.131129758963878,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0341298740556821,0,0,0.0565802283054256,0,0,0,0.00766169628568344,0,0,0,0,0,0,0
X002304.SZ,0,0.244108604097875,0.0169907997181395,0.238594270784404,0,0,0,0.260165883832818,0,0,0,0,-0.139526744728379,0,0,0,0,0,0,0,-0.108856783171893,0,0,0,0,0,0,0,0.0547701874080956,0,0,0,0,0,0,0.146053758881688,0,0.0318176273724571,0,-0.0468723835249099,0,0,0,0,0,0,0,0,0,0,0,0.00535749469225833,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.438360017172712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1194190069111,0,0,0,-0.00288626081223929,0,0,0,0.176911241934476,0.169188194686059,0,0,0,0.145812629870612,0,0,0,0,0,-0.0208061228681218,0,0,0,-0.013642968462259,0.19181631646292,0,0,0,0,0,0,0,0,0,0,-0.0318927828869231,0.0645086936215124,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0442021035421885,0,-0.0161734545067709,0,0,0,0,0,0.333306603449555,0,0,-0.0388873295812443,0,0,0,0,0,0,-0.00887886087872448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0421598305625993,0,0,0,-0.159129618934012,0,0
X000651.SZ,0,0,0,0,0,0,-0.0634283388816278,0.157659592846647,0,0,0,0,0,0,0.1711622396018,0,0,0,0,0.063182662280251,0,0.138097442807898,0,0,0,0,-0.0468269777941917,0,-0.0206945200921564,0,-0.190343758170355,0,0,0,0.140493568935432,0.0193128390627604,0,0,0,0,0,0,0,-0.026404858533477,0,0,0,0,0,0,0,-0.0226802667493755,0.0608472084636815,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0186756391821367,0,0,0,0,0,0,0,0,-0.0120407711215004,0,0,0,0.188411153869768,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0817737060645598,0,0,0,0.322696823361841,0,0,0.0611095901464539,0,0,-0.00362112170767211,0,0,0,0,0,0,-0.0100823333044866,0.0372701507649132,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0405613437431147,0.0273041027901997,0.0378869316455188,0,0,0,0,0,0,0,0.014682938780739,0,0,0,0,0,0,0,0.0255988294681013,0,-0.023571612402071,0,0.0589660151826868,0,8.67361737988404e-19,0.307849809837702,0,0,0,0,0,0,0.125807691290935,0.0449125825465083,0,0,0,-0.0225421264951256,0,0,0,0,0,0,0,0,-0.0411090466084693,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.127192540782438,0,0.14048135640381,0,0,0,0,0,0,0,0,0,0,0,0.0332647864927594,0,-0.115719115472618,0,0,0,0,0,0,0.0271319904055511,-0.456217878796973,0.14229459222665,0,0,0.271079315629811,0,0,0,0,0,0.15889127352025,0,0,0,0,0,0,0.728338014482484,0,0,0,0,-0.0027169402309367,0,0,0,0,0.0260530013478048,0,0
