,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X000100.SZ,X600372.SH,X002241.SZ,X002180.SZ,X601877.SH,X600741.SH,X600702.SH,X000977.SZ,X000157.SZ,X600522.SH,X600584.SH,X002074.SZ,X300142.SZ,X000733.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,X002028.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0897538251662621,0,0.0857739030401549,0.0451757332391109,0,0,0,0,0,0,0,0,0.0148224428119596,0,0,-0.109502787153447,0.0668352102880476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912529809840176,0,0,0,0,0,0,0,0,0,0,0,0.0284920035414162,0,0,0,0,-0.0590188029508495,0.0234181401800175,-0.120627979191099,0,0,0,0,0
X000858.SZ,0,0,0,0.195211132280763,0,0.0807842952228948,0,0.0452896771883638,0,0,0,0,0,0,0,0.0467488518320859,0,0,0.0668317278829347,0,0,0.0346877312231964,0,0,0,0.0103351085823282,0,0,0,0,0,0,0,0,0.0795368380992286,-0.00106336352324047,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352655306468953,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0648160525668046,0,0,0,0,0,0,-0.137807317799042,0,0,0.051148787312876,0.240555144415068,0,0,0,0,0,0,0,0,0.126818622697504,0,0,0,0.139704475923676,0.1486309813811,0,0,0,0,0,0,0.0640722911099444,0,0,0,0,0,0.143589061721988,0,0,0.160446270850715,-6.93889390390723e-18,0,0,0,-0.0176616428351463,0,0,0,0,0,0
X000568.SZ,0,0.537378927104077,0,0,0,0,0,0,0,0,0,0.0604440414065578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480675924176585,0,0,0,0,0,0,0,0.214340659378475,-0.0149779957099781,0.0572872684332043,-0.0493697823938529,0,0,0,0,0,0,0,0,0,0,0,-0.00910252515614251,0,0,-0.0296961211695162,0,0,0,0,0,0
X600276.SH,0,0,0.134227223649193,0,0,0,0.0453781012420893,0,0,-0.0209435457157582,0,0,0,0.0390855911032864,0,-0.0248938084714437,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.201894565068797,0.286817969512147,0,0,0,0.199665538882069,0,0,0.0180396333867636,-0.00491081976354864,0,0,0,0,0,0
X600809.SH,0,0,-0.112672583399249,0,0,0,0,0.0174147518823019,0.107344490571687,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565079116108012,0,0.183699890592929,0,0,0,0,0,0,0,-0.05643371534264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051899239729892,0,0.442822285380036,-0.115321317108652,0.0269772817228951,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0603256156831476,0,0,0,0,0,0,0,0,0,0,-0.575448510568152,-0.0150362853271933,0,0.362433679232734,0.114030939525482,0,0,0,-0.103267346311168,0,0,-0.12868500367893,0.0979889633668726,0,0.0504018905676482,0,0,0,0,0,0.0083791384501945,0,0,0,0,0,0.00213470416410996,0,0,0,0,0.212672586956284,0.0228045929977585,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0462334876482408,0,0,0,0.190249650058406,0.0970055161540653,0,0,0,0,0,0,0,0,0,-0.022887127013698,0,0,0,-0.0595975091970344,0,0,0,0,0,-0.0614642383869256,0.0172911059604076,0,0,0,0,0,0,0.249989814074511,0,0,0,0.0328386820741249,0,0,0,0,0,0,-0.0686600233319333,0,0,0,0,0,-0.0135100409539651,0.0193892063315374,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0201511431770176,0.325146145649816,0.251747568133462,0,0.0139935890202096,0,0,0.0675606747620874,0,0,0,0.170679720325512,-0.510410686901121,0,0,0,-3.46944695195361e-18,0,0,0,0.0622509840765513,0,0,-0.333684385137345,0,0.0688373046464935,0.0572064349660453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.98360883052072e-05,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0566356817801349,0,0,0,0,0,0,0,0.0290310431316287,0,0,0,0,0,0.240632939061854,0,0,0,0,0,0,0.00923996396683001,0,0,0,0.104914007724647,0,0,0,0,0.0972168619407667,0,0,0.103233947861889,0,0,0,0.0529043844146463,0,0,0,-0.161275863325872,0,0,2.16840434497101e-19,0,-0.00989226462519303,0.0579729978980301,0,0,0,0,0,0
