,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X002475.SZ,X601877.SH,X000550.SZ,X002129.SZ,X002456.SZ,X600066.SH,X000568.SZ,X002294.SZ,X600271.SH,X002292.SZ,X600435.SH,X300124.SZ,X000400.SZ,X002038.SZ,X300003.SZ,X000869.SZ,X600839.SH,X002049.SZ,X600566.SH,X000977.SZ,X000800.SZ,X002007.SZ,X002008.SZ,X000623.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,-2.16840434497101e-19,0,0,0.131292901946276,0,0,0.0704718154590215,0.0497380594200705,0,0,0,0,0,0.307173336782308,0.0772996495991581,0,0,0,0,0,0.0496469921650581,0,0,0,0,0.0624420497138509,0,0,0,0,0,0.0366213902473876,0,0.0456674826651658,0,0,0,-0.045505109238854,0,0,-0.00178481055708894,0.0716458912440159,0,0,0,0,0,0.00899161010003423,0,0,0,0,0,0,0
X600519.SH,0.0137007239206272,0,0,0,0.0322589996725497,0.162282968279101,0.204012668231097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992006450706241,0,0,-0.0854334185434139,0,-0.0465311305987219,0,0,0,0,0,0,0,0,0,-0.00531263519774896,0.0314610791131306,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847077881217432,0.0656168170584015,0.105793669616504,0,0.00657299849569851,0,0,-0.0663171158518201,0,0.0393595984051529,0,0,0,0,0,0,0,0.0207906818240374,0.0503154768845916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147558170576859,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.136100259137272,0,0,0,0,0.205643179017059,0,0,0,0,0,0.0248429343194644,0,0,0,0,0,0,-0.0676600788864442,0,0,0,0,0,0,0.137389138823283,0,0,0.0662439940618306,0,0.0468989384552059,0,0,0,0,0.00665026003192503,0,0,0,0,0.0943395788226162,0,0,0,0,0,3.647435758246e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0557585724563388,0,0,0,0,0,0,0,-0.0431898235934779,0,0.389537247264869,0,0,0.00352816741430369,0,0.117776349010715,0,0,-0.0147224285778446,0,0,0,0,0,0,0,-0.0518820730766236,0,0,0,0.0225660388140068,0,0,0.211982599452403,0,0,0,0,0.0631046884568722,0,0,0,-0.0376259953832656,0.0473846989697882,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247300492026187,0,0,0.0455829321123748,0,-0.0339841327664089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929767685059989,0,0,0,0.280997085607776,0,0.0448622736545606,0,0,0,0,0,0,0,0,-0.00835749994315195,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0122586126048008,0,0.325747193166081,0,0,0,0.00112548572412607,0,0,0,0,0,0,0,0.164604504176492,0,0,0,0,-0.101163877676618,0,0,0,0,0,0,0,0,0.171816728605554,0,0,0.117051018214581,-0.000407884765288384,0,0,0,0,0,0,0,-0.00443620333806132,0,0,0,0,0,0,0,-0.00365509823380442,0,0,0,0,0,0,0
X000625.SZ,0.491558109581023,0,0,0,0,0,-0.150137669270477,0,0,0,0,0,0,0,0,0,0,0.0141217195868476,0,-0.015053066055918,0,0,0,0.0294893405816069,-0.0429655731120419,0.0950644660604934,0,0,0.0600205793569892,0.191173456240838,0,0,0,0,0,-0.0313214384206444,0,0.0313324389274227,0,-0.0210698283650507,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0383760932846656,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0509045111577152,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240517447275367,0,0.112225246573826,0.0364296823623415,0,0.101547042536703,0,0,0,0.0406121388507503,0,0,0,0,0,0,0.0162910078567758,0.0663113729519206,0,-0.0745708053145937,0,0,-0.0227441724419719,0.0457783928156853,0,-0.123868867412744,0,0,0,0.00973802926353708,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.181073958607385,0,0,0,0,0,0,0,0,-0.0489947558828411,0,-0.103531790087208,-0.161648936592307,0.0295681165406296,0,0.41367460585999,0.111663376766146,0,0,0,0.132362993323021,0,0,0,0,0.482841000456829,0,0,0.00296996083710515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157914966928399,0,0,0,0,0,0,0
