,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X002008.SZ,X600809.SH,X000100.SZ,X600487.SH,X600498.SH,X002007.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X600867.SH,X300142.SZ,X000596.SZ,X000157.SZ,X600566.SH,X300146.SZ,X600177.SH,X002456.SZ,X600066.SH,X600089.SH,X002506.SZ,X600372.SH,X600522.SH,X002180.SZ,X600699.SH,X002294.SZ,X002241.SZ,X000977.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0139551530021833,0.633278242100734,0.156085678849661,0,0,0.099744115869874,0,0,0,0,0,-0.0207582400252085,0,0,0,-0.085484674776137,0,0,0,0,0.0573602489038898,0,0,0,0,0,0,0,0.117710180856198,0,0,-0.0109151199888832,0,0,0,0,0,-0.0184140986967811,0,0,0,0,0,0,-0.0557515163221314,0,0,0.00769722794883944,0,0,0,0,0,0,0
X600104.SH,0,0,1.73472347597681e-18,0,0.260296639881624,0,0,0,0,0,0,0,0,0,0.206415913427039,0,0,0,0.0265231638193124,0.0603868876086422,0,0,0,0,0,0.180221524760068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162177317503485,0,0,-0.0951291119841912,-0.0161469716226523,0.0334689436757865,0,0,0,0.0372975524277634,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014280397666369,0,0.63371404458296,0,0.308443398763397,0,0.0937670599196283,0,0,0,0,0,0,0,-0.0996618265462747,0.0568536165989261,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0250618487352619,-0.0197837708544676,0,0,0,0,0,0,0
X000651.SZ,0.0892193355289411,0.114817158075862,0,0,0,0.0484872529012717,0.0844585758699724,0,0.315695738068822,0,0,0,0,0,0.111451740185044,0,0,-0.00816850699418595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660452559576365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350548463670014,0,0,0.00231870585356239,0,0,0,0,0,0,0
X600276.SH,0.096878064734925,0.0262104546166558,-1.38777878078145e-17,0,0,0,0,0,0,0.0158115629343558,0,0,0,0,0,0.0485798947393899,0,0,0.370010850640808,0.104862028299771,0,0,0.00505882167014076,0,0,0,0,0,0,0,0.0889586900135714,0,0,0,0.0738234557233801,0.0244413427740308,0,0,0,0,0,0,0,0.109826107874689,0,-3.46944695195361e-18,0,0,0,0,-0.0752365473743063,0.00685438656577678,0.013483774083779,0,0,0,0,0,0
X000858.SZ,0.13541076182451,0,0,0,0,0,0.190985947163254,0,0,0,0,0,0,0,0.101149918012797,0,0,0,0,0,0,0,0.222509307882474,0,0,0,0,0,-0.0400224606223267,0,-0.0137896158644285,0,0.272983585296066,0,0,0,0,0,0.0154802932764313,0,0,0,0,0,0,0,0,0,0,0,0,0.00492120781118383,0.0226217037040175,0,0,0,0,0,0
X002304.SZ,0,0,0,0,-0.0927428852172256,0.382324263104769,0,0,0,0,0,0,0.229793882467913,0,0,0,0,0,0.0962638169038789,0,0,0,0.14684720009654,0,0,0,0,0,0,0,0,0,0.261280623655234,0,0,0.187392772931597,0,0,-0.0390670742846338,0,0,0,0,-0.0255309806850824,0,0,0,-0.074402270672992,-0.0570022701799423,0,0.157600168971322,0.00233803784886517,0.0482456433651375,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0898594005623259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144604590479914,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.280696832916999,0,0,0,0,0,0.0885840777594728,0,0,0,0,0,0.0562968113185908,0,-0.0305997158780632,0,0,0,0,0.0063274175952107,0,0
X600690.SH,0,0,0,0.243640469707315,0,0.0810515231272638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178568472278525,0,0,0,0,0,0,0.032004691731504,0,0,0,0,0,0,0,0,0,-0.0398434203902347,0.213695862491417,0,0,0,0,0,0,0,0,0.347140115445779,-0.0270728120980786,0,-0.137157466060124,-0.00463571672583454,-0.0609211617430073,0,0,0,0,0,0
X000063.SZ,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140164763689032,0,0,0,0.102052925113034,0.47795618899848,0,0,0,0,0,0.125155067181655,0,0,0,0,0,0.0971062528115405,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0390850685577479,0.00304666047974431,0,0.031067620856062,-0.0297712872391629,0,0,0,0.178651916109272,0,0
