,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000100.SZ,X000338.SZ,X002236.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X300124.SZ,X600372.SH,X300003.SZ,X600867.SH,X002294.SZ,X000559.SZ,X002292.SZ,X600089.SH,X002180.SZ,X002426.SZ,X002506.SZ,X000623.SZ,X600522.SH,X300136.SZ,X002074.SZ,X002508.SZ,X000536.SZ,X600498.SH,X000981.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0788050119198091,0,0.164122697726325,0,0,0,0,0,0,0,0,0,0.109655766303201,0,0,0,0,0.00440073978671661,0,0,0,0,0,0.0220682925587195,0,0,0,0,0,0,0,0,0,0.0917966226900419,0,0,0,0,0,0,0,0,0,0,0,0,0.012486045186171,0,0,0.000584172687554953,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00843811889217642,0.916943245894983,-0.0134037171252541,0,0,0,0,0,0,0,0,0.104156970075187,0,0,-0.0628258480920288,0,0,0,-0.175329684085906,0,0,0,0,0,0,0,0,0,0,-0.0237753778690092,0,-0.0511082383945501,0,0,-0.0825274924644746,0,0,0,-0.0270580246287276,0,-0.00112895817549835,0.126792314121561,0,0,0,0,0
X000651.SZ,0,0,0,0.090369521057071,0,0,0,0,0,0.585533529158376,0.557267343736675,0,0,0,0,0,0,0,0,0,0,-0.0903263583860747,0,0,0,0,0,0.00318014732735663,0,0,0,0,0,0,0,0,0,0.316863791677797,0,0,0.339930796248225,0,0,0,0,-0.0963086500427766,-3.46944695195361e-18,0,-0.209352376902832,-0.108864763858182,0.0442042882798778,-0.00771751694050954,0,0,0,0,0,0.219739596173736
X002415.SZ,0,0,0.0682269079457245,0,0,0,0,0,0,0,0,0,0,0.0181719311035088,-0.0275567514749846,0,0,0,0,0,0,0,0,0,0,0.0530404071628449,0,0.0689884220774994,0,0,0,0.19574974939618,0,-0.14882273523988,0,0,0,0,1.73472347597681e-18,0,0.070339221382998,0,0,0,0.152220170339803,0,0,0,-0.0343183764662895,0,0,0.0034260306127221,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.162427984927087,0,0,0.0703548956850445,3.46944695195361e-18,0,0.44744069092464,0,0.108788526341139,0,0,0,0,0,0,0,0,0.00548121775916603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195743278097262,0,0,0,0,-0.037552567381217,0,0,0,0.0084490875538204,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0209034458764297,0,0,-0.0468510591605475,0.00881346672324461,0,0,-0.0757497850848513,0,0,0,0,0,0,0,0,0,0,0,0.0630339792419612,0,0,0,6.7762635780344e-21,0,-0.13340010781681,0,0,0,0,0,0,0.0841979150410732,0,0,0,-0.0128221684980725,0.171028963005972,0.0906893927690684,0,0,0.0130274669605344,0.116514851438555,0,0,0,0,0
X002304.SZ,0,0.294500269598811,0,0,0,0,0,0,0,0,0,0,0.105503410764957,0,0.0425757562422065,0,0.0295122834382773,0.049887294747127,0,0.0478894507216142,0,0,0,0,0,0.0261811920444965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557557232061888,-0.0309641741597467,0,0.00652321160929439,0,0,0,0,0,0
X000725.SZ,0,0,0.117836122869273,0,0,0,0,0,0,0.0660773383552771,0,0,0,0,0,0,0,0.0888225863295408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854260544953984,0.0328312059794946,0,0.0585460378981018,0.0692838484282426,-0.010014451402945,0,0,0.305436682645633,0,0.0314256122897755,-0.00816561049684619,-4.33680868994202e-19,0.070581282608281,0,0,0,0,0
X000625.SZ,0,0.123649115135921,0.118051606264824,0,0.210621387015212,0,0,0,0,0,0,-0.0128180077105094,0.0564292838476682,0,0,0,0,0,0,0,0,0.0479977294998496,-0.0372349033809293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159576953927649,0.118527353418603,0,0,0,0,0
X000063.SZ,0,0.0235784764079533,0.129845497246879,0,0,0,0,0,0,0,0,0,0,0.0563353226119254,0,0,0,0,0,0.259183386320317,0,0,0,0,0,0,0,0,0,-0.0213731866788197,0,0,0,0.166612369463439,0,0,0,0,0,0,0.111254794021883,0.0384606736864581,-0.0865046677416295,0.0534221963818106,0,0,0,-4.33680868994202e-19,0,0,0.0048758929472361,0,0,0,0,0,0,0
X600690.SH,0,0,0.186608845302109,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.120518944017207,0,0,0.0209310883736553,0,0,0,-0.0183359992898963,0,-0.0109864503728569,0,0,0,0,0,0,0,0.0426443521147126,0,0.0893009976061269,0,0,0,0,0,-0.145568122339115,0,0,0.0260030175258318,-0.03294116321328,0,0,0,0,0,0
X600703.SH,0,0,0,0.154885614082023,0,0,0,0,0.289501618667001,0,0,0,0,0,0,0,0,0,0,0,0,0.0326848467426651,-0.170139637781421,0,0,0.0200530421936022,0,0.267709790265617,0,0,0,0,0,0,0,0,0.0995227254671885,0,0.0213790584297363,0,-0.0121808264452836,0,0,0,0,0,0,-0.0372959684259866,0,0.182510531632666,0.0255845685416448,0,0,0,0,0,0,0
X600741.SH,0,0.492856333361276,0,0,0.0252377277579139,0,0.106022480294424,-0.0107018142955715,0,0,0,0,0,0,0,0,0.0135132751804796,0,0,0,0,0.0986731576127358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698034969949923,0,0.0129172703582316,0,0,0,0.0424841239661827,0,0.0984922589966641,-0.00619003102650651,-0.00051928216865526,0,0,0,0,0,0,0
X600031.SH,0,0,3.46944695195361e-18,0.0504164963475283,-3.46944695195361e-18,0,0,0.110370936489662,0,0.151154737271643,0,0,0,0,0,0,0,0,0,0.00183080728952254,0,0,0,0,0,0.137406730285126,0,0.410701746572603,0,0,0,0,0,0,0,0,0.0724894660460264,-0.00598475960626875,0,0,-0.0120817313989235,0,0,0,0,0.255098138778385,0,-0.197289125728723,0.00185963115427095,-0.115055991061785,0,0.000620905766846535,0,0,0,0,0,0
X000568.SZ,0.10823143178893,0,0,0,0.434388354842782,0,0,0.00529166395835588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107892517371455,0,0,0.0849268293687942,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,3.46944695195361e-18,0.00549588251271059,0,0,0,0,0,0,0,0,0,0,-0.00291049790961619,0,0,0,0,0,0
X002475.SZ,0,0,-0.121584249673314,0,0,0,0,0,0,0,0,0,0,0.00666249507509406,0,0,0,0,0,-0.0932173727479473,0,0,0.00767453432834202,0,0,0.144528609172497,0,0,0,0.121514627560011,0,0,0,0,0,0,0,0.261388016059489,0,0,0.231748893064356,0,0.0185049776697219,0,0,0,0,-0.0360925897586361,0,0,-0.0403030881861944,0.012968140233169,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.148929953390399,0,0,0,0,0.202826250342713,-0.113195930158287,0,0,0,0.0181325518313428,0,0.184163753281687,0,0.0490018630473747,0,0,0,0.0517855561672583,0,0,0,0,0,0,0,0,0,0,0,0,0.0907819541009803,0,0.105442654522235,0.336229768192121,0.122008470019817,0,0,0.0268422723148908,0,0,0,0,-0.015703233087016,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0867377335949368,0,0,0,-5.42101086242752e-20,-0.0453396831957925,-0.196475694475431,0,0,0,0,0,0.0521650880813759,0,0,0,0.108053256619725,0,-0.00381834089219246,0,0,0,0,0,0,0.0861159908204814,0,0,0,0,0,0,0,0,0.0377022477688093,0,0,0,0,0.173623962085953,0,0,0,0,0.0932955395904932,0.357835983823991,0.0286833231218814,0,-0.00742620866336703,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0420458158766838,0,0.0222503184879323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399874656702037,0,0,0,0,0,-0.00347920946215153,0,-0.13179779182966,0,0,0,0.0662651695029043,0,0,0,0.0201818255092674,-0.0353787296768565,0,0.022459700564378,0.0210414756028334,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.157439702260838,0,0,0,0,0,0,0,0,0,0,0,0.0191327302007406,0,0,0,0,0,0.00799762227129861,0,0,0,0,0.132160850952846,0,0,0,0.291682001485582,0,0,0.221217614821758,0,0,0,0,0.208764837396932,0.0301772816166828,0,0,0.0441814028786673,0,0,0,0,-0.157813590445623,0,-0.0131149953613557,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133759069603709,0,0,0,0,-0.226932295403982,0,0,0,0.183706504298947,0,0,0,0.415242570092057,0,0,0,0,0,0,0.130740176433354,-0.702851226466691,-0.0464514079327001,0,0,0,0.201808807419177,-0.18368862556396,0,-0.00957017556411519,0,0,0,0.114958176758027,0,0
