,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600031.SH,X600703.SH,X002475.SZ,X000063.SZ,X000568.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X002008.SZ,X300124.SZ,X600487.SH,X002456.SZ,X600809.SH,X600867.SH,X000100.SZ,X000596.SZ,X600498.SH,X600066.SH,X000625.SZ,X000661.SZ,X600566.SH,X000977.SZ,X300136.SZ,X002294.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002180.SZ,X002007.SZ,X000981.SZ,X300146.SZ,X600522.SH,X002049.SZ,X002241.SZ,X000050.SZ,X000869.SZ,X600177.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.392183005946759,0,0,0,0,0,0,0.00748846782737088,0,0,0,0,0.0682063564503556,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0296077876966819,0,0,0.0276583759490712,0,0,0,0,0,0,0,0,0.0145108575375047,0,0.0752128455974274,0,0,0,0,0,0.00403562662899663,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0523326705231333,0,0,0,0,0.100114134642343,0,0.0276124043764583,0,0.0952124913861831,0.341367154272454,0,0,0,0,0,0.0289811961429718,0,-0.101048348606842,0,0,0.0238961994540274,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.126318194262161,0,0,0,0,0,0,0,0,0,0,0,0,0.0178362474062248,0.0252041446350098,0.0560946750446463,0,1.73472347597681e-18,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.264643028424517,0,0,0,0,-0.104485964309886,0,0,0,0,0,0.177944417024925,0,0.00528791295496411,0,0,0,0,0,0,0.102087279110068,0.168130396967568,0,0,0,0,0.0360334245333282,0.0295398667622675,0,0,0,0,0,-0.0271916725107188,0,0,0,0,0,0,0.0410479306502007,0,0,0.0705437329029907,0.0197560376056478,0.0377832712841174,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.039864427962443,0,0,0,0,-0.0566558508890262,0.0515456911514001,0.233993548320993,0,0.063553853199501,0,0.0112790473931122,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.207404399484356,0.0965040630894118,0,0,0.443780666114743,0,0,0.237714109687501,0,0.00929780654995996,0,0.0669678920412833,0,0,0,0,0,0,0,0.194017120850397,0.010116808223009,0,0,0,0,0,0,0
X000858.SZ,0.227721014734403,0.129093742795719,0,0.00817714911753033,0,0,0.38647019562046,0,0,0,0,0,-0.0515356831076173,0,0,0,0,0,0.0930472372211771,0.0584258922260094,0.0772867998408876,0,0,0,0,0,0,0.128656141986087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110066151508282,-0.00107091466233608,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0990723028474242,0,0,0,0.0371424626309319,0,0,0,0,0,0,0,0.183293701740834,0,0,0,0,0,0,0.0244815278601646,0,0,0,0,0,0,0,0,0,0,0,0,-0.126503411845865,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0102138130543015,0.0282264950397425,0,0,0,0,0,0
X002304.SZ,0,0,0,0.00849309497685702,0.379632253879807,0,0,0,0,0,0,0,-0.0839573372901424,0.251047347907965,0,0,0,0.153972511073627,0,0,0,0,0,0,0.241226664777082,0,0,0,-0.046703985552287,0,0,0,0,0,0,0.24044980760605,0,-0.0951945734098185,0,0,0,0.055112272891683,-0.121238992383065,0,0,0,0,0,0,0,0,0.00959573798905751,0.00768843394618577,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600646124361348,0.00964373437949499,0.112629080586874,0,0,0,0,0,0,0,0.316508280494729,-0.0123577974119977,0,0,0,0,0.0634851728894082,0.0999302053551465,0,0,0,0.014829979138903,0,0,0,0.128341760644983,-0.126269519912924,0.235431631125017,0.0301969568265419,0,0,0,0,0,0,0,-0.0114067190740585,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.151174258832868,0.645250255240671,-4.33680868994202e-19,0,0,0,0,0.0389984818319472,-0.075706854281922,0,0,0,0,0,0.0615335583346261,0,0,0,0,0,0,0.121106251055305,0,-0.013394717416283,0.121414872317772,0,0,0,0,-0.0363410623978057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219622190457919,0.0449928624533922,0,0,0,0,0,0
X600031.SH,0,0,0.14219113709,0,0,0,-0.0789665614039141,0,0,0,0.0430716541926923,0.00123624297783156,0,0,0,0.287510869959835,0,0,0.112806995654935,0,0,0,0.0754401444526072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263563779546853,0,0,0.0748565454001471,0,0,0,0,0,0,0,0.00810496287453319,0.00858128003371752,0,0,0,0,0,0
