,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600104.SH,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600584.SH,X600089.SH,X600703.SH,X000977.SZ,X600418.SH,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X600066.SH,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X601877.SH,X000661.SZ,X600460.SH,X002180.SZ,X000921.SZ,X601799.SH,X600487.SH,X002074.SZ,X000800.SZ,X002129.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.449042940558768,0,0,0,0,0,0.0393887394236852,0,0,0,-0.00447996533324389,0,0,0,0,0,0.183311475141039,0,0,-0.00862586436117628,0,-0.0273092967399671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616908882933335,-0.142417662668407,-1.73472347597681e-18,0,0,0,0,0
X000858.SZ,0.563042859816549,0,0.0727279293648979,0,0,0,0,0.332455561362249,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.0406043209713039,6.93889390390723e-18,0.0589096023919194,-0.0414802506912949,0,0,0,0,0,0,-0.0357076642134482,0,0,0,0.0513266478597798,0,0,0,0,0,0,0,0,0,0.0522112506543031,0,0,0,0,0,0,0,0.040941309592305,0.051968388156042,0,0,0,0,0,0
X600276.SH,0,0.288359319197066,0,-0.136556143519426,0,0,0,0,0,0,0,0.132009163910717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114144218585193,0.125668542468015,0,0,0.265556224903181,0,-0.265230688681277,8.67361737988404e-19,0,0,0,0,0.212133796285854,0.167485375232028,0,0.0240371721638845,-0.0940089806123736,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0679339574493861,0,-0.0810213513593558,0,-0.0205211533119576,0,0,0,0,0,0,0.0198686224985309,0,0.548532495114287,0.152395682814976,0,0,0.242550170483327,0.0210697121324237,0,0,0,0,0,0,0,0.25693016120511,0,0,0,-0.142821812201751,0,0,0,0,0,0,0,0,0,-0.0278627042855244,-0.00537712062334859,0,0,0,0,0,0
X600690.SH,0.119285296759918,0,0,0,0,0.00504735507195553,0.461964949618428,0,0,0,0,0,0.128702299586708,0,0,0,0,0,0,0,0.0134796994311103,0,0,0,0,0,0,0,0,0.100783955839173,0,0,0,0,0,0,0,0,0,0,0,-0.0428732981535008,0,0.178999941342903,0,0.0123006173309822,0,0,0,-0.0740158599512716,0,-0.02495295318247,0,0,0,0,-0.0665661233892557,0,0
X002415.SZ,0,0,0,0.107180570341687,0.0754957852335272,0,0.180079689421286,0,0,0,0,0,0,0,0,0.0377979055210539,0.0500448748721463,0.116536097078172,0,0,0.0717343405658558,0,0,0,0,0,0,0,0,0,0,0.108780020362293,-0.122459040859578,0,0,0.0280587139506987,0,0,0,0,0,0,0,0,0.159261125605636,0,0,0,0,0.0116698138508562,0,0,0,0.0629884261547127,0,0,0,0,0
X000651.SZ,0,0,0,0,0.277703834907545,0,0,0,0,0,0,0.0504362285586844,0,0,0,0.0265747097458081,-6.93889390390723e-18,0,0,0.0912250885723151,0,0,0,0,0,0,0.0659461466947017,0,-0.0288478086055342,0.0181097659283453,0,0,0,0,0.113477423903702,0,0,0,0,0,-0.0808140525145764,-0.0777305615187546,0,0.130833634937827,0,-0.0329203121716219,0,0,0,0,0,0,-0.0604343058747936,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.114731194200816,0.60821465028597,0,0,0,0,0,8.67361737988404e-19,0,0,0.177282346989448,0,-0.00732082579043427,0,0,0,0,0,0,0,0.0705302395010338,0.039840638453086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024493485397612,0,0.054287058704823,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0798851665605629,0,0,0,0.328202326171386,0,0,0,-0.211875586366724,0,0,0,0,0,0,0.0495614255479751,0,0,0.0758602118497058,0,0,0,0.0349684411913492,0,0,0,0.0768371689468185,0.20242581795814,0,0,0.0358837913268533,0,0,0,0.11158504196764,0,0,0,0,0,0,0,0,0,0.0365330917558759,-0.0719432317046225,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0910415047433323,0,0,0,0,0,0,0,0,0,0,0,0,0.224149521493017,0,0.166212767129677,0,0,0.0803856379865845,0,0,0,0,0,0,0,-0.293091114121161,0,0,0,-0.506856342257612,0,0,0,0,0,0,0,0,-0.0621546465165505,-0.0327196289891066,-0.149832419609346,-0.112378779789499,0,0,-0.0270785318900038,0,0,0,-0.0154213276165692,0.13913312263178,0,0,0,0,0
X000568.SZ,0.281978255782677,0.358984091328256,0,0,0,0,0,0.15086486031542,0,0,0,0,0,0,0,0,0,0,-0.037223320970186,0.311826260287054,0,0,0,-0.0386805435939893,0,0.0762237298183897,0,0,0.0909141840263777,0,0,0,0,0,0,0,0,0,-0.077840671837025,0,0.0298087644398231,0,0,0,0,-0.0615421371100266,0,0,0,0,0,-0.000987915616752182,0,-0.00682859793823293,0,0,0,0,0
X300124.SZ,0,0,0.0387195225857514,0,0,0,0,0,0,0,0,0,0.370771887796589,0,0,0,0,0,0,0,0,0.559563902786903,0,0,0,0,0,0,0,-0.0217121689929475,0,0,0,0,0,0,0,0.0595827028392607,0,0.0660038386078309,0.427562195448847,0,0,0,0,0.109184863718819,0,0,0,0.0732739197182043,0,-0.10239038680455,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0837701561531761,0,0,0,0,0,0,0,0,0,0,0,-0.104978212965232,0,-0.0818507670230934,0,0,0,0.110081789395749,0.875131644252494,0,-0.0921292638622617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697249335781078,0.0540191364965867,-0.0893248889187813,0,0,0,0,0,0,-0.0200896574806772,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0345999083734052,0,0,0,0,0.193986252187759,0.319493223503261,0,0,0,0,0,0,0,0,0,0.0711965040734001,-0.0171444788934439,-0.191173360816485,0,0,0,0,0,0,0,0,0,0,0,0.15371585711487,0,0,0,0,0,0,0.00729927540581148,0,0.0400886484371333,0.0175698126717162,0.0177819492317114,0,0,0.0508698754657152,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,-0.105394834592652,0,0,0,0,0,0,0,0,0.00927254585309077,0.0131727387456427,0,0,0.136887795999792,0,0,0,0.137277377647468,0.017843008538254,0,0,0,0,0,0,0,0.275099799718932,0,0,0,0,0,0,0.233445375791479,0,0,0.0447895800057739,0,0,0.0183667652131691,0,0,0,0,0,0,0,0,0,0.0298823713847038,0.0960847309178483,0,0,0,0.0143134069464851,0,0
