,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X000625.SZ,X600031.SH,X002304.SZ,X000338.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002179.SZ,X600418.SH,X000977.SZ,X002463.SZ,X600584.SH,X600703.SH,X600089.SH,X600183.SH,X000157.SZ,X600372.SH,X002049.SZ,X002236.SZ,X600741.SH,X002028.SZ,X600066.SH,X600522.SH,X000066.SZ,X600839.SH,X601877.SH,X600460.SH,X002156.SZ,X002281.SZ,X600487.SH,X002180.SZ,X002456.SZ,X002085.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.102572755452283,0,0,0,0,0,0.191263458516299,0,0,0,0,0,0,0,0,0,0.29250110169688,0,0,0,0,0,0,0,-0.0102791299613259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445081419517864,0,0,0,0,-0.0654398464340965,0,0
X000858.SZ,0.0955320018015477,0,0.0922573163734602,0,0,0,0,0.148619215934627,0,0.0353411899124826,0,0.187619081336273,0,0,0,0,0,0.278597268358928,0,0,0,0,0,0,0,-0.0615484488453149,0,0,0,0,0,0.150923254698887,0,0,0,0,0,0.0225788177663243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279191902455179,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111823443659257,0,0,0,0,0.432003001947255,0.0969424987069306,0,0,0,0,0,0.0716609694759212,0,0,0,0.0824367016777361,0,0,0,0,0,0,0,0,-0.0104018130680682,0.07095026471618,0,0,0,0,0.0156434633268818,0,0,0,0,0,-0.0327319107855787,-0.0250933260002509,0,0,0,4.33680868994202e-19,0,0
X600276.SH,0,0,-0.0436428057063369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825442116587531,0,0.122086612578982,-0.0394192708621398,0.139855476025852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280997209024931,0,8.67361737988404e-19,0,0,0,0,0.0667483691341584,0,0,0,0,0,0,0.070552032290579,0,0,0,0,-0.138766112892683,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0807152873102809,0.0434592491336661,0,0,0,0.0279234368767059,0,0.0269525051002786,0,0,0,0,0.0112048491190198,0.171172623916221,0,0,0,0,0,0,0,0,0,0.0598444100611332,0,0,0,0,0,0,0,0,0.00698646675348542,0,0,0.0194423492607941,0,0,0,0.121206024752699,0,0.00551052080138514,1.73472347597681e-18,0,-0.00461341952462353,0,0,0,0,-0.0415171585739409,0,0
X600690.SH,0,0,0.0869930155041038,0,0,0,0.295800996573909,0.058089926201716,0,-0.143337216871513,0.0338712622304522,0.109683125229575,0,0,0,0,0,0.00163822929491841,0,0,0,0,0,0,0,0,0,0,0,0,0.103324026818421,0,0,0,0,0,0,0,0,-0.0200462321860946,0,0,0,-0.0345517690640296,0,0,0,0.0606870306651294,0,0,0,0.0134414042631579,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.258281065555132,0,0,0,0.00623787458669424,0,0,0,0,0.0537105634811803,0,0,0.115773961340075,0,0,0,0,0,0,-0.131428101873058,0,0,0,0,0,0,0,0,0,0,0,0,0.274522629197702,0,0,0,0,-0.000785294365913604,-0.0172638620659745,0,0,0,0,0,0,0,-0.0194980928754491,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.533728013432423,0,0,0,0,0,0,0,0,0,0,0.310754908651229,0,0,0,0,-0.0422822552103242,0,0.00177701994173589,0,0,0,0,0,0,0,0,0,-0.0109413483225601,0,0,3.46944695195361e-18,-0.0146341898299552,0.00143191862001422,-0.0178308533019908,0.101810689141919,0,0,0,0,-0.00411957497728249,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0660630761418901,0,0,0,0.423900564556507,0,0,0,0,0,0,0,0,0,0.0159410874342465,0.25952087286643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590382307705868,0.047643550842459,0,0,0,-0.112162160741918,0.142313447635419,0,0,0,-0.0265412264167343,0,0,0,-0.00837263765434291,0,0
X600104.SH,0,0,0,0,0,0,0,0.186591756749691,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.122276158395769,0,-0.12030476186339,0,0,0,0,0,0,-0.284816786911734,0,0.958528957781308,0,0,0,-0.188351867129295,0,0,-0.075839974386696,0,0,0,0,0,0.112807070213921,0.0382783186588712,0,-0.063426020116902,0,0,0,0,0.158139744531021,0,0
