,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000661.SZ,X000725.SZ,X600031.SH,X000568.SZ,X003816.SZ,X600809.SH,X600703.SH,X600690.SH,X000338.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X600741.SH,X300003.SZ,X600183.SH,X002129.SZ,X002049.SZ,X300124.SZ,X000625.SZ,X600584.SH,X002236.SZ,X000157.SZ,X000800.SZ,X000977.SZ,X601877.SH,X300136.SZ,X002456.SZ,X002414.SZ,X002179.SZ,X002463.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002180.SZ,X000021.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.107037228520261,0.185228809675869,0,0,0,0,0,0,0.0485231925973197,0,0,0.0854789390071344,0,0,0,0.0154692844146129,0,0,0,0,0,0.0728570971866642,0,0,0,0.0309193113171646,0,-0.0130667266901222,0.0558952356811971,0,0,0.028660591388889,0.092608788767068,0,0,-0.0474687810307395,0,0,0,0,0,0,0,0,0,0,0,-0.0422706233441768,0,0,-0.00048521847165664,0,0,0,0,0,0,0
X000858.SZ,0.171001532802501,0,0,0,0,0,0,0,0,0,0,0,0.254176568559717,0,0.19138732357089,0,0,0,0,0.0488101380034315,0,0,0,-0.00118499575537486,0.170334214676817,0,0,0,0.0370728254357879,0,0.0267258958874448,0,0,0,0,0,0,0,0,0,0,0,0,0.13675613365094,0,0,0,0,0,0,0,-0.00370904544487901,0.00608062766706521,0,0,0,0,0,0
X600276.SH,0,0.119445530542947,0,0.0379100611996857,0,0,0,0,0.00391957053036355,0.376079149663053,0,0,0,0,0,0,0,0,0.0107427027790366,0,0,0,0,0,0.0678868570400008,0,0,0.206071796420044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629740751942445,0,-0.00973309735702386,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0322008294885142,0,0,1.0842021724855e-19,0,0,0,0.288451908788747,0,0,0.0236745039517296,0,0,0,0,0,0,0.0364709670276846,0,-0.0388905409972864,0,0,0,0,0,0,0.132662942191809,0,0,0,0,0,0.018310777005561,0,0,0.000917627333845045,0.0670473207439193,0,-0.063148347767437,-0.00855066220256366,-0.0187849595078056,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.108494684686493,0,0,0,0,0,0.280270267870764,0,0,0,0,0.385799221201638,0,-0.0321184589693799,0,0,0.0274593436680508,0,0,0,0,0,0,3.46944695195361e-18,0.00982333384633076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117650908062819,0,0.0178126150818766,0,-0.00625229511656015,0,0,0.00372653346010376,0.00633355846666767,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0586402867210315,-0.178238394762706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738176681865827,0.244594413825141,0,0,6.93889390390723e-18,0.509280211289465,0,0,0.097007629711956,0,0,0,0,0,0,0,-0.0405782920681377,0,0.0520925423868981,0,0,0.0192840148975297,0,0,0.022425210132452,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.075888137493393,0,0.190323520850745,0,0,0,0,0,0,0,0,-0.0547709702801688,0,0,0,0,0,0.0742657171454986,0,0,0,0,0.287125835209016,0,0.0937429154369135,0,0,0,0,0,0,0,0,0,0.0469225418036511,0,0.0914587154986521,0,0,0,0,-0.109379846627776,0.0151518959213943,-0.0190476673294585,0,-0.0929473950629508,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0755992531662775,0,0,0,0,0,0,0,0.150485908792923,0,0,0,0,-0.0887207189310427,0,0,0,0,0,0,0,0,0,0,0.1518972142953,0.107442325652166,0,0,0,0,0,0,0,0,0,0,0.314242747554597,0,0.12038504004399,0,0,-0.0645587389260686,0.0430971407562255,-0.0475765821890552,0,0,0,0,0,0
X002304.SZ,0,0.403386341768482,0,0,0,0,0,0,0,0,0,0,0.0800481370900598,0,0,0.0655473384097274,0,0,0.0207929267296538,0,0,0,0,0,0,0.070145388675223,0,0,-0.0937542914955782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362482704971234,0,0,0,0,0,0
X000661.SZ,0,0,0.106109271962659,0.164214687876644,0,0,0,0,-0.0967580923146016,0,-0.0944973325404543,0,0,0,0,0,0,-0.0545970633308111,0.0909012575239921,0,0,0,-0.00360566042264918,0.118118948942136,0.0347224925447697,0,0,0,0,0,0,0,-0.104539833304344,0,0,0,0,0,0,0,0,0,0,0.112549739620309,0,0,-4.33680868994202e-19,0,0,0,0.0744583489362494,8.26282981502813e-05,0,0,0,0,0,0,0
