,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600089.SH,X002085.SZ,X600177.SH,X600522.SH,X600372.SH,X002007.SZ,X000066.SZ,X002508.SZ,X300136.SZ,X000981.SZ,X600699.SH,X300003.SZ,X600867.SH,X002294.SZ,X600487.SH,X000559.SZ,X002180.SZ,X002292.SZ,X002008.SZ,X002074.SZ,X600498.SH,X600809.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0.0643718032183092,-0.0453113985645311,0,-0.0339740263300693,0.0447341200143989,0,0,0,0,0,0,0,0,0.0321359073016618,0,0,0,0,0,0,0,0,0.0241444131743071,0,-0.00355659369091697,0,0.0495589515479966,0,0,0,0,0,0.113467024461596,0.0091753013145305,0,0,0,0,0,0.138662600500083,0.052508731587517,0,-0.0179950556263674,0.00714190034818831,0,0,0,0,0,0
X600104.SH,0,0,-0.0987999493943051,0,0,-0.0297592743787018,0,-0.0121326796428601,0,0,0,0.0326433134255577,0,0,0.816270495628842,0,0,-0.122735527862547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531787076525258,0,0,-0.0671051264813523,0.162394055821183,0,0,-0.145220490762536,-0.0375050858319245,0,0,0,0,0,0,0,0,0,0.0335368456095622,0,0,0,-0.000973002595354668,0,0,0,0,0,0
X002415.SZ,0,0,0,0.102204060934468,0,0,0,-0.00461022939799869,0,0,0,0,0,-0.0136951239709527,0,0.17138091096973,0,0.096805773800447,0.106017405539265,0,-0.0192616702559736,0,0,0,0.0884825481701042,0,0,0.0612155959312342,0,0,0,0,-0.0873182032220231,0,0,0.0236859025841629,0,0,0,0,0,0,0,0,0,0,0,-0.308597285068378,0,0,-0.0119460229226984,0,0.0036925912848826,0,0,0,0,0,0
X000651.SZ,0,0.0291741200933657,0,0,0.0355132131051268,0,0,0,0,0,0,0,0,0.0720524309348732,0,0,0,-0.0301866718648567,0,0,0,0,0,0,0.0349514876893101,0,0.362021043225716,0.0265261102762272,0,0,0,0,0,-0.0139482266798471,0,0,0,0,0,-0.104974959692525,0,0,0,0,0,0,0,0,0.066287840672955,0,-0.140650479611727,-0.00773243448192214,0.0106656661130914,0,0,0,0,0,0
X000858.SZ,0,0,0,0.221974494338228,0,0,0,0,0.14384936534564,0,0,0,0,0.336137131597522,0,0,0,0,0,0.0501430638188154,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259832483312099,0,0.0413211494994261,0,0,0,0,0,0.047413407783122,0,0,0,0,-0.0102023999379432,0,0,0.00745244419007818,0,0,0.00262478978448311,0,0,0,0,0,0
X002304.SZ,0,0.102128199214227,0,0.138320686652186,0,0,0,0,0,0.0681317208419925,0,0,-3.46944695195361e-18,0.169576072247402,0.220063981692579,0,0,0.0624284249679008,0,0,0.0801573070383796,0,0,0,0,0,0,0,0,0,0,0,0,0.0401579286320447,0,0,0,-0.0377454328703636,0,0,0,0,0,0,0,0,-0.0271403419198615,0,0.104521719936387,0,-0.058482344522469,0,-0.00153964421883447,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.186269223062759,0,0,0,0,0,-0.034652577753268,0,-0.109216677419479,0,0,0.0305874707162268,0,0,0,0,0,0,0,0,0,0,0.0648587514603784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627088911572041,0,-0.0900106142233451,0.00774504014459091,0.00243150805380348,0,0,0,0,0,0
X000725.SZ,0,0,0,0.287330430464579,0,0,0,0,0,0,0,0.106235044371769,0,0.129301377784397,0,0,-0.395006764525422,0,0,0,0.0977811624586889,0,0,0,0,0,0,0,0,0,0,0,0.125370338781261,0,0,0,0,0,0,0,0,0,0,0,0.240070386442738,0,0,0,0,0,0.226042718529896,-0.0681008276526071,0.0188948787391934,0,0,0,0,0,0
X000625.SZ,0,0.378304943997403,0,0,0,0,0,0.0379285130805905,0,0,0,0,0,0,0,0.115299238128102,0,0.203253425251309,0,0.0506382695209822,0,0,0,0,0,0,0,0,0,0,0,0.0994316288683679,0,0,0,0,0,0,0.0212692572389388,0,0,0,0,-0.139856821162241,0.161395561664764,0,0,0,0,0,0,-8.67361737988404e-19,-0.00322459397500269,0,0,0,0,0,0
X000063.SZ,0,0,0,0.225216738147962,0,0.000244933447238841,0,0,-0.148263153520842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113611753264176,0,-0.283335078179163,0.0667508336895909,0,0,0,0,0,-0.0551418914432831,0.178641571628248,0.0552392142224779,0,0,0,0,0,0,0,0.111707998721147,0,-0.0278897423036279,-0.0789523827352125,0,0,0,0,0,0,0,0.00613111667015312,0,0,0,0,0,0
