,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X300003.SZ,X601877.SH,X002007.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002179.SZ,X600271.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X002371.SZ,X002129.SZ,X000977.SZ,X300136.SZ,X002049.SZ,X002506.SZ,X600498.SH,X002456.SZ,X600177.SH,X600584.SH,X002180.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.41439307802368,0,0,0.045869696284351,0,0,0,0.143265024156559,0,0,0.0941989638076501,0,0,0,-0.100994707587069,0,0.0101189936724246,0,0.0229387921349472,0,0,0,0,-0.0444116522641399,0,0,0,0,0,0,0,0,0,0.0159396183972917,0,0,0,0,0,0,0,0,0,0,0,0,0.0370957402889075,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0545995002148789,0,0,0.310200901292834,0,0,0,-0.00645384024126252,0.346174575564102,0,0,0,0.088962751860283,0.015183811545024,0,0,-0.111901052656115,0,0,0,0,0,0,0,0,0,0,0,0,0.0434127611289074,0.0851618966484296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.104694004241223,0,0,0.219673289958746,0,0,0,0.050439113428782,0,0.0723250231268606,0,0,0,0,0,0,0,0,0,0,0,-0.0312166176169799,0,0,0,0,0,0,0.0929444724635181,0,0,0,0,0,0,0,0.0055247597044719,0,0.0494379975853882,0,0,0,0.105644386613694,0.0365876843425159,-0.0716081278219122,0,0,0,0.000665936470200741,0,0
X000651.SZ,0,0,0,0,0.0627287050084023,0,0,0,0,0,0,0,0,0,0,0,0.160845414933949,0,-0.00559967266661602,0,0,0,0,0,1.73472347597681e-18,0,0,0.125953301070377,0,0.0963108537229839,0,0,0,0,0,0,0.0686373258216837,0.00396593557804564,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254343528659439,0.0333333659120963,0,0,0,0.0159853012626892,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.140203658270324,0,0,0,0.131564645947454,0,0,0,0,0,0,0,0,0.0464713941898951,0.107574972365828,0,0,0,0.0766532502935177,0,0,0,0,0,0,0,0,0,-0.0034994843622599,0,0,0,0,0,0,0,0.0281646928236044,0,0.0338361462925145,0.0273619245643126,0,0,0,0,0,0,0,0,-0.0207672353974739,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062429080039639,0.0828343887657158,0,0,-0.0337970152926969,0,0,0,0,0,0,0,0.0719987080833472,0,0,0,0,0,0,0,0.0606310922660832,0.153883306559009,0,0,0,0.0380717715167088,0,0,0,0.00708738376470031,0,0,0,0,0,0,0,-0.0051606740291759,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170377729938932,0,0,0,0,0,0,0,0,0,-0.0213195832231464,0,0,0,-0.157842196287678,-0.233876420391786,0,0,0,0,-0.0948099335693519,0,0,0,0,0,0,0.0119110624942766,0,0,0,0,0.0470031403295289,0,0,0,0,-0.0381627937409285,0,0,0,0,0.187609753281639,0,0
X002304.SZ,0,0,0.0399856808537446,0,0,0,0.146465926923646,0,0,0,0.0364190114907963,0.0723147607542752,0,0,0,0.0201292731755484,0,0,0,0,0.274740937094411,0.0302200123684875,0,0,0,0,0,0,0,-0.0811958268230826,0,0,0,0,0.16581412165333,0,0.0372025908787028,0,-0.0071398415587718,0,0,0,0,0,0,0,0,0,0,0,0,-0.00472159223926887,0,0,0,0,0,0,0
X002475.SZ,0,0.0978957057674957,0,0,0.231854060861753,0,0,0,0,0,0,0,0.111021558351984,0,0,0,0,0.0465071557262819,0,0,0,0,0,0,0,0,0,0,0,0.0838184807536221,0,0,0,0,0.280086186551394,0,0,0,0.0753399634368425,0,-6.93889390390723e-18,0,0,0,0.0313560794168488,0,0.0815577817686529,0,0,0,0,0.00842891719035704,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0867331712827835,0,0,0,0,0,0,0,0,0,0,0,0,0.176166727009221,0,0,0.0667375269999205,0.121416116130517,0,0.488080062660233,0,0,0,0,0,0,0.108151892485828,-0.0295574675500716,0,0,0,0,0,0,0,0,0,-0.141609041513549,0,0,0,0,0,0,-0.2717252401883,0,0.593841537868809,0,0,0.0552301621958717,0,0,0,-0.0239505835240672,0,0
X000725.SZ,0,0,0,0,0.00392401242073307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127459061915114,0,0,0.0101126270577556,0,0.0873800545070481,0,0,0.153434779427786,0,-0.0221043078277365,0,0,0,0,0,0,0,0,0,0,0.0451868395398999,0.180394177477051,0,0,0,0,0.00669748349901795,0,0,0,0,-0.0607813903430543,0.124796837193964,0,0,0,0,0,0
X000568.SZ,0,0.5476042992803,0,0,0.00382843674492497,0,0,0.249322651984306,0,0,0,0,0.0584275362422659,0,0,0,0.0286544159704068,0.0720880482672567,0,-2.71050543121376e-20,0.11306683925159,-0.0570246511593433,0,0,-0.0218950650385856,0,0,0,0,0,0,0,0,-0.0808115710230169,0,0,0,0,0,0,-0.0843136232237907,0,0,0,0,0,-0.081107506699838,0.0694630052171823,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0700915792306966,0,0,0,0,0,0.0361407302373266,0,0,0.120392806875404,0,0,0,-0.0322744742147146,0,0,0.0496337937154552,0,0,0,0.196062260019546,0,0,0.0638234399947446,0,0,0,0,0,-0.0313889660456625,0,0.0589534506591126,0,0,0,0,0,0,0.0319767173170025,0,0,0,0,0.0180178975019464,0,0,0,0,-0.016832683487572,0,0
X600690.SH,0,0,0,0,0,0,0,0.131300862245402,0,0.0827009174532098,0,0,0.0386748331986025,0,0,0,0,0,0,0,0,0,0,0,0.0044496955040538,0,0,0,0,0,0,0,0.10732710465587,0,0.0190414295070948,0,0,0,-0.134499135996466,0,0,0,0,0,0.0455302943347858,0,0.0443463094193985,0,0,0,0,0,0.00348303010556076,0,0,0,0.0197870298387787,0,0
