,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X002456.SZ,X002008.SZ,X600066.SH,X601877.SH,X600809.SH,X300124.SZ,X600487.SH,X002508.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600522.SH,X600271.SH,X300136.SZ,X600566.SH,X000981.SZ,X000157.SZ,X000050.SZ,X600089.SH,X000596.SZ,X600177.SH,X002085.SZ,X600707.SH,X600498.SH,X002180.SZ,X300142.SZ,X000661.SZ,X002179.SZ,X600699.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0425389144954476,0,0,0.619935733237593,0.0527192665742031,0,0.0334234577379713,0,0,0,0,0,0,-0.0728671871305796,0,0,0,0,0,0,0.059397852567713,0,0,0,0,0,0,0,0,0,0,0,0,0.0728260020984323,0,0,0,0,0.0572920793526397,0,0,0.0654011838387949,0.0124816946916098,0,3.46944695195361e-18,0,0,0,0,0,0,0.0072398643290746,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0448265596490347,0,0,-0.201810210789335,-0.157002494859454,0.276682825797421,0,0,0.0832944521293559,0.219654620568557,0.0326946375447902,0,0,0,-0.0312402809674816,0,0,0.136600377935864,0,0,0,0,0,0,0,0,0,0,0,-0.031232474087916,0,0,0,0,0,0,0,0,0,0,0,0.0103285930998416,0,0,0,0,0,-0.0230792595875274,0.0151006765763548,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.00697807288822482,0,-0.0478766162043599,0,0,0.274788031698511,0.175835798717749,0.0388945449943014,0,0,0.0445635825249554,0.071900962402024,0.00656731875321889,0,0,0.115256994428539,0,0.0455611939018696,0,0,0.19451602567615,0,0,0,0,0,0,0,0,0.118205036800756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286875164724395,0.018411111087194,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.517425122569436,0,0,0,0.0500376728575019,0.0425977793929868,0,0,0,0,0,0.0951862418871695,0.0976799232449344,0,0,0,0,-0.0590762160100814,0,0,0,0,0,0,0,0,0.0164310438295741,0,0,-0.00586225237518814,0,0,0,0,0,0,0,0,0,0,0,0.176664820142132,0,0,0,0,0,0.010777796405504,0,0,0,0,0,0,0
X000858.SZ,0.254942532228107,0,0,0.42183208306972,0,0,0,0,-0.0207026836807536,0.0189542996874904,0,0.358154167300887,0,0,0.0432278743195051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208235778000543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255067190820098,0,0,0,-0.0200500128211909,0.0170188918927229,0,0,0,0,0,0
X600276.SH,0,0,0.0464374514704173,0,0.0206723112521977,0,0,0,0,0,0.0551066852805085,0,0,0,0,0,0,0,0,0,0,0,0.0170612542542971,0,0.20185188956443,0.260308299652315,0,0,0,0,0.0404915147233763,0.0453251240679955,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0175798436459709,0,0,0,0,0.00584968780429254,-0.00347728070281308,0.0773058057799853,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.570183830017459,0,0,0,0,0,0,0.17290507917143,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.142041223218771,0,0,0,0,0,0,0,0,0,0,0.107459924956765,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669080058345446,0.0702260238889649,0,0,0,0,0,0
X002304.SZ,0.252143718253341,0,0,0,0.133051598827531,0,0,0,0,0,0.0150969691583751,0.181186602776348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678577880790593,0,0,0,0,0,0,-0.0132120129734673,-0.0363815679578763,0,0,0,0,0,0.169664876911669,0,0,0,0,0,0,0,0,0,0,0,-0.0140807629424134,0.0127972711183116,-0.160654142294687,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.357943611778807,0,0,0,0,0,0,0,-0.0394015992355341,-0.0447472306130439,0,0,0,0.0580551284571746,0,0.0486371820383887,0,0,0.121678677751197,0,0,0,0.164343327729908,0,0,0,0.354208240024073,0,0.0869781687035241,0,0,-0.0109830795503683,0,0.0751808444612288,0,0.143316414390392,0,0.301081748900574,0,0,0.0604716662987026,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0208544413115951,0,0.443796636377259,0.108703681188738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57803956433015e-05,0,0,0,0.057719060558849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135760962142641,0,0.0117903644392581,0,0,0,0,0.0107505469572978,0,0,0,0,0,0
X600703.SH,0,0,0.159794569218221,0,0,0,0,0,0,0,0,0,0,0.0242835889573863,0.413540284964269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196305932874745,0,0,0,0,0,0,0,0,0,0,0,0.422259112864157,0,0.0445202099464177,0,0.0336558868860477,0,0,0,-0.0198134453342862,-0.0056298110366286,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.470558616909328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10487499070843,0,-0.0564885368909389,0.100315183041597,0,0,0,0,0,0.00658685144646944,0,0,-0.114266649791482,0,0.0755761982174906,0,0,0,0,0,0.201214018655166,0,0,0,0,0,0,0,0,0,0,0,-0.00653725081615658,-0.00032165251643243,0,0,0,0,0,0
X600741.SH,0,0.559646986077955,0,0,0,0,0,0.154947986726797,0.0485772878178845,0,0,0.224732147450464,0,0,0,0,-0.109498349915582,0,0,0,0,0,0,0,0,0,0.0428982635202697,0,0,0.0711265226204753,0,0,0,0,0,0,0,0,0,0,0,0.22784911949267,0,-0.227045601011454,-0.186358988934129,0,0,0,0,0,0,0,-0.00741258880534865,-0.418789423642718,0,0,0,0,0
