,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X000157.SZ,X600089.SH,X002179.SZ,X002236.SZ,X600703.SH,X002463.SZ,X000977.SZ,X600372.SH,X002241.SZ,X600741.SH,X002049.SZ,X000661.SZ,X002129.SZ,X600066.SH,X600584.SH,X002028.SZ,X600522.SH,X000921.SZ,X601877.SH,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X002223.SZ,X600566.SH,X002007.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.258335007937323,0,0.102729020361215,0.108846614725714,0,0,0.142665946946397,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0376267304435619,0,0,0,0,0,0,-0.0676875247835365,0,0,0,0,0,0,0,0.081562130894375,0,-0.00605547037407165,0,0,0,0,0,0,0,0,0,0,-0.025312357980639,0,0,0.00323132791952079,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.442860660105421,0,0,0,0,0,-0.0164614129957382,0,0,0,0,0.0709452342769995,0.0829347538436668,0,0,0,0,0,0,0,0,0,0.00990779335265279,0.0421643424519494,0,0,0,0,0,0.0639011824727428,-0.0445186618386006,0.0474687678237644,0,0,0,0,0,0,0,0.0605603423663422,-0.00808615624370381,0,0,0,0,0,-0.0348538449187039,0,0,0,0,0,0,0
X600809.SH,0.115087936411308,0,0,0,0,0.0229120938930596,0,0,0,0.0590850727161647,0,0,0,0,0.183912848849216,0,0.290530089911517,0.189971281238363,0,0,0,0.16787711056467,0,0,0,0,0,0,0,0.0810778955345543,0,0,0,0,0,0,0,0,0,0,0,0,0.0526559008954986,-0.150667735564203,0,0,0,0,0,0.0145561654792595,0,0,-0.0189083074227348,0.0305380418774469,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.155250653652689,0,0,0.0930490187327041,0,0,0,0,0,0.011315408640973,0,0,-0.0614922854467004,0.0243410379601339,0.201296456708655,0,0,0,0,0,0,0,0,-0.000468816209269016,-0.028908817993018,0,0,0,0,0,0.0410128737789308,0,0,0,0,0,0,0,0.0407588114830488,0,-0.0174321302879735,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.290322769725273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769438971155864,0,0,0,0.176420642225957,0,-0.0133287899550862,0,0,0,0,0,0.152747012789564,0,0.0358790983118879,0.132187979801276,0,0.0442909076575149,0,0,0,0.135951839844543,0,0,0,0,0.107204809025279,0,0,-0.114600646508622,0,-0.0184720764944755,0,0,0,0,0,0
X000568.SZ,0,0.930162549238259,0,0,0,0,0,0.0113981910010943,-0.00366863103358978,0,0,0,0,0,0,0,0.0998827165083271,0.004337724910877,0,0,0.118092173038303,0,0,0,-0.0565767323095301,0,0,-0.0958254043148205,0,0,0,0,0,0,0.0790687916672336,0,0.0495178601026929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416400952119722,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.185174256830679,0,0,0,0,0,0,0,0,0.0776107589043623,0,0,0,0,0,0,0,0.0230319737707081,-0.0311352059216849,0,-0.126728775113848,0,0,0,0,0,0,0.0472279201724403,-0.0134797725346202,0,0,0,0.195423815441552,0,0,0,0.065853611452448,0,0,0,0,0,0,0,-0.0347719084623694,0.0196110281597329,-0.0390934944727771,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.154953305151138,0.0560058331431549,0.165293061634575,0,0,0,0,0,0,0,0.117836657266865,0,0,0,0,0,0,0,0,0.291504275882032,0,0,0,-0.0061022925111058,0,0,-0.0115911055669458,0,0,0,0,0,0,0,0,0.148497304177747,-0.166987910521354,0,0,0,0,0,0,0,0,0,0,0,0.00552461215234077,0,0,0,0,0,0
X002475.SZ,0.10395643604687,0,0,0,0.0724055295132966,0,0,0,0,0,0,0,0,0,0,0,0.0237359827989453,0,0,0,0,0,-0.195837724079836,0,0.297751163279438,0,0,-0.0254178345525729,-0.0963050779763943,0,0.382079821046905,0,0,0,0,-0.0673478598638926,0,0,0,0,0,0,0.186314266107102,0.223816325379997,-0.0755298896426209,-6.93889390390723e-18,0,0,0,0,0,-0.0358794591279262,0,-0.232234758705615,-0.0704772415740665,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.221323371032883,0,0,-0.0437458303900534,0,0,0,0,0,0,0,0,0,0,0,-0.018514942550545,0,0,0.250282301759499,0,0,0,0,0,0,-0.041143978010785,0,0,-0.073283317335582,0,0,0,0,0,0.252819860958198,0,0.154216253591914,0,0,0.184732027361642,-0.130438160056742,0,0.241401091346186,0,0.0335804643372325,0,-0.000625971388565516,-0.085309124585099,0,0,0,0,0,0
