,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X300003.SZ,X600487.SH,X600498.SH,X002008.SZ,X600809.SH,X000661.SZ,X000596.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X600089.SH,X002456.SZ,X300146.SZ,X600177.SH,X600066.SH,X002180.SZ,X600522.SH,X600867.SH,X002506.SZ,X600372.SH,X002508.SZ,X002241.SZ,X002223.SZ,X600183.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.112001208824677,0.105130096662786,0,0,0,0,0,0,0,0,0,0,-0.0272870816227871,0,0,-0.0219247420404497,0,0,0.0748883964540687,0,0,0.205543379592395,0,0.0791460448903279,0,0,0,0,0,0,0,0.0595568137113967,0,0.144972423737793,0,0,0.0093952584295357,0,0,0,0,0,0,0,0,0,-0.0490537627807496,0.0380701173305408,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738010853319455,0,0,0,0,0.156541224939368,0,0,0,0,0.0278165806760759,0,0,0,0.263315152433632,0,-0.046931534468622,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0895513625923878,0,-0.0268422694971079,0,0,0,1.0842021724855e-19,0,0
X002415.SZ,0,0,0,0,0,0,0.163097642284716,0,0,0,0,0,0,0,0,0.0246506008142241,0,-0.0466288948585494,0,0.735539931065828,0,0,0,0,0,0,0,0,0,-0.195854860051548,0,0,0,0,0,0,-0.0374427390999227,0,0,-0.057613600264557,0,0,0,0,0,0.0268335366917491,0,0,0,0,0,-0.00933003646054741,0,0,0,0,0,0,0
X000651.SZ,0.122558281942217,0,0,0,0,0,0,0.303915445957298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352149007045886,0.0771647935667368,0,0,0,0,0.104539349179021,0,0,0.0963287302501311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339420687413232,0,0,0,-0.00690823347514435,0.00147381891096846,0,0,0,0.00707577398650901,0,0
X600276.SH,0,0,0,0,0,0,0.013608126219804,0.348726137082868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3867730785031,-0.0962356053545834,0,0.100816227678244,0,0,0,0,0,0,0,0.0259254979648918,0,0,0.0215389706352265,0,0,0,0,0.0680389300151847,0,0,0,-0.162681545238502,0,0,0,0,0,0.0160196249637093,0.073764745171519,0,0,0,0,0,0
X000858.SZ,0.422459557913452,0,0,0,0,0,0.267226358247994,0,0,0,0,0,0.0869351636314907,0,0.0878588711122279,0,-0.0119613589318708,0,0,0,0,0,0.0135194821023971,0,0.0775116240959576,0,0.147542982747891,0,0,0,0,0,0,0,0,0,0,0,0.0140424168488222,0,0,-0.130225465194021,0,0,0,0,0,0,0,0,0,0,0.00826458297670736,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0929988576574731,0.234823856767333,0,0.108630961393132,0,-0.0886984708732485,0,0,0.0129661732902788,0,0.076333128190003,0,-0.0247522502564349,-0.0214277074603616,0,0,0,0,0.180440969044975,-0.00552980221300749,0,0,0,0,0.426847565946134,0,0,0,0,0,0,-0.00930366207140139,0,0,0,0,-0.105522014720959,0,0,0,0,0,0,0,0,0,0,-0.0164680904008806,0.0203856100696759,0,0,0,0,0,0
X600690.SH,0,0,0,0.0398875859266247,0,0,0.182771679394439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070399447300706,0,0,0,0,0,0.0120929193995252,0,0,0,0,0,0,0,0,0,0,0,0.343269468212948,0,0,0,0.0461988562114873,0,0,0,0,0,0,0,0.0161700575516658,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.125778317814886,0,0,0,0,0,0,0,0,0,0.0904931180209589,0.0269511534319554,0.0205762034902683,0,0.0645321892414393,0,0,0,0,0,0,0,0,0,0.0556523443347985,0,0.0437613173916426,-0.00204541968694345,0,0,0,0,0,0,0.0874215574364397,0,0.0270616803572839,0.0231381865505699,0,0,0,0,-0.0029036023736407,0.0278894732273197,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386091091908576,0,0,0,0,0,0,0.0726309329991631,0.2977451067946,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.197080118444809,0,0,0,0.0609897222799907,0,0,0,0.0207258431959125,0,0,0.0159241506163391,-0.0280962604573688,0,0,0,0.108165646856686,0,0
