,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X000100.SZ,X600741.SH,X300142.SZ,X002371.SZ,X002049.SZ,X000625.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300003.SZ,X600584.SH,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X002463.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.222234560406523,0,0,0.256775476832926,0,0,0,0,0,0,0.0291391209171028,0.00345000983710924,0,0,0,0,0,0,0,0.0145023353920264,0,0,0,0,0.0557418593931239,0,0,0,0.0245719576690265,0,0,0,0,0,0,0,0,0.0168664326452451,0,0.0794649223248665,0,0,0,0,0.00259899057245528,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0535589724734132,0,0.282312837514478,0,0.404930303024752,0,0,0,0,0.101977249401714,0,0,0,0,0,0,0,0,0,0,0.015088323653333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977687922848998,0,0,0,0,0,0,0.0343472577921336,0.0423958169070901,0,0,0,0,0,0
X600276.SH,0.0286457248915257,0,0,0,0,0,0,0,0,0.209755225915653,0,0,0,0,0,0,0,-0.024237485295023,0.0395940210432576,0,-0.0454317736123758,0.0435825760729277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108249972569877,0,0,0.00744331556023705,0,0,0,0.121910788387465,0,0,0,0,0.121794344126962,0,-0.099598768583374,0,-0.00771623988562875,0.00416577275229504,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336023347843833,0,0,0,0,0,0,0.0496385371687229,0,0,0,0,0,0.0371228195983756,0,0,0,0,0,0,0,0,0,0,0,0,0.00758767974444909,0.0300659358268233,0,0.131982484963941,0.133604130369842,0.113303216153817,0,0,0,0.00799722171360833,-0.00278835769330806,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0969776981171097,0,0,0,0,0,0,0,0,0,0,0,0.0672976144526679,0,0,0.036887739812036,0,0,0,0,0,0,0,0,0.0606277999044014,0,0,0,0,0.154279444955585,0,0,0,0,0,0.0429678448999379,0.0819283442820735,0,0,0,0,0,0,0,0,0,0,0,0,0.0166097788038083,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0449601754216409,0,0,0,0,0,0,0,0,0,0,0.0816170278947436,0,0.0361156167826583,0,0,0,0,0,0,0,0,0,0.152369223921891,0,0,0,-0.0113233707561944,0,0,0,0,0,0,0,0,0,0,0,0,0.0971482210776355,0,0,0,0.0372251734429904,0,0,-0.0475692330008736,-0.02293962244838,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.154723168575853,0,0,0,0,0,0,0,0,0,0,0.0437740959975543,0,0,0,-0.0454263746518268,0,0,0,0,0,0,0,0,0,0.00960528794480289,0,0,0,1.73472347597681e-18,0,0,0,0.196521729578235,0,0,0,0,0,0,0,0,0.124494058504725,0,-0.0322715622380306,0.0258032691035711,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0137686458338436,0,0,0,0,0,0,0,0.413157380769258,0,0.00911756015284673,0,0,0,0,0.051049657408619,0,0,0,0,0.000519843821162033,0.311445563392865,0,0,0,0,0,0,0,0.02326129997111,0,0,0,0,0,0,0,0,0,-0.0524314897274501,0,0,-0.0158641416359237,0.0325269314003149,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,-0.158729826514863,0,0,0.599479518103603,0,0.0581157022495251,0,0,0,0,0.202602789747861,0,0,0.148345203409618,0,0.0172204058637498,0,0,-0.101673096755943,0,0,0,0,0,0,0,-0.0434644614778377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824305955432982,0,0,0,0,0,0
X002304.SZ,0,0.362801783089919,0,0,0.00104066173710376,0,0,0,0.259902644916354,0,0,0.0836644230957465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16371280394418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503250465059111,0,0,0,0,0,0,0,0.00685692700898028,-0.00156249448479365,0,0,0,0,0,0
