,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300014.SZ,X600276.SH,X600104.SH,X002129.SZ,X000651.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X002049.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002241.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X601877.SH,X002074.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X600884.SH,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X000157.SZ,X600702.SH,X002414.SZ,X000799.SZ,X600584.SH,X002236.SZ,X600563.SH,X601799.SH,X600418.SH,X002176.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.330758327011747,0,0,0,0,0.0279571078293721,0,0,0,0,0,-0.0609470995379167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210500805758495,0,0,0,0,0,0.0704595583252381,0.0375764641932167,0,0,0,0,0,0,0,0.0136888765679986,0,0,0,-0.000295101493647724,0,0,0.00585372806367657,0,0,0,-0.0148221488948992,0,0
X000858.SZ,0,0,0.223456490616157,0,0,0,0,0.00656105420501197,0,0,0,0,0,0,0,0.0285359883913288,0,0.0189619188396979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329307308817491,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0349518800115318,0.0180139854141952,-0.0017929191026807,0,0,0,-0.00953507365652237,0,0
X600809.SH,0,0,0,0.140396283729114,0,0,0,0,0,0,0,0,0,0,-0.117359487365916,0.147964646615247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101517520094153,0.0805429531278833,-0.0772457744700206,0,0,0,0,0,0,0,0.194827478999952,0,0,0,0,0,0,0,-0.00833552161271801,0,0,0.199981190772398,0,0,0,0,0,0,0,0
X000568.SZ,0,0.109104912319613,0.169445502602979,0,0,0.0599320278857584,0,0,0,0,0,0,0,-0.0073206289826238,0,0,0,0,0,0,0.0394207997499869,0,0,0,0,0,0,0,0,0,0.0399783594473892,0,0,0,0,0,0.0174215746170364,0,0,0.257614906521224,0,0.084505694425851,0,0,0,0,0,0,0,0,0,-0.0256507192253061,-0.00689390265134559,0,0,0,-0.00361337884236698,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0755320558597365,0.0968586450775714,0.106483878028144,0,0,0,-0.0296224722532804,0,0,0,0,0.0190319088774779,0,0,0,0,0,0,0,-0.0614978894914258,0,0,0,0,0,0,0,0,0,0,0,0.139512226004905,0,0,0.0722661938546184,0.501201526328789,0,0,0,-0.0026672831182724,0,0,0,0,0.0121519405577809,0,0,0,0.0291529576678091,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541442667761446,0,0,0,0,0,0,0.30967276099018,0.0557619155798467,0,0,0,0,0,0,-0.115832644054318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178851116863088,0.166733317100168,0,0,0,0,0,-0.15642173344722,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.201826264541018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619887312394367,0,0,0.278350229490965,0,0,0,0,0,0,0.0385166376328607,0.026497012819689,0,-0.043058218970012,0,0.0132552114142686,0,0,0,0,-0.0133053054228098,0,0
X600690.SH,0,0,0,0,0,0.109747902181725,0,0,0,0,0,0,0.372358538022658,0,0,0,0,0,0,0,0,0,0,0.0564808289612402,0,0,0,0,-0.0426246867215854,0,0,-0.016267283687378,0,0,0,0.0375008097606124,0,0,0,0,0,0,0.0907324887193802,0,0,0,-0.0123642122961756,0,0,0,0,0,-0.00352937703313373,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.0152978319029201,0,0,0,0.0371432824511116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152712042410958,0.027325481860388,0,0,0,0.271342003171016,0,0,0,0,0,0.153308558390581,0,0,0,0,0,0.281775979861088,0.0123483391734395,0,6.93889390390723e-18,0,0,0,-0.0428606478489778,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0745203218870539,0,0,0,0,-0.394247773267269,0,0,0,0,0,0,0.0445763740220371,0,0.414539880503708,0,0,0,0,0.176827647018768,0,-0.107166988879415,0.0774304892057706,0,0.0705148883488549,0,0,0.295474369107811,0.0877060670967178,0,0,0,0,0,0,0,0,0.0881329417013728,-0.114589674949772,-0.14162878750403,-0.152071884552685,0,0.0246255821951329,0,0.0451721459194999,0,0,0,0.0504466996761466,0,0
