,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X300003.SZ,X600031.SH,X002236.SZ,X600867.SH,X002008.SZ,X600809.SH,X000063.SZ,X300124.SZ,X600271.SH,X002456.SZ,X000596.SZ,X601877.SH,X000661.SZ,X600566.SH,X000625.SZ,X600066.SH,X600487.SH,X002294.SZ,X000100.SZ,X002179.SZ,X002007.SZ,X000977.SZ,X300142.SZ,X000157.SZ,X300136.SZ,X002241.SZ,X002180.SZ,X000981.SZ,X000050.SZ,X000869.SZ,X600779.SH,X600498.SH,X002049.SZ,X600177.SH,X002508.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.151686407800957,0.119361815607147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241229805119883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138523299197451,0.0468251940513047,0,0,0,0,0,0,0.113266737725738,0,0.0556493374500138,0,0,0,0,0,0.0175008932382013,8.5861399988849e-05,0,0,0,0,0,0
X600104.SH,0,0,0.00286833418020876,0.156108788164178,0,0,0,0,0.0182089542634707,0.114009925516823,0,0.357642380953161,0.0338561814462961,0,0,0.0153943877350618,0,-0.13510814483175,0.107168406983771,0,0.0296154667012718,0.0360587023203989,0,0,0,-0.0688291728267204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187304756811749,0,0,0,0,0,-0.0549871528044439,0,0,0,0,0.0265439553705806,-0.0105009696409443,0,0,0,0.181299512460843,0,0
X002415.SZ,0,0,0,0,0,0,0.0247897323834546,0,0,0,0,0,0,0,0,0,0.330502133176438,0,0.0475114963818468,0,-0.0611230202452846,0.130775198265721,0,0,0,0,0,0.138166140320367,0,0,0.0406610161137849,0,0,0,0,0.039864064343756,0,0,0,0,0,0,0,0,0,0,0,0,0.138048917891795,0,0,0.00321613984253327,-0.0375551694825444,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.123305226482353,0,0.197607906603528,0,0.13750343357211,0,0,0,0,0,0,0,0.145352956952933,0,0.13679962774436,0,0,0,0,0,0.142602427207161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494421100579428,0,0,0,3.46944695195361e-18,0,0,0.00790222383644388,0.00933431893662671,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0785324562334176,0,0,0,0,0.095422006040419,0,0.283998997792669,0,0,0,0,0,0,0,0,0.207903399900218,0,0,0,0,0,0,0,0,0,0,0.0397598740163391,0,0,0,0,-0.0217337745960145,0,0,-1.73472347597681e-18,0,-0.151736792974375,0,0,0,0.11058362254449,0,0,0,0,0.100100552389671,0,-0.0583213102791549,0.138030857505393,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.27035788048541,0,-0.111431741499494,0,-0.233998416952061,0.119560858918216,0.314104884740502,0,0,0,0,-0.0765712067937855,0,0,0,0,-0.109129238113174,0.22818176668308,0.145240614870825,0,0,0,0.035526879792577,0,0,0.115804142255769,-0.00573765503509386,0,0,0,0,0,0,0,0,0.170885668791838,0,0,0,0,0,0,-0.00446935777840872,0.032874163016668,0,0,0,0,0,0
X002304.SZ,0,0,0.150284972201041,0,0,0,0,0,0.331433177173632,0,0,0,-0.0166632821043393,0.023260678086563,0.0470369192252264,0,0,0,0,0.360585761988569,-0.0912287668017673,0,0,0,0,0.0074338852792812,0,0,0,0,0,0,0,0,0,0,-0.00917376337231031,0,0,0,0.0603654705787725,0,0,0,0.0363228361206682,0,0,0,0,0,0,0.0289600848577287,0.012294425785895,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185346226214993,0,0,0,0,0.0619956084122994,0,0,-0.269612142825473,0,0,0,0,0,0,0,0,0.0495854788119842,0,0,0.187852531168248,0,-0.11409668216495,0.0851125729716229,0.184741504799861,0,0,0.185474963616797,0,0,0,0.112751597443715,-0.0639748863623101,-0.00820388312596646,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.411668169187384,0,0,0.269589192972034,0,0,0,0,0,0,-0.061791353666214,0,0,0,0,0,0,0,0,0.0446826441946012,0.0888619022931179,0,0,0,0.00499681624795179,0,0,0,0,0,0,0,-0.145305741105514,0.00561111342142915,0,0,0,0,0,0,0.0277827671589258,0,0,0,0,0,0,0,0.00510866829201198,0.00919660069745412,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.18238654201586,0,0,0.327238448949666,0,0,0,0,0.135649998495326,0,0,0,0,0,0,0,0,0,0.0203706462312958,0.111922641014715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873514823519592,0.0414064840699633,-0.0269996590748257,0,0,0.0132936727131356,0,0.010001857284174,0.0149629128640122,0,0,0,0,0,0
