,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600702.SH,X600741.SH,X002180.SZ,X000977.SZ,X002074.SZ,X600522.SH,X600460.SH,X600584.SH,X300142.SZ,X000733.SZ,X300003.SZ,X000800.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.39431753105304,0,0,0,0.164701661634668,0,0,0,0,0,0,0.0199098538686993,0,0,0,0,0,0.174669492695645,0,0,0,0,0,0,0,0,0,0,0,-0.0665044812358455,0,0,0.0296052806266243,0,0,0.0103538642119817,0,0.0671554208140356,0,0,0,0,0,0,0,0,0.109537407432109,0,0,0,-0.00487032785157051,0.0189114737152912,0,0,0,0,0,0
X000858.SZ,0.0796691762714042,0,0,0.129451216630441,0,0.0637685152310711,0.0322280795022573,0,0,0,0,0,0,0,0,0,0.0981641535847198,0.0710047173534817,0,0,0,0,0,0,0,0,0.0140211361897076,0,0,0,0,0,0,8.67361737988404e-19,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.00449355060766767,0.00830231610048421,0,0,0,-0.0367998898427056,0.000365565802901435,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.159414515823471,0,0,0.0149501719767025,0,0,0.183425360189957,0,0,0,0,0,0,0,0.151597064972542,0,0,0,0,0,0,0,0,0.318923756256055,0,0,0,0,0,0,0,0,0.22447928988631,0.115069487343288,0,0,0,0.0628375543277959,0,0.0421147452441203,0,0,0,0,0,0,0
X000568.SZ,0,0.262038114464324,0,0,0,0,0.42080759982714,0,0,0,0,0,0.0585336125426339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106289915608544,0,0,0,0,0,0,0.111822372671926,0,0,0.0111916651782037,0,0,0,-0.200001579720859,0,0,0,0.0781642972193101,0,0,0,0,0,0,-0.0745955156531402,0.0313070127911196,0,0,0,0,0,0
X600276.SH,0,0,0.0371913312293743,0,0,0.0970314930729446,0,0.113235765996214,0,0,0,0,0.0153821467917007,0,0,-0.0377621390561559,0,0.188192108617329,0,0,0,0,0,0,0,0,0.0145513123200271,0,0,0,0,0,0.00947561347254012,0,0,0,0,0,0,0,0,0,0,0,0,0.516939595198689,0,0,0,0,0,0.00263613319828752,-0.00495004214735051,0,0,0,0,0,0
X600809.SH,0,0.339534176921744,0,-1.73472347597681e-18,0,0,0.204728447735831,0,0.174979473094942,0,0,0,0,-0.0218087272574015,0,0,0,0,0,0,0,0,0,-0.0207562349777049,0,0,0,-0.0460642745065486,0,0.050495162751956,0,0,0,0,0,0.13093578995311,0,0,-0.00597862637959126,-0.0312442348163458,0,0,0,0,0,0,0,-0.0378615397480196,0,0,0,-0.0405877094852665,-0.0108557476403504,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.231571749731563,0,0.0951579094007013,0,0,0,0,0,0,0,-0.0434177183692795,0,0,0,0,0,0,-0.0160060259754484,0,0,0,-0.0472047286211121,0,0,0,0,-0.0383626935165702,0,0.186652981780536,0,0,0,0,0,0,0,0,0,0,-0.00595432380652557,-0.0426553464304078,0.0114814553659804,0,-2.71050543121376e-20,0,0,-0.00501487134754045,0.016148538956529,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0238373983459218,0,0.403841840700819,0,0,0,0,0,0,0.306254637250245,0,0,-0.410240289845362,0,0,0.0312449938069045,0,0,0,0,0,0,-0.0590880243109712,0.0407414771002752,0.112270741687675,0,0,0,0,0,0,0,0,0,0,0,0.0953623257497689,0,0,0.0744488203631031,0,0,0,0.0915066318236809,0,-0.234078152669603,0,0.110840339577375,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0196746783773125,0.47822543229922,0,0.0935079925406818,0.169777249182814,0,0.0316145097018939,-0.213399078937248,0.285416699226951,0,0,0,-0.392022664163437,0,0,0,0,0,0.0698225943545528,0,0,0,-0.239255470692866,0,0.00207049896582113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208810147055778,0,0,-0.0454024527776018,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0416241133027302,0,0,0,0,0,0,0.0433108356718662,0,0,0,0,0,0,0.21970450416773,0,0,0,0,0,0,0.00555691697394499,0,0,0,0.102411993128699,0,0,0,0,0,0.0916693400071951,0,0,0.0629725523539817,0.110260371774391,0,0,0,0,0,0,-0.165223198921903,0,0,0,0,0.0489510693667404,0,0,0,0,0,0
X600104.SH,0,0,0.0402817756668875,0,0,0,0,0,0.14651496524081,0,0,0.116062009153971,0,0,0,0,0,0,0,0,0.283024858242297,0,0,0,0,0.0334193089620381,0,0,0,-0.00750827002006896,0,0,0,0,0.279724761188969,-0.0085387795580838,0.00395698539650233,-0.0186261476978476,0,0,0,0,0,0,0,0,0.00569248050226996,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.115799362881922,0,0,0,0,0,0.0141848089008554,0,0,0,0,0,0.0274109592710692,0.131593910846782,0.0442838795328316,0,0.086972533671533,0,0,0,0,0.0288867211439118,0,0,0.0871516965906299,0.0094515115452427,0,0.0386094145243704,0,0.00708620341582708,0,0,0,0,0,0,0,-0.0467503766113196,0,0,0,0.0285120137466083,0.0402204927228046,-0.0200975469215791,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837416546831799,0.148465634109843,0,0,0,0,0,-0.440633801960119,0,0,0,0,0,0,0,0.194643861049677,0,0,0.296172948419756,0,0.34574445542054,0.0258456402523367,0,0,0,0.0554407840939862,0,0,0,0,0,0,0,0,0,0,0.102293010318089,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.123693493195893,0,0.108664311469787,0.164831018612089,0,0,0,0,0,0,0,0,0,0.169094761799264,-0.0292434827793568,0,0,-0.140193587267029,0,0.0681066932657304,0,0,0,0,0,0.174875318675271,0,0,0,0,0,0.0617315567841565,0,-0.00998333673558494,0,0.0600195879302427,0,0,0,0,0,-0.102733734113603,0,0,0,0,0,0.028203257195844,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00578249766606404,0.0294613750499831,0,0,-0.0277439554957291,0,0,0,0,0,0,0,0,0,0,0,0,0.191780839001552,0.0962036358046169,0,0.113813020911805,0,0,0,0.0826828974107194,0,0,0,0.0315535001914006,0,0.112277243005877,0,0,0,0,0,0,0,0,-0.0358072337188572,0,0.0247162077190121,0,0,-0.03646884485546,0,0,0,0,0,0
X000063.SZ,0,0,0.152784698507701,0,0,0,0,0,0,0,0,0,0.295172264105532,0,0,0,0,0,0,0,0,-0.096236587794938,0,0,0,-0.267836792397061,0.524394194048395,0,0,0,0,0,0,0,0,0,0.00849421281591168,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0694339948135341,0,0.102868383811976,0.406950801603054,0.0138013582505806,0,0,0,0,0,0,0
X000596.SZ,0.0908778008484009,0.242430508729888,0,0,0,0.182161836149515,0.0993189822660826,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0722279674838349,0,0,0,0,-3.46944695195361e-18,0,0,0.146755218902235,0,0,0,0.00870030046152664,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209620356964214,0.127848896551013,0,0,0,0,0.0216820451020833,0,0,0,0,0,0
X600031.SH,0,0.150809330479096,0,0,0,0,0,0.280526349917343,0,0,0,0,0,0.039443692179153,0,-1.73472347597681e-18,0,0,0,-0.0536337377015895,0,0.106167736640662,0,0,0,0,0,0,0.112223434655331,0,0,0,0.237658243098554,0,0,0,0,0,-0.108292679349138,0,0,0,0,0,0,0,0,0.0176819662327342,0,0.107667796494863,0,0.00789802310128856,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.100370474345044,0,0.0602511731434122,0,0,-0.000547174619366104,0,0,-0.177860710446583,0,-0.224645400172364,0,0,0,0,0,0,-0.0405331287783722,4.33680868994202e-19,0,0,0,-0.0634482220546382,0,0,0,0,0,0.213769831576883,0,0.271206201782762,0.0732533992110158,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0065767232926033,0.0198706296002593,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.174232906653541,0,0,0.0597242778120315,0,0,0,0,0,0.0503220706734978,0,0,0,0.0704750059080804,0.0170377343775456,0,0,0,0,0,0,0,0.262054280819611,0,0,0,0,0,0.0430075090675796,0.267177633578783,0,-0.113807438932368,0,0.122894317274702,0,0,0,0.0612722346084555,-0.0741291029638586,-0.0340482673566213,0,0,0.0471076371494716,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,-0.0117553912033479,0,0,0.00904230540411742,0.534939481151252,0,-0.0893142392894586,0,0,0,0,0,0.149735091766479,0.121234823428238,0,0.0173550677249173,-0.0894453245179264,0,0.0246580685215315,0.0334408184158778,0,0,0,0,0,0,0,0,0.372954352984038,0,0,0,0.0219383611337033,0.0639954856559862,0,0.0398557265610645,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0116354592471771,-0.0283020843600634,0,0,0,0,0,0
