,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000063.SZ,X600703.SH,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002008.SZ,X601877.SH,X300124.SZ,X600487.SH,X002456.SZ,X002236.SZ,X600809.SH,X600867.SH,X000596.SZ,X000100.SZ,X000661.SZ,X600498.SH,X300136.SZ,X000977.SZ,X000625.SZ,X600066.SH,X600566.SH,X000157.SZ,X300142.SZ,X002179.SZ,X002294.SZ,X002180.SZ,X002007.SZ,X600522.SH,X300146.SZ,X002049.SZ,X002241.SZ,X000869.SZ,X000981.SZ,X600177.SH,X002371.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.254458807859648,0,0,0,0,0,0,0,0,0,0,0,0,0.0608198020039591,0,0.145601260164995,0,0,0,0,0,0.000865756329355942,-1.73472347597681e-18,0,0,0,0,0.00898661634888733,0,0,0,0,0,0.133115874431762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256428906314021,0,0,0,0,0,0
X600104.SH,0,0,0,0.0213286148982204,0,0,0,0,0.0696249434019935,0.0885301761270797,0.0229194023260081,0.123499942142346,0,0,0.369271272603418,0,0,0,0.0321708282261017,0,0,-0.119690846231081,0,0,0,0.0166594160093069,0,0,0,0,0,0,0,0,0,0,-0.122351687165551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568110902519859,0.0235179375729181,0.051191859854024,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.242071097842316,0,0,0,0,-0.0922124691313839,0,0,0,0,0,0.022929803647565,0,0,0,0,0.154266916360042,0,0,0.135035944687764,0,0,0.128181013871981,0,0,0,0,0,0,0,0,0,0,-0.0402647080178937,0,0,0,0,0.123539502190902,0,0,0.0634963912132126,0,0.0528183492085102,0.0148346684277254,0.0250446043995381,0,0,0,0,0,0
X000858.SZ,0.289102183067535,0.103825006345965,0,0,0,0,0.424133955814437,0,0,0.0509704959917819,0,0,-0.036626652752988,0,0,0,0,0,0,0.0393342785989022,0,0,0,0.10863089624836,0,0,0.0940413684299808,0,0,0,0,0,0,0,-0.0121545494358139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943994668748754,-0.0061599546856279,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00860262335401708,-0.131851517594489,0,0.0875657125768183,0,0.223661700223334,0,0,0,0,0,0,0,0,0,0.0767461160661946,0,0,0,0,0,0,0.0103702605593754,0.0507279105389695,0,0,0.211317181046195,0.472639968394486,0,0.132784791595708,0,0.158149365993325,0,0,0,-0.00835133093766571,0,0,0,0.0938135168749755,0.0148366403399815,0.00158505213103075,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0383755750436796,0,0,0,0,0.106413054949118,0,0,0,0.0292948203142777,0.0088063706632681,0,0.182792755699887,0,0,0.229051370037976,0,0,0.0208274469803842,0,-3.46944695195361e-18,0,0,0.0420670454259381,0,0,0,0.00759310284114226,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0155941629764772,0.0210788117140434,0,0,0,0,0,0
X002304.SZ,0,0,0,0.502898746628951,0.0918489430362733,0,0,0,0,0,0,0.24096035847595,-0.10673907691056,0,0,0,0,0.0784919355120328,0,0,0,0,0,0,0.106673779721239,3.46944695195361e-18,0,0,-0.00320722432956645,0,0,0,0,0,0,0,-0.0812520210038155,0,0.114025808329221,0,0,0,-0.11112509836584,0,0,0,0,0,0,0,0,0,-0.00570643244452318,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0616618283696458,0,0,0,0,0,0,0,0.0616571966553486,0.0388007315900784,0,0,0,0,0,0,0,0,0,0.338127452416357,0,0,0,0.137875111512961,0,0,0,0,0.029444569144345,0,0,0,0,0.181311763728754,-0.135467459811086,0.0529109832693365,0,0,0.0835813800198575,0,0,0,0,0,-0.00885821593009519,0,0,0,0,0,0
X600690.SH,0,0,0,0.157424802812663,0,0.497931553440992,0,0,0,0,0.0456034945644529,0,-0.0905832168040184,0,0,0,0,0,0,0,0,0,0.0951207441654921,0.0773647942686871,0,0.1225171420128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770167430498515,0,0,-0.0784110406371134,0,0,0.0152655778635184,0.0283806010766729,0,0,0,0,0,0
X600031.SH,0,0,0.0843549283899815,0,0,0,-0.0701268107629755,0,0,0,0.0179360911601356,0,0,0,0,0.352729391952333,0.042077909258411,0,0.0574085284076562,0,0,0.0377711815224706,0,0.122728554987104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240139895755782,0,0,0,0,0,0,0,0,0,0,0.00841910088524914,0,0,0,0,0,0,0
