,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X600031.SH,X000338.SZ,X600066.SH,X002008.SZ,X000100.SZ,X601877.SH,X300124.SZ,X600809.SH,X300136.SZ,X600487.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600699.SH,X600271.SH,X600498.SH,X600177.SH,X002294.SZ,X000157.SZ,X000596.SZ,X000050.SZ,X600566.SH,X600118.SH,X600707.SH,X002180.SZ,X000559.SZ,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.00970062179454245,0,0,0.0321666607685858,0,0,0,0.207763278739636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251642753303134,0,0.0787567685062094,0,0,0,0,0,0,0,0.00748045193319063,0,0,-0.0141088661578591,0.00551451262268083,0,0,0,0,0,0
X600104.SH,0,0,0.0451736547579523,0,0,0,0.00759111739579982,0,0,0.0670826625908305,0,0,0.389772305644697,0,0.137473504182455,0,0,-0.0366714589019563,-0.0528435875164961,0,-1.73472347597681e-18,0.00287393649573999,0,0,0,0,0,0,0,-0.0213607673095394,0,0.0479782503832875,0,0,0,0,0,0,-0.0423334439405889,0,0.0351845577152293,0,-0.0212048666723698,0,0,0,0,0,-0.0104641464078095,0,0,-0.00567969213976492,0.0155752370083486,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0131674687644076,0.114130095291986,0,0,0.0388941218078816,0,0,0,0,0,0,0,0.048634458688506,0,0.185550891922148,0,0,0,0.106066869322068,0,0,0,0.0349038818514179,0.0194961895105833,0,0,0,0,0.00427108579186905,0,0,0,0,0.0956922593929774,0,0,0,0,0,0,0.00626151587049978,0,0,0,0,0,0
X000651.SZ,0,0,-0.0097193273624801,0,0.104924343186472,0,-0.0178466568558413,0,0,0,0.194815457285477,0,0.0490524873303965,0.0914815571177338,-0.0567749727847449,0,3.46944695195361e-18,0,0.106364417040844,0,0,0,0,0,0,0,0,0,0.246669096442023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00334455856437901,0,0,0,0,0,0.0158052884871323,4.33680868994202e-19,-0.0801405029250218,0,0,0,0,0
X000858.SZ,0,0,-0.146294903447896,0.0967992495368612,0,-0.0100157330793633,0,0.0558565436106295,0,0,0,0.375133913579283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788236639719658,0.0608684204896463,0,0,0,0,0,0,0,0,0,0,0,0.197133470918031,0,0,0,0,0,0,0,0,0,0,-0.0328448970971031,0.0160375856776662,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.15461700308218,0,0.0621800506015854,0,0,0,0,0.00371203114194441,0,0,0,0,0,0,0,-0.0970942842549191,0,0,0,0,0,0.0113859512978952,-6.93889390390723e-18,0,0,-0.104089496943015,0,0.168424017201646,0,0,0,0,0.0119704633132992,0,0,0,0,-0.0117873375707309,0,0,0.0499448739430889,0,-0.0258117582520147,0.0273202032512459,0,0,0,0,0,0
X000725.SZ,0,0.055193435040329,0,0,0,0,0,-0.0292256961056849,0.215408480187831,0.0303021707876231,0,0,0,-0.0348543433505582,0.170479056142001,0,-0.0518161164034576,0,0,0,-0.115252741654932,-0.00012409463263751,0.124442151217872,0,0,0,0.18737509322175,0,0,0,0,0.0263250151137418,0,0,-0.0490923320644187,0,0,0,0,0,0,0,0,0,0.175622576463594,0,0.167481818483317,0,0,0,0,-0.0296392958820607,0.0351461087056423,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862272,0,0,0,0,0,0,0.236334685754624,0,0,-0.106741497304942,0,0,0,0,0,0,0,0,-0.0326446049426778,0,0,-0.0319143883856829,0,0,0,0,0.0389415749790883,0,0,-2.71050543121376e-20,0,0,0,0,0,0.018490381338848,0,0,0,0,-0.0823751084201822,0,0,0.0773844161493064,0,0,-0.0331913274902038,0.0329873300967969,0,0,0,0,0,0
X000063.SZ,-0.135170780518558,0,0,0,-0.0998230078549945,-0.149173456308215,0.46541542064577,-0.0756008494397291,0,0,0,0,0,0.186829981445491,0,0,0,0,0,0,0,0.13403623902637,0,0.106742895725705,0,0,0,0,0,4.33680868994202e-19,0,0,-0.139030617792873,0,0,0,0,0,0,0,0,0.0940758916532061,0,0,0,0,0,0,0,0,0,-0.0976238062352378,0.0947748741661213,0,0,0,0,0,0
X600703.SH,0,0.27069042323393,0.00885842398930119,0,0,0.125688626885237,0,-0.0150583675111401,0,0,0,0,0,0.0259547891179241,0,0,0,0,0,0,0,0,0,-0.214311349872533,0,0,0,-0.054435305883677,0,0,0,0,0.0874330401738869,0,0,0,0.173929104560829,0,0,0,0,0,0,0,0,-0.211114475605617,0,0,0,0,0,0.0280553243343085,-0.00790456897273281,0,0,0,0,0,0
X600690.SH,0,0.0665893873686363,0,0.242393942903153,0,0,0,0,0,0.0952785086044025,0,0,0,0.116865363267547,0,0,0.00409991875012767,0,0,0,0,0,0,0,0,0,0.178622166656454,0,0,0.212623525278598,-0.0751351507357782,0,0,0,-0.235049501071585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684255367179947,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0816195867146899,0.359681500526661,0,0,0,0,0.0238555218250837,0.176048151879736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129193518553604,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568618561468568,-0.0426899394936894,0,0,0.187712621073159,0,0,0,0,0,0,0,-0.0149490315450885,0,0,0,0,0,0
X600741.SH,0,0.538703179281639,-0.0862402449114406,0,0,0,0,0,0.112346722819913,0.0655625629150727,0.0626648513090638,0,0,0,0,0,0.0699138420002559,0,0,0,0,0.00839545502685357,-0.305843274136789,0,0,-0.0870711838079479,0.0956598580611679,0.0436560798082634,0,0,0,0,0,0,0.0571602467629137,0,0,0,0,0,0,-0.0556254825230474,0,0,0,0,0.0658048242118921,0,0,0,0,0,-0.00924742680887667,0.086522090891241,0,0,0,0,0
X002236.SZ,0,0,0.210818075260491,0,0,0,0,0,0.146486419774492,0,0.149261158858421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144125771459549,0,-0.103149319367099,0.0244902731564853,0,0,0,0.00964528119925037,0.00432534338802152,0,0,0,0,0,0
X002475.SZ,0,0.162345499131896,0,0,0,0,0,-0.0459734577600357,0,0.0745737375214432,0,0,0,0,0,0,0.138769926095384,0.128774086291914,0,0,0,0.042728528511305,0,-0.0770412478718872,0,0,0.348867733358354,0,0,0,0,-0.0268036162983738,0,-0.114597138235157,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.357401444999972,0,0,-0.0527789896883356,-0.00873845975100142,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0878543003454384,0.0891839677524486,0,0,0.0131077183211796,0,0,0,0,0,0.148112675801314,0.0258871046821368,0,0,0,0.0152185064351244,0,0,0,0,0,0,0,0,0,0,0.0739565881994916,0,0,0.0403764766922357,0,0,0,0.0914220655178572,0,0,0.0352533249371101,0,0,0,0,0.0295875805561168,0,0,0.0119980221670031,0,0,0,0,0,0
X002241.SZ,0,0,0.215513872054792,0,0,0,0,0,0,0,0,-0.123152794868192,0.0359927870326979,0,0,0,0,0.38264182402991,0,0,0,0.167261043701126,0,0,0,0,0,0,0,0,0,0,0.0677695887160277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832652824816962,0.127502341865895,0,0,0,0.0175596576957345,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,-0.0396645595776969,0,0,0.155000902328117,0.263801319895639,0,0.226894032924325,0,-0.10895527982922,0,0,0,0.136170038281569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235287601093832,0,0,0,0,0.197543887075678,0,0,0.0952413788161694,0.135008891114513,0,0,0,0,0,0,0.0153242371380187,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.307534795083414,0,0,0,-0.056793287703151,0,0,0,0,0,-0.139591522545504,0,0.164371849061523,0,0,0,0,0,-0.113381533777506,-0.0751058886123221,0.193508724957542,0,0,0,0,0,0,0,0,0,0,0,0.740092226862232,0,0,0,0,0,0,0,0,-0.27150241884903,0,0,0,-0.00745715195202409,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0480614932973835,0,0,0,0,0.0811592897392624,0,0,0,0,0.173973407914459,0,0,0,0,0.0993781475721409,0,0.0422739398838683,0,0,0,0,0,0,0,0.252292507530811,0.134538453015307,0,0,0,0,0,0,0,0,0,0.0180608705189974,0,0.130674505552356,0,0.025234607093463,0,0,0.0113643511387923,0.00255911562399503,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0583820025859177,0,0,0,0,0,0,-0.0017702015468619,0,-0.0249652766807071,0,0,0,0,0.160229569554904,0.0260641542082466,0,-0.0853874877059114,-0.0974033329742864,0,0,0,0,0,0,0,0,0,-0.0692320965866707,0,0.00463475743256373,0,0.113043133792511,0,0,-0.112733134927443,0,0,0,0,0,-0.0102663641034769,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0.034602279407133,0,0.0537863415109389,0.0251820017638483,0,0,0,0.126956283540771,0,0,0,0,0,0,0,0,0.0875917445826066,0.228179962189022,0,0,0,-0.0850810499140451,0,0,0,0,0,0,0,0,0,0.100835516629978,0.0465449699921214,0,0,0,-0.0285486319127438,0,0,0,0,-0.00327542594945887,0,0,0,0,0,0,0
X000100.SZ,0,-0.0269141067488598,0,0,0,0,0.0576533234711056,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.057775990642613,0,0.0212910547059651,0,0,0,0,0,0,0,0,0,-0.0391897611347347,0,0,0,0.178585178240763,0,0,0,0,0,0,0.0444103786901754,0.047747805013713,0,0,0.0216697701440562,8.67361737988404e-19,0,0,0,-0.00919141875293637,0,0,0.0154252068226765,0,0,0,0,0,0
X601877.SH,0,0,0.0286752832073885,0.190714682137091,0.0996422722121599,0,-0.0601249545142128,0,0.0534464787499771,0,0,0,0,0,0,0,0,0,0.0991824372292828,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0204342953135324,0.0648359583587029,0,-0.0769002344353603,0,0.177671890903406,0,0,0,0,0,0,0,0,0,0,0.0536736308561976,0,0,0.0483317404277672,0,0,0,0.0203373812351616,0,0,0,0,0,0
X300124.SZ,0,0,0.0177363714113654,0,0,0,0,0,0,0,0.119324015265646,0,0,0,0,0,0.0440635905834458,0,0,0,0,0.0271237440333073,0,0,0,0,0,0,0,0,0.270669381297244,-0.159639407673181,0,0.234316443881443,0.059791579172783,0.183249349520119,0,0,0,0,0,0.0341073370822579,0,0,0,0.106559664659364,0,0.120231082282987,0,0,0,0,0.00564969202780076,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.157378768221436,0,-0.0184154633400356,0,-0.0179233192537881,0,-0.0422988707079336,0.42347564784314,0,0,0,0,0.0801218932049696,0,0,0,0,0,0,0,0,0,-0.0524496524954903,0,0,0,0,0.139672152960906,0,0,0,0,0,0,0,0,0.191158799784531,0,0,0,0,0,0,0,0.129684570896393,0.0442176392791292,0,0,-0.0283171411464323,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0.271404634893224,0,0.169480728768908,0.178686332181558,0.299119892636656,0.0303747459545422,0.230773144917389,0,0,0.0377370721906336,0,0,0,0.0205497771159187,0,0,0,0,0,0,0,0,0,0,0.0939755307466396,0,0,0,0,0,0,0,0,0,0.0884140952078689,0,0,0,0,0,0,0,0,0.0314856783056997,0.00919150924715311,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.0437059741345228,0,0,0,0,0,0,0,0,0,0.172209208780682,0,0,0.0216978625301807,0,0,0,0.141995121717415,0,0,0,0.0676859106452262,0,0,0,0,0,0,0.144708834850025,0,0,0,0,0,0,0,0,0,0,0,0,-0.103393710420966,0,-0.00293448543805772,0,0,0,0,0,0,0
X002508.SZ,0,0,0,0.49049925081824,0,0,0,0,0.0623131142411685,0,0.00284980898031759,0,0,-0.0378571311777238,0,0,0,0,0.0271648702084271,0,0,0,0,0,0,0,0.163212814795496,-0.0030183313583602,0,0,0,-0.132021157901682,0,0,0,-0.120804778823483,0,0,0,0,0.00161237647898616,0,0,0,0,0,0,0,0,0,0,-0.00205407011541008,0.0101707933747781,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0.105236754741361,0.384344278157056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221249270465604,0,0.010478671286084,0.197780369218904,0,0,0,0,0,0,0,0,0,0,-0.194207080091203,0,0,0,0,0,0,0,0,0,0,0,0,0.0363710845382342,0,0,0,0,0,0,0
X300003.SZ,0,0,0.0194574779866701,0,0,0,0.229562934175312,0,0,0,0,0,0.108645369756654,0,0,0,0.457590700300121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195543524974378,0,0.0981810975778665,0,0,0,0,-0.0441280053410679,0.350986431082157,0,0,0.1360370729721,0,0,0,-0.044815926272963,0,0.0727654459997642,-0.0751017127078951,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0.233972652939122,0,0,0,0,0,-0.0244317509843654,0,-0.0350077935517165,0,0,0,0,0,0,0.0670805722559879,0,0,0.210480357725406,0,0.084278214808486,-0.269230878140377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125575915638719,0,0,-0.00777336479837995,0.0827442907421723,0.0228996566374993,0,0,0,0,0,0
X600867.SH,0,0,0.109426935488715,0,0,0,0,-0.0137611379201575,0,0,0,0,0,0,0.0305079265273086,0,0.114129356072553,0,0,0,0,0,0,0,0,0,0,0,0,0.0763387987501464,0,0,0,0,0,0,0,0,0,0,0.00717323073635576,-0.121940232700873,0,0,0.161564924035051,0.0205839779128664,0,0,0,0,0,0.0226838901417016,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015473564233315,0.0703525663868909,0,0,0,0,0,0,0.0194475606870583,0,0,-0.0255902131679054,0,0,0,0,0,0,0,0,0,0,0,0,0.166584142409433,0,0,0,0.119038009066373,0,0,0,0,0,-0.0285725176588448,0.0219301638499856,0,0,0,0,0,0
X600699.SH,0,0,0.0544112895874333,0,0,0,0,0.014729438340291,0,0,0,0,0,0,-0.122012769181246,0,0,-0.00152882185502043,0.122910302083349,0.078556566667596,0,0,0,0.252789304395319,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944181469445161,0,0,0.0751536146727732,0,0,0,0,0.0158441246093602,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.0772230349725933,0,0,0,0,0,0,0,0,0,0,0.18119204195787,0,0,0,0,0,0,0,0,0,0,0.0738932184915488,0,0,0,0.0697393738024193,0,0.00568303078988696,0,0,0,0,0,0.0566329046905748,0,0.00979890861480425,0,0,0,0,0.100821002231224,0,0,-0.00210021137910162,0,0,0,0,0,0
