,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X002292.SZ,X600703.SH,X002241.SZ,X600741.SH,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X002475.SZ,X000559.SZ,X600372.SH,X002049.SZ,X000157.SZ,X002465.SZ,X000338.SZ,X300124.SZ,X000568.SZ,X600089.SH,X002294.SZ,X600867.SH,X002074.SZ,X601877.SH,X600177.SH,X002007.SZ,X002456.SZ,X300003.SZ,X600498.SH,X002180.SZ,X002085.SZ,X000050.SZ,X000869.SZ,X000550.SZ,X600582.SH,X002129.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0820116306615341,0,0,0,0,-0.00381093618106528,0,0,0.573140915507596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366401750014801,0,0,0,0,0,0,0,-0.00991698440691068,0.0348449991416648,0,0,0,0,0,0,0,0.0176616760620382,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.235843954673217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142653482605963,0,0.0204523016701055,0.0166542627770755,0,0,0,0,0,0,0,0.0846277183158635,0.0833495327004096,0,0,0,0,0,-0.0019456513084788,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0905279839687548,0,0,0,-0.0347356760851841,0,0,0,0,0,0.0799924571066843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151885632627766,0,0.0390349504763843,0.417455758449274,0.147042677528771,0,0,-0.000691362396581025,0,0,0,0,0,0,0,0,0,0,0.0326437372448901,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.415111097465155,0,0,0,0.0305018823448696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442219772646058,0,0,0,0,0.0608869908896516,0,0.06292401342877,0,0.0141933275140322,1.73472347597681e-18,0.162280529497971,0,0,0,0.173695592424413,0,0,-0.0243824320732908,0,-0.029019767566446,0,0,0,0
X000725.SZ,0,0,0,0.121220638601152,0,0,0,0,0,0,0,0.0274416180211072,0,0,0,0,0,0,0,0,0.0517083772188093,0,0,0,0,0.0451681406550447,0,0,0,0,0.209631434627713,0,0,0.0276869964990707,0,0.175561698651971,0,0.0506611901691705,0,0,0,0,0,0,0,0,0.128041477543573,0,0,0,-0.00527772648624176,0,0,0,0,0,0
X000858.SZ,0,0,0.0324499401182777,0,0,0,0,0,0.128686439002736,0,0,0,0.071848285309063,0.0151428801961982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163192339666464,0,0,0,0,0.12318183125198,0,0.00051947875963348,0,0.255577130748291,0,0,0.0531330645242497,0.0102111110857892,0,0.0116521743327359,-0.00928208636450553,0,0,0,0,0,0
X600276.SH,0,0,0.0143289255169473,0,0,0,0,0,0.050784531767239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601063247024854,0,0,0,-0.0161454268560561,0,0,0,0,0,0,0.0240197131183451,0.00338822865268329,0,0,0.0254774562149181,0,0.0145161156589643,0,0.00700900103721864,0,0.0906586342491188,0,0.103675393640266,0,4.33680868994202e-19,0,0,0.0125071768059987,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568810274164854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316860993787251,0,0,0.257331431325276,0,0,0.0393255233403335,0,0,0,-1.0842021724855e-19,0.0494900930306561,0,0,0.0923546869748574,0,0,0,0,0,0,-0.015733827066245,0,0,0,0,0,0
X000625.SZ,0,0,0.136845160466953,0,0,0,0,0,0,0,0,0.0549670660887853,0,0.0191852588824665,0,0,0,0.066783612930911,0,0,0,0,0,0.0415813230541963,0,0,0.0224178016156297,0,0,0,0,0,0,0,0,0.0107638664737439,0.11645328197363,0,0,0,0.0189037616015064,0,0,0,0.17161160052223,0,0.0763073006282138,0.145587841336868,0,0,-0.0128220254344319,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0129272599723139,0,0.01471765761519,0,0,0,0,0,0,0,0.295827420124006,0,0,0,0,0,0,0,0,0,0.0216528942507299,0.112566960557638,0,0.0941545661949633,0,0,0,0,0.0648913948802466,0.0484385140176093,0.0355890738402841,0,0,0.104933321705134,0,0,0,0,0,0,0,0,0,0,0
