,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X600703.SH,X000100.SZ,X600271.SH,X300003.SZ,X000157.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X002179.SZ,X600177.SH,X000977.SZ,X002371.SZ,X600498.SH,X600776.SH,X002506.SZ,X600487.SH,X600867.SH,X000066.SZ,X600183.SH,X300146.SZ,X000050.SZ,X600066.SH,X002129.SZ,X600118.SH,X600522.SH,X002049.SZ,X600566.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0476988062989962,0,0,0,0,0,0.189288209106845,0,0,0,0,0,0,0,0.15454090393806,0,0.0371560529597893,0,0,0,0,0,0,0,0.0365721323566826,0.149883404990055,0,0,0.0270679157202365,0,0,0,0,0,0.0124235425864481,0,0,0,-0.0146208623630418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406132111235135,0.0681056562532445,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.18249264268069,0.350668050512501,0,0,0,0,0,0.139604890901376,0,0,0,0,0,0,0,0.158379450854411,0,0,0,0,0,0.0230594256718712,0.0991917735048559,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,4.33680868994202e-19,0,0,0,-0.0487257100869747,0.00614895515851549,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.110083702986678,0,0,0,0.299266172885567,0,0,0.0547249312722477,0.0382844490478924,0.040569688032521,0.135713229693914,0,0,0,0,0,0,0,0,0,0,0,0,0.116804033774915,0,0,0,0,0,0,0.0258552272776959,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0344221291222935,0,0,0,0,0,0,0
X600104.SH,0,0,0.0364334944342712,0,0,0.193139521749275,0,0,0,0.0486043689402319,0.0838618610436765,0,0,0,0.0354682768879559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738307901052401,0,0,0,0,0,0,0,0,0,0.116631047160459,0,0,0,0.0728297463763907,-0.00496993848188046,0,0,0,0,0,0,-0.0288180665636518,-0.000839159002030144,0,0,0,1.73472347597681e-18,0,0
X600276.SH,0,0,0.0366985700199864,0,0,0,0,0,0,0,0,0,-0.0460407162083368,0.205255242346389,0.102147626442221,0.016353295926657,0.156167800923623,0,0,0,0,0,0.0676447192939131,0,0,0,0.0440035042774315,0,0.0595773503980851,0,0,0,0,0,0,0.0263421370243706,-0.0295813829897223,0,0,-0.0136975225906545,0,0.0523550739878226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0130325305585944,0,0.0963840810382291,0.126323762831951,0,0,0,0,0,-0.0134364355179421,0,0,0,0,0.332349998353182,0,0,0,0,0,0,-0.0394301648987714,0,0,0,0,0.203991367729202,0,-0.00100051866554549,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518079000527519,0,0
X002304.SZ,0,0.171455866658286,0.191790116062964,0,0.0366405891502285,0,0,0,0,0,0.0407760846257174,0,0,0,0,0.18728120442372,0,0,0.0836161582648513,0,0,0,0,0,0.115030520773843,0,-2.16840434497101e-19,0,0,0,0,0,0.0199922631975943,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00218521776515734,-0.0219878827403728,0,0,0,0.00552738326923369,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1493956935958,0,0,0,0,0,0.0977948940497451,0,0,0,0,0,0.0700398524359605,0,0.0799961866950341,0,0,0,0,0,0.0746259501386004,0,0.207111621181421,0.108180722828731,0,0,0,0.170465290842726,0,-0.110430187112001,0,0,0,0,0,0,0,-0.0769926433444737,0,-0.106308167898839,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176436927483348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671646204249166,0,0.0078082860418451,0,0.0124811380779497,0.206007091881669,0,0.165314279291202,0,0.131143571821558,0,0,0,0,0,0,-0.0324532629529136,-0.0109465561283231,0,0,0,0.0327552699956086,0,0
X000568.SZ,0,0.333689970869458,0,0,0,0.054830614245815,0,0,0,0,0,0,0.190626234236299,0,0,0.0718345042696889,0,0,0.0635694174635588,0.0382036975511223,0,0,0,0,0,0,0,0,0,0.0873424144007949,0,0,0,0,0,0,0,0,0.0213755950094697,0,0,0,0,0.0182541398409434,0,0,0,0,0,0,0,-0.0168259834972955,0,0,0,0,-0.0258703456415224,0,0
