,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X300014.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600183.SH,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600839.SH,X601877.SH,X000066.SZ,X600460.SH,X002281.SZ,X002156.SZ,X002085.SZ,X600487.SH,X000921.SZ,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.279300747022807,0,0,0.0331731344257765,0.0301972130202531,0,0,-0.00463209235978214,0,0,0,0,0,0,0,0,0.379608779555932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225457937074783,0,0,-0.0211871870523661,0,-0.0153831946297216,0,0,0.012642661023399,0,0,0,0.00166511434678459,0.00191747848968451,0,0,0,-0.00813379659608002,0,0
X000858.SZ,0.0760572504091942,0,0,0,0,0,0,0.230300272367268,0.0443138640884974,0,0,0.117519675283412,0,0,0,0,0.0427895171330169,0.165546173232903,0,0,0,0,0,0,0,-0.0135958314581793,0,0,0,0.226306950111079,0,0,0,0,0,0.116370945248992,0,0,0,0,0,0,0,-0.0104243331900307,0,0,0,0,0,0,0,0,0.0079350696570395,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0595542297560796,0,0.0955141854938684,0,0,0,0,0,0,0,0,0,0.151297458286811,0,0.0801145376005805,0,0,0,0,0,0,0,0,0,0,0,0,0.0203719757575058,0,0,0,0,0,0.0526657060472463,0,0,0,0,0,0,0.154987149483717,0,0,0,0.064718024289086,0.00577378978678671,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192045520912287,0,0,0,0,0,0.295530896167044,0,0.0313254723181952,0,0,0.0267111823474836,0.0720391336198437,0,0,0,0,0.0389853735829306,0,0,0,0,0,0,0,0.0772829579338549,0,-0.00236028617377407,0,0,-0.0401337368373846,0,0,0,0,0,0,-0.0293179075266234,0,0,0,0,-0.0103340313245608,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242536134254234,0,0,0,0,0,0,0,0,0,0,0.0340670566224399,0,0,0,0,0,0,0,0.0158388088025898,0.00808729283738604,0,0,0.0189066727438374,0,0,0.141501919058785,0.0341411139960231,0,0,0,0,0,0,-0.0402566978684465,0,0
X600690.SH,0,0,0,0.210090088580551,0,0,0,0.0474479376374193,-0.0659697087601788,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415309373452014,0,0,0,0,0,0,0,0.0313512535559287,0,0,0,0,-0.00245513069867131,-0.0339531359599169,0,0.254838493567284,0,0,0,0.0252479794267005,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0558115386523373,0,0.0841202567867836,0,0,0.00137146268705247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150364334869638,0,0,0,0,0,0,0,0,0,0,0.000206326247818476,0.310959388488114,0,0,0,0,-0.00707844078804519,0,0,-0.00275688042967256,0,0,0,0.229055269857988,0,0,0,-0.0161320901269726,0.0157286843637553,0,0,0,1.0842021724855e-19,0,0
X600809.SH,0,0.0581214444984434,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.438392224131948,0.0262008379369437,0,0,0,0,0,0,0,0,0.354646494317714,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206259196241518,0,0.00348399900914129,0,0.0673478258290924,-0.0673493978409911,0,0.0161898959636068,0,0,0,-0.0108482189041621,0,0,0,-0.00361222302817859,0,0
X600104.SH,0,0,0,0,0,0,0,0.0749025384965607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176818008517901,0,0,-0.158700616826033,0,0,0,0,0,0,-0.330149915944742,0,0,1.07652181574674,0,0,0,0,-0.232807439987205,-0.110358318117754,0,0,0.17164603370397,0,0,0,0.0508076245398905,-0.0780864112361396,0,0.0265766023545332,0,0,0,0.091631232724926,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384402181272496,0,0,0,0,0,0,0,0,0.0501957670904258,0,0.168094008299365,0,0,0,0,0,0,0,0.18522873555681,0.0417620742263539,0,0,0,0,0,0,0,0,0,0.148043031771067,0.0282505272209915,0,0,0,0,0,0,0,-0.128887163893485,0,0,-0.021707210135757,0,0
