,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002241.SZ,X600118.SH,X002506.SZ,X002236.SZ,X000559.SZ,X600177.SH,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X002074.SZ,X002085.SZ,X300003.SZ,X300124.SZ,X600089.SH,X002294.SZ,X600867.SH,X002426.SZ,X002456.SZ,X002465.SZ,X002049.SZ,X601877.SH,X600498.SH,X600699.SH,X002007.SZ,X000977.SZ,X002180.SZ,X000869.SZ,X000050.SZ,X002008.SZ,X300001.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0656599744711028,0,0.224327045328492,0.424729416567163,0,0,0,0,0,0,-0.0498213460398773,0,0,0,0,0,0,0,0,0,0.0694185802105789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11871755108683,0,-0.141912482015184,-0.0386598186869994,0,0,0,0.0089630002549659,0,0.114640536782061,0,0,0,0,0,-0.0101990116357099,4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0.00775414226546956,0,0.157982539116371,0,0,0,0,0,0,0,0,0,-0.0256961129821063,0,0.463903254154083,0,0,0,0,0,-0.0532546541822322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210182422041495,3.46944695195361e-18,0,0,-0.0174224238734492,0,0.0627579145691691,0,0,0,0.0220352220909451,0,-0.00724582633811969,0,0,0,0,0,0,0
X002415.SZ,0,0.18797016395626,0,0,0,0,0,0,0,0,0,0,0.0128930476341466,0,0,0.232570345893902,0,0,0.157266634805219,0,0.0706128773043898,0,0.0554620213780393,0,0,0,0,0,0,0.00606804839357207,0,0,0,0,0,0,0,0.144926393011923,0,0,0,0,0,0,0.0114104134416349,0,0,0,0,0,0,0.0305206572375813,0.0192585224667096,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0322073672435547,0.0718456909538814,0,0,0,0,0,0.0566849928858839,0,0,0,0,0.0442225856674353,0.0187833956891915,0,0,0.0206152453165238,0,0,0,0,0,-0.0581010450115858,0,0.0165259689985152,0,0,0,0,0,-0.087692704848622,2.16840434497101e-19,0,0.0242653092411351,0,0,0,0,0,0,0,0,0,0.0488754758388706,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.135895664791246,0,0,0,0,0,0,0.123531185985309,0,0,0,0,0,0,0,0,0.0224114487837238,0.0490639232133283,0,0,0,0,0.07607080180985,0,0,0,0,0,0,0,0,0,0.0133232280821694,0,0,0,0.00323785372931801,0,0,0.0243038193567441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.331470011115575,0,0.0429735584722347,0,0.430838976293013,0,0,0,0,0,0,0,0.0996620419004194,0.180594705016928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699695732326649,0,0,0,0,0,0,0,0,0,0,0.144092572348827,0,0,0,0,0,0,0,0,0,-0.0606106557831193,0,0,0.00875817526046395,0,0,0,0,0,0
X600276.SH,0,0.100188425046265,0,0,0,0,0,0,0,0,0,0,0.0233986741619131,0,0.0840653346160671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181773998859604,-0.104907272052557,0,0,0,0,0,0,0,0.0641671268852418,0,0,0,0,0,0,-0.00581336326911208,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0648102260855783,0,0,0,0,0.0250568270979868,0,0,0.0719576411916274,0,0.222314556142684,0.0326529985554733,0,0.0346725961223686,0,0,0,0,0,0,3.46944695195361e-18,0.10920413196966,0,0,0,0.0581038141927114,0,0,0,0,0,0,0.0288860914909959,0.0459815694760387,0,0.0578120135490171,0,0,0,0.0322924619898101,0,0,0,0,0,0,0
X000625.SZ,0.116508590721487,0,0,0,0,0,0,0,0,0.0870951946030327,0,0,0,0,0.0324322625153696,0,0,0.00701716779389028,0,0,0.0343751613592776,0,0,0.0371012505034287,0,0,0.0298494597193275,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0247475590072349,0,0,0,0,0.10680350520099,0,0.0065056798600112,0,0.108073261217794,0,0.0610783428411239,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.22841445942964,0,0,0,0.212338008444729,0,0,0,0.00463041609253222,-0.0175046689895397,-0.172146968162703,0,0,0.104738084597475,0,0.0776216540009438,0,0,0,0.399094677210418,0,0,0,0.0547960315021085,0,0,0.041183696168292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10627111209484,0,0,0,-0.0239626029195415,0,0,-0.0407842263380993,0,0,0,0,0,0,0
