,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X000661.SZ,X002371.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002129.SZ,X003816.SZ,X300142.SZ,X000100.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600779.SH,X600460.SH,X600741.SH,X000157.SZ,X002007.SZ,X601877.SH,X002074.SZ,X600584.SH,X002236.SZ,X002414.SZ,X601799.SH,X600089.SH,X300003.SZ,X600183.SH,X300146.SZ,X000800.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0507115084617008,0,0,0,0,0.062924126803249,0,0.205687948757243,0,0,0,0,0,-0.0136244074887146,0,0,0.0287931741554112,0.0145891625324318,0,0.012887510487588,0,0.104167839367007,0,0,0,0.0321160196399502,0,0,0.116946685208174,0,0,-0.0253835269392187,0,0,0,0,0,-0.0876410929257045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100501417713772,0,0
X000858.SZ,0,0,0,0,0,0.263842354274014,0,0,0,0,0,0.0340763821799266,0,0.0572773538986356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153869112421842,0,0,0,0,0,0,0,0,0,0,-0.0304460947436976,0.0536651608452067,0,0.0818729325732905,0,0,0,-0.108143811920981,0,0,0,-0.0478752986402811,-0.0304288462449165,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.169753214183968,0,0,0,0,0.156222096570306,0,0.0664624368455969,0,0,0,0,0,0,0,0,0.0643078033336236,0,0,0,0,0,0.00894426618022577,0,0,0.0116919681247484,0.0981864404969094,0,0,0,0,0,0,0,0,0.0391596921106716,0,0.0250642654596862,0,0,0,0,0,0,0.00372743407752362,0.108422778634806,0,-0.0176421923036147,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.169879721764496,-0.189128419296527,0,0,0,-0.00715997413964645,0,0,0.125323562247282,0,0,0,0,0,-0.00355787720296377,0,-0.1451779129308,0,0.0205484492124953,0,0,0,0,0,0.480471662757592,0.0637565593916472,-0.0481489290655443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724302147611827,0,0,0,0,0,0
X600276.SH,0,0,0,-0.157529099446329,0,0,0.138426192576236,0,0,0,0,0,0,0,0.269467858956462,0,0,0,0,0,-0.00952420523050856,0,0,0,0.195248300228479,0,0,-0.142267956365465,0,0.126368008334548,0,-0.0892579862950249,0,0,0,0,0,0,0,0,0.0276007505529366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.765165329341656,0,0.0679169597092684,0,0,0.0693971304463702,0,0,0,-0.236034926468056,0,0,0,0,0,0,0,0,0,-0.00229691810495134,0,0,0,0,0,0.144401094777781,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0371003057775408,0,0.0305624111661182,0.00504159685502111,0,0,0,0,0,0,0,0,0,0,0.0218367772954229,0,0,0,-0.0548442566590673,0,0
X002304.SZ,0,0,0,0.287552525801132,0,0.0980603056760687,0,0,0,0,0,-0.271093189515867,0,0,0,0,0,0,0,0,0,0.446071635660338,0,0,0.0240382194034935,0,0,0,0.191042085717877,0,0,0,0,0,0,0,0,0.0802148109769766,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0452910661426039,0,-0.201089952590679,0.0868686260261945,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0214875802055391,0.18258577091029,0,0.025583599283587,0,0,0,0.174527590951857,0,0,0,0,0,0,0,0,-0.016663162823601,0,-0.0872825408588525,0,0,0.089282419944191,0,0,0,0,0,-0.0357113492707241,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0499747510792894,0,0,0,-0.0308410633806602,0,0,0.0894314175984627,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.138500831396264,0,0.0233915061847132,0,0,0,0,0.08292562730583,0,0,1.0842021724855e-19,0,0,0.0861008776230537,0,0,0,0,0,0,0,0,0,0.0994299413382772,0,0,0,0,0.0390247244647145,0,0,0,0,-0.0525494898466909,0,0,0,0.0661697660243287,-0.0320947149980325,0,0,0.000455967620879877,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.289305777187723,0,0.236477866882325,0,0,0,0,0,0,0,0.236873575232986,0,0.00388143866469044,0,0,0,0.0596054305255097,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,0,0,0.0132254340155879,0,0,0.02799921207386,0,0.041544737041913,0,0,-0.0117805284494805,0,0,0.0119576728988163,0,0,0,0,0,0,-0.0732762260594247,-0.0494297394016141,0.00650802732516714,0,0,0,0,0,0
