,X600104.SH,X600519.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X000100.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X000550.SZ,X600118.SH,X601877.SH,X002236.SZ,X000581.SZ,X000800.SZ,X002475.SZ,X600582.SH,X000568.SZ,X000623.SZ,X600177.SH,X300124.SZ,X000559.SZ,X000977.SZ,X600060.SH,X002294.SZ,X000050.SZ,X002129.SZ,X000400.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002292.SZ,X002465.SZ,X300003.SZ,X002007.SZ,X600312.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.164575181293718,0,0,0,0.0899991115597756,0,0,0,0,0,0.578161425112469,0,0,0,0.03875631070122,0,0,0,0,0,0,0,0.0239771860904237,0,0,0,0.0518998128127658,0,0,0,0,0,0,0,0,0,0,0.120280279533653,0,0,0,-0.0416039181669679,0,0.124079493737223,0,0,0,0.0049460436127641,-0.153991268468232,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.0229317018829291,0,0.0183026317067571,0,0.0170012281976032,0.169265634751054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326765938496427,0,0,0,-0.03852114989595,0,0,0,0.103787411770169,0,0,0,0.0301692435407612,0,0,0,0,0.147089932177204,0,0,0,0,0,0,-0.00456175921246973,0,0,-0.0195809050664366,-0.00679991891508999,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0525987320332551,0,0.263592122072141,0.042401505343204,0,0,0,0.055882448963929,0,0,0,-0.00625286202188486,0,0,0,0,0.0496107588672719,0,0,0,0,0,0.223691351256584,0,0,0.085806308524354,0,0,0,-0.0845274405854571,0,0,0,0,0.026945547702149,0,0,0.0675843945924525,0,0,0,0,0,0,0,0,0,0,0.0018321123765583,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.265524939286617,0.147858947263671,0,0,0,0,0,0,0.0469525760217405,0,0,0,0,0,0,0,0,0.0505799035281526,0,0,0,0,0,0.0345589549784615,0,0,0,0,0,0.0710341009538128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15450017680657,0,0.0788032700739117,0,0,-0.0119672725536909,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.052895638498554,0.0745150006746246,0,0,0,0.141607209871005,0,0,0,0.0652895568126812,0,0.0902962221386466,0,0,0,0.0689695301053626,0,0,0.136494290083285,0.0463570928295682,0.167953267961845,0,0,0,0,0,0,0,0,0,0.134232040723408,0,0,0.0976407727552044,0,0,0,0,0,3.46944695195361e-18,-0.00654972546751835,0,0,0,0,0,0
X000625.SZ,0.519483329687489,0,0,0,0,0,0,0,0.0171022687745427,0,0,0,0,0,0,0.080491946073953,0,0,-0.283469329122752,0,0,0,0.220352261906221,0.0197845819676643,0,0,0,0,0,0,0,0.0312403058446435,0,0,0,0,0.137692265544404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588011572206281,0,0.208554137967597,0,0,0,0
X002304.SZ,0.0324118042566819,0,0,0,0,0,0,0.149701909967676,0,0,0,0.135806079773552,0,0,0,0,0,0,0,0.0346407715206628,0.148504619946649,0,0,0,0,0,0.14264950398073,0,0,0,0,0,0,-0.00789578455547866,0,0,0,0,0,0,0,0.19817211739326,0,0,0,0,0,0,0,0,0,0.0274132798986801,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.043435206239488,0,0.0934571787910528,0.0457829990298977,0.0583841394042899,0,0.230198463990984,0,0.0526361150955478,0,0,0.055680309077298,0,0,0,0,0,0,0,0,0,0.0173790121077737,0,0,0.0106198734202089,0,0,0.014965358435446,0,-0.0173019845231424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161444945213204,0,0,0,0,0,0
X000063.SZ,0,0,8.67361737988404e-19,0,0.214447628057916,0,0,0,0,0.113565019964849,0,0,0.0859543738778326,0,0,0.0202124657555997,0,0,0.0568140679728519,0,0.0635802425042673,0,0,-2.16840434497101e-19,0,0,0.228993290891423,0,0,0,0,0.0331664678570423,0.0148687520771854,0.0122474457075771,0,0,0,0,0,0,0,0,0,0,0,0.100656173246405,0,0,0,0,0,0,-0.0011903670707871,0.1614242643966,0,0,0,0,0
X600031.SH,0.109553916919402,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.7913234087761,0,0,0.0151833799397053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248315381935035,0.0621145292204567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291532179845428,-0.00485770753454764,0,0,0,0,0,0
X600690.SH,0,0,0,0.201112370219975,0,0,0,0.145906248232137,0,0,0,0,0.0535209328472691,0,0,0.103440782908533,0,0.203128035081989,0.00570141653090034,0,0,0.0174245461478904,0.056194447682273,0,0,0,0,0,0,0,0,0,0.172806372036693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118205780962224,0,0,0,0,0,0
X600276.SH,0,0,0.124051631839003,0,0,0,0.0774847773889067,0,-0.0322540322451034,0,0,0,0,0,0,0,0,0,0.187614230352826,0.168570998052867,0,0.0240301357193346,0,0,0,0,0,0,0,0,0,-0.0166337134541821,0,0,-4.33680868994202e-19,0,-0.0309765118231406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133275540938133,0,0,0,0.0347618283134826,0,0
X000338.SZ,0,0,0,0.0966023160528865,0,0,0,0,0.0158648166804274,0,0.188002764945291,0,0,0,0.662863819460223,0,0,0,0,0,0,0.0666392836696385,0,0,0,0,0,0,0,0,0,0,0,0,0.00719667403003563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986067379746427,0,0,-0.0181001575021495,0.0221106904480929,0,0,0,0,0,0
