,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600066.SH,X000157.SZ,X600118.SH,X002236.SZ,X600089.SH,X000338.SZ,X600741.SH,X600372.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600839.SH,X600177.SH,X300124.SZ,X002294.SZ,X002465.SZ,X000977.SZ,X600312.SH,X002074.SZ,X300003.SZ,X600867.SH,X000800.SZ,X000869.SZ,X600582.SH,X600525.SH,X600498.SH,X002129.SZ,X000581.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0774962377036573,0,0,0,0,0.0958893640211964,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.222547930755961,0,0,0,0.0594993571634742,0,0,0,0,-1.73472347597681e-18,0.00468381652767771,0.0506649018277479,-0.0149140960328748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175292961947218,0,0,0,0.0369403295394696,0.0106720357064819,0,-0.0721937394943872,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.106283812730881,1.38777878078145e-17,0.197369059767521,0.0288597056674998,0,0,0,0,0,0.194502793417578,0,-0.119352488962578,0,0,0,0,0,0.161817409691415,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210711522120782,0,0,-0.108744067822222,0,0.0315448893499432,-0.135174597608422,0,0,0,0,0
X002415.SZ,0,0,0,0,0.322905824533226,0,0,0,0,0,0,-0.129360017607793,0,0,0,0.0169222907837313,0,0.025541878385749,0,0,0,0.0402462721867131,0,0,0.129327604408864,0.0324797553902799,0,0,0.0123825916553572,0,0,0,0,0,0,0.21040135733117,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0706405675879779,0,0,0,0,0,0,0,0,0,0.172150226776387,0,0,0,0,0.0694499689383184,0,0.157458032756132,0,0.282505643690191,0,0,0,0,0,0,0,-0.115337946162841,0,-0.0053673095177915,-0.0349341143468385,0.0240649538948727,0,0.0101006804134104,-0.00213153302764931,0,0,0,0,0,0.118497934604859,0,0.202517569543195,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0820362134131119,0,0,0,0,0,0,0.120764789967563,0,-3.46944695195361e-18,0.0754178239890415,0,0,0,-0.0537090547453197,0,0,0,0,0,0.022243475399371,0.355127233855802,0.112757939331687,0,0,0,0,0.00383491647126148,0,0.0187313969874687,0,0,0,0,0,0,0.0955879185709198,0,0,0.0178352723297939,0,0,-0.0195753285134949,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.114441421244978,0,0.0648094248717172,0.214548073372118,0,0,0,0,0,0,-0.0170523380508918,0,0,0,0,-0.0836342522398779,0,0,0,0,0,0,-0.0372012294272271,0.343133728105519,0.0192136192984935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362976361436799,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533582816759613,0,0,0.201589427441085,0,0.39693609649667,0,-0.182690558690948,0,-0.00663203822682474,0,0,0,0,0,0,0,0,-0.0048498995376243,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.200561011067671,0,0,0.0167168378186567,0,0.0301639451182908,-0.0640277801197177,0,0,0,0
X002304.SZ,0,0.151437287326657,0,0,0,0.0139732680793894,0,0,0,0,0.301305126797191,0.0871649114949546,0,0,0,0,0,0,0,0,0,0,0.0998521744955788,0,0,0,0,0.0572604924770722,0,0,0.0392262052736924,0,0,-0.056069721968872,0,0,0,0.0330277266118109,0,0.107708255567843,0,0,0,0,0,0,0,-0.326433650093494,0,0.0256131634810186,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258798383318455,0.0143950125921523,0,0,0,0.386855124079563,0,0,0,0,0,0.0647910957522819,0,0,0,0,0,0.0556591403918269,0,0,0,0,0,0,0,0,0,0,0,0.000610333616461655,0,0.0414336504919267,0,0.00595377417723232,-0.0130230362238111,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0221588700679866,0,0,0.161754347892304,0,0,0,0.0628302351219919,0,0,0,0.0645214266447978,0.166250466800535,0.0646821433871849,0,0,0,0.131978505179381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799399971662569,0,0.00594135639357888,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0319777642347861,0,0,0,0.00759196461458081,0,0.422134457232351,0,0,-1.73472347597681e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.149635360187987,0,0,0.102749321185199,0,0,0,0,0.0264341800106903,0,0,0.100025927432348,0,0,0,0,0,0,0,0,0,0,0.00767983139519057,0,0,0,0,0,0
