,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X002028.SZ,X000157.SZ,X600703.SH,X600418.SH,X600741.SH,X000977.SZ,X600066.SH,X002236.SZ,X600522.SH,X600183.SH,X002049.SZ,X601877.SH,X002294.SZ,X600487.SH,X000800.SZ,X000921.SZ,X601799.SH,X002180.SZ,X002074.SZ,X600177.SH,X000661.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.465742622716049,0,0,0,0,0,0,0,0,0.00833159056629551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392825098047755,0,0,0,0,0,0,0,0,0,0,-0.00138327917085705,-0.0386346000379018,0,0,0,0.0342541955775702,0,0
X000858.SZ,0.0647007919634376,0,0,0,0,0,0,0,0.286818169279296,0,0.0238304445061072,0,0,0,0,0,0,0.0557512328430937,0.0374875185339186,0.188613251019421,0,0,0,0,0,0,0,0.0222399150215853,0,0,0,-0.0606243531923498,0,0,-0.0462780482556316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149583736964573,0,0.0154001060858347,0.0161433311443925,0.106344285958955,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0524657619850607,0,-0.0907868216518995,0,0.0284594529324738,0,0,0,0,0,0,0,0,0,0.0427617965412764,0,0,0,0,0,0,0,0,0,-0.0293406036697051,0,0,0,0,0,0,0,0,0,0,0.117873948679961,0,0,0,0,0,0,0,0.166073882063145,0,0,-0.0529884832732256,0.0174490347668451,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0227679823873161,0,0,0,0,0,0,0,-0.128181779230396,0,0,0,0,-0.0753633966392459,0,0,0.483310128816074,0,0.029137251833277,0.285448415678594,0,0.0396519919310084,0,0,0,0,0,0,0,0,0,0,0,0,0.164448187944352,0,0,0,-0.04800414603457,0,0,0,0,0,-0.0407471452774412,-0.0646452837473129,0,0,0,-0.0399839628711636,0,0
X002415.SZ,0,0,0,0,0,0.183757428466148,0,0,0,0,0,0,0,0.115875071703868,0.167230709281625,0,0,0,0,0,0,0,0,0,0,0.0305171940065959,0,0,0,0,0,0,0,0,0,0.262462632152421,0,0,0,0,0.178269542008179,0,0,-0.0432259425215803,0.103395880095149,-0.126907638265204,-0.0332592261800845,0,0,0,0,0.0571572513313462,3.46944695195361e-18,0,0,0,-0.000979200618204211,0,0
X600690.SH,0,0,0.0294367229563898,0,0.0136653954327269,0,0.309193246891521,-0.0155903440045122,0,0,0,0.0961692352145594,0,0,0,0,0,0,0.122446864193977,0,0,0.0247502045690425,0.0478421453282411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819415529983429,0,0,0.0179488905831749,0,-2.16840434497101e-19,0,0.278579348884083,0,-0.0332862443637476,0,0,0,0,0,0,0,0,0,0,-0.0176058978570498,0,0
X000651.SZ,0,0,0,0,0,0.248698524489684,0,-0.0870128434356543,0.106421243374148,0,0,0,0,0.0463716803368484,0,0,0,0,0.0484643602452309,0,-0.0631713562406722,0,0,0,0.227604621837712,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647572306286971,0,0,0,0,0,0.0904671653579529,0,0,-0.101032900145177,0,0,0,0,0,-0.0210727397149219,0.0134494852451332,0,0,-0.011755118975374,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0340898317295309,0,0,-0.126435071339391,0,0,0,0,0,0,0,0,0,0,-0.186778505503874,0,0,0,0,0,0,0,0,-0.115887316362193,-0.422812090633859,0,0,0,0,0,0,0,0,0,0.177889410984619,-0.0782820693998262,0,-8.67361737988404e-19,0,0,0,0,0,0.129083303186368,-0.144374752285416,0.234326197252046,0,0,-0.0543047005933792,0,0
X600809.SH,0,0.0801320426275743,0,0,0,0,0,0.0596525462746394,0,0,0.285855490796664,0,0,-0.0973406860445072,0,0,0,0.0108610330116957,0,0.509003263173612,0,0,0,0,0,0,0,0.0405732044016332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125213071471799,0,-0.0102159513385147,0,0,-0.0308454796022758,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178211011318901,0,0,0,0,0,0.101037920777726,0,0,0,0,0,0,0.198056595341459,0,0,0,0,0.0289900091111336,0,0,0.202004079104323,0,0.132679821494063,0,0,0,0,0,0,0,0,0.185722563614904,0,0,0,0,0,0,0.0357202725927675,0,0,0,0.0103549731440792,0,0
X000568.SZ,0,0.722166519458164,0,0,0,0,0,0,0.158357998721453,0,0,0,0,0,0,0,0,0,0,0.113863906219626,0,-0.044020817297262,0,0,0,0,0.050702614157794,0,0,0,0,0.0337112377185345,0,0.0675425426371431,0,0,0,-0.062717038274391,0,0,0,-0.139893056083012,0,0,0,0,0,0,0,0.0270892300844895,0,-0.0468178310429682,0,-0.0990010280060313,0,0,-0.00728437502474119,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0865539479685147,0,0,0,0,0,0,0,0,0,-0.0629731924662771,-0.00574159999299162,0,0,0.614270409535771,0,0,0,0.114317186871348,-0.188681073036645,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404320504586664,0,0,0,0,0.292570867701762,0,0,0,-0.053340164905204,0,-0.0990580255392648,0.0530149945930794,0,0,0,0,0,0
X600104.SH,0,0,0.0409612599324677,-0.056906951010246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216577288694757,-0.145370485721044,0,0,0,0,0,0.0406044773290297,0,-0.0316887471825885,0.0411259669743244,0,0,0,0,0,0,0.0308882073063266,0.0285992063612692,0,0.06948179107584,0.142881009737329,0,0,0,0,0,0.04008955082882,-0.0208014763311314,-0.0559966883183253,0,0,-0.0461399698004392,0,0
X600031.SH,0,0,0,-0.124059693928574,1.11329153649961,0.137235009118016,0,0,0,0,0,0,0,0,-0.0395590963120238,0,0,0,0.140690402741456,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144530004268005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21098375309525,-0.00334486758271096,-0.0527834554596193,0,0,0,-0.0418562294880924,0,0
