,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600271.SH,X600741.SH,X002241.SZ,X000100.SZ,X002236.SZ,X002292.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X002074.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600867.SH,X002426.SZ,X002456.SZ,X600089.SH,X002294.SZ,X000869.SZ,X000050.SZ,X002180.SZ,X002508.SZ,X000981.SZ,X601877.SH,X002465.SZ,X600498.SH,X002179.SZ,X002008.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.221058040620694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012591326360694,-0.0584348961112339,0.0599801950908425,0,0,-0.0409022913945503,0,-0.0568967916815898,0.241686677342583,0,-0.0556704340239711,0,0,0,0,-0.0464569758380762,0,0.0487300448097591,0,0,-0.0144736483731654,0,0,0,-0.0631267498225415,0,-0.0583747203510974,0.0597096509504351,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0432125089539851,0,0.126089819359465,0,0.130930384048751,0,0,0,0.159024373300449,0,0,0,0,0,0.00307404239707329,0,0,0,0,0.0345787211276276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154262099699758,-0.028314701133055,0.0357464087219821,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0284181219627333,0,0,0,0,0.136060817932342,0,0,0.039329037493555,1.0842021724855e-19,0,0,0,0,0,0,0,0.0434428827445189,0,0,0.039751834624212,0,0,0,0,-0.0255482841142652,0.0924025457730765,0,0,0,0.00567432517662798,0,0.0703665548484965,0,0,0,0.108240469104864,0,0,0,0,0.0369664761342209,-0.0520989266955868,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.127206782729604,0,0,0,0.021333090332924,0,0,0,0.0162062417674524,0,0,0,0,0.077261906645246,0,0,0,0,0,0,0.010970231071233,0,0,0,0,0,0,0,0,0,0,0.0246269309971985,0,0,0.0825957473477013,0.114616272219779,0,0,0,0,0,0,0,0,0,0,0.0100090112417398,0,0,0,0,0,0,0
X002304.SZ,0.0892773072040817,0,0,0,0.696513033004022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679280769711817,0,0.144537367402311,0,0,0,0,-0.0467028337196557,0,0.0890498257086404,0,0.0245911158123063,-0.0161204208702322,0,0,0,0,-0.0655418031704783,-0.166995593566651,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0115430623469074,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0293065525434145,0,0,0,0.0401137255353812,0,0,0,0,0,0.231354837469609,0,0,0,-0.105267052935927,0.102965568264994,0,0.124282575273315,0,0,0,-0.00385174308514742,0,0,0,0.0105435259655329,0,0,0,0,0,-0.00206694323687824,0,0,0,0,0.00821914318841708,0,0,0,0,0,-0.00446193543456649,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963913313200645,0,0,0,0,0.011790918631463,0,0,0,0.117074093620198,0.137411000774514,0.0412198340776178,0,0,0.103376534480502,0,0,0,0,0,0,0.103305175996497,0,0,0,0.0743916198574049,0,0,0,0,0,0,0,0,0,0,0,-0.0123012808713862,0,0,0,0,0,0
X000625.SZ,0,0.0943721302023134,0,0,0.36051970528674,0,0,0,0,0,0,0,0,0,0.0823019281989351,0,0,0,0,0,0,0,0,0,0.034618416989757,-0.00159333113032484,-0.0627378831198081,0,0,0,0,0,-0.0535105935908654,0,0,0.00892537092566894,0,0,0,0,0.26889850954896,0,0,0,0,0,-0.0662443370211142,0,0,0,0,0.151411049669576,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.254610159535029,0,0,0,0.26838626097003,0,0,0,0,0,-0.0461930756195392,0,0,0,0,0.0354845733228819,0.28401215360697,0.165227350470172,0.144387723375392,0,0,0,0,0,0,0,0,0,0,0,-0.0377993718525856,0,0,0,0,0,0,0.0166701099965428,0,0,0,0,0,0,0,0,0,-0.0764937291670671,0,0,0,0,0,0,0
X600690.SH,0,0.040724278457115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710086784765651,0,0,0,0,0,-0.126456310370201,0,0,0,0,0,0.0801875461894451,0,0,0,0.0757454521833811,0,0,0,0.346543329395374,0,0.16021486068323,0.0252394243905095,0,0,0,0,0,0,0.0377178635794483,0,0,0,0,-0.00124934125705074,0.00763426051954441,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0272330332897278,0,0.157240811787156,0,0,0,0,0.0532786160852446,0,0.0484309816763159,0,0,-0.0171217391845339,0,0,0.0612399487521726,0,0,0,0,0,0,0,-0.0824298934778864,-0.0207718883516382,0,0,0,-4.33680868994202e-19,0.12779859948556,0,0,0,0,-0.0104678997918696,0.0575717538027958,0.103891082966048,0,0,0,0
