,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X002371.SZ,X000063.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X002049.SZ,X002179.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X600702.SH,X002241.SZ,X000977.SZ,X000157.SZ,X002180.SZ,X601877.SH,X600741.SH,X300142.SZ,X600522.SH,X600584.SH,X002074.SZ,X000733.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.457389024757452,0,0,0,0,0,0,0,0,0.00139119550493633,0,0,0,0,0,0.0878392534449378,0,0.00303139995577609,0.113817683699855,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0560035041806678,0,0,0,0,0,0,0,0,0.0520184855530937,0,0,0,0,0,0.088229435821569,0,0,0.0100858181010941,0,-0.0473863141563389,0.0510307551048245,0,0,0,0,0,0
X000858.SZ,0,0,0,0.023803367206402,0,0,0.390037620087598,0,0.0233588641897094,0,0,0,0,0,0,0,0.059948761232221,0.0811818634091699,0,0,0,0,0,0,0,0,0.0374678559744567,0,0,0,0.0165595298436822,-0.0758928766701508,-0.00419435000825245,0,0,0,0,0,0,0,0,0.0425582695820368,0,0,0,0,0.0227757812701621,0,0,0.037796834339004,0,-0.0555852322162871,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0526364699906906,0,0,0,0,0,-0.0695979134813786,0,0,0,0,0,0,0,0,0.163288307855606,-3.46944695195361e-18,0,0,0,0,0,0.125399641122461,0,0,0,0,0,0,0,0.242274194676949,0,0,0.14021919606285,0,0.0502616044159475,0,0,0,0,0.385595107767831,-0.0369838636900885,0,0,0,0,0,0,-0.0325963520576678,0,0,0,0,0,0
X000568.SZ,0,0.560793206095523,0,0,0,0,0.0740166712440869,0,0,0,0.0732042081962075,0,0,0,0,0,0,0,0,0,0,0,-0.0212622412871543,0,-0.0459816838468081,0,0.0323430354912299,0,0,0,0.248807477355552,0,0,0,0,0,0,0,0,-0.150830043835296,0,0,0,0,0,0,0,0,0.0311306354113699,0.0331593781267832,0,-0.0598384755698574,0.0539955323410896,0,0,0,0,0,0
X600276.SH,0,0,0,0.0817598508829035,0,0,0,0,0,0,0.0318612880225976,0.00694613030359112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043567849758909,0,-0.0676881781911493,0,0.133479524513973,0,0,0,0,0.1108581498705,0,0,0,0.0235815331146908,0,0,0.0412568621010114,0.048077147102062,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.566732745491474,0,0,0,0,0.0415352949692526,0,0,0,-0.0639266496882635,0,0,-0.0249212445709752,0,0,0.0565565162425809,0,0,0,0,0,0,0,0.0392853361001411,0,0,0,0,0.0354776246949257,0,0,-0.0210285857582381,0,0.112081099123124,0,0,0,0,0.0163920115971476,0,0,0,0,0,0,0,0,0.0542383521525404,0,0,-0.0225890326998509,0,0,0,0,0,0,0
X002304.SZ,0,0.27164599787983,0,0.223606948479826,0,0,0,0.0868820471400744,0,0,0,-0.029218810533331,0,0,0,0,0,0,0,-0.0257877354390168,0,0,0,0,0,0,-0.0840466664321097,-0.0574716420041158,0,0.0740448800669655,0.0714018227562066,0,0.046655482093364,0,0,0,0,0,0,0.0181511104208485,0,0,0,0,0,0,0,-0.041945428772528,0,0,0,-0.0618809729677095,0.0408448711978195,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.32459832903485,0,0.108068916581231,0.108073409251973,0,0,0,0.20774322197238,0,0,-0.169488802958302,0.0658491274914753,0,0,0,0,0,0,0,0,-0.260018161654546,0.0220324600649168,0,0.0660726356150518,0,0,-0.0292278002337461,0,-0.0345747070475636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210147616565307,0,0.0286799920623859,0,0,0,0,0,0,0
X000651.SZ,0,0.0469699050516076,0,0,0,0,0,0.0422148264240255,0,0,0,0,0,0,0,0,0,0,-0.065257041916597,0,0.0747502117704981,0,0,0,0,0,0,0,0,0,0,-0.0637927446797895,0.0511351365742617,0,0,0,0.0146696004481566,0,0.0508133392575347,0,0,0,0,0,0,0.0281421225169304,0.0205761393837698,0,0.0614275638405213,0.0212102326482353,0,-0.0130315882907575,-0.0254194632675866,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.047470191742778,0,0,0,0,0,0,0,0.183394965947941,0.0155051189792642,0,0,0,0,0.0206276593550054,0,0,0,0,-0.14467684253433,0,0,0.0278758574820574,0,0,0,0,0,0,0.135782178891543,0,0,0.0897056521367853,0,0.199706015851095,0.0940130653889736,-0.137697701523577,0,0,0,0,0,0.0375244342771496,0,0,0,0,0,0
