,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600372.SH,X600089.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X002241.SZ,X000977.SZ,X601877.SH,X600522.SH,X000733.SZ,X600702.SH,X601799.SH,X002074.SZ,X000800.SZ,X002028.SZ,X002007.SZ,X002180.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00396361724118961,0.231719511960469,0,0.0203418525489656,0,0,0,0,0.0521020546417193,0.00558944043040585,0,-0.135979475963666,0,0,0,0,0,0,0,0,0.104203653555723,0,0,0,0,0,0,-0.0144510384061566,0,0,0,0,0,-0.0410131436531111,0.0851616885282404,0,0,0.0942852723458055,0.00732294232501098,0,0,0,0,0.0425365012534138,0,0,0,-0.00569203261380963,0.0230260541337474,0,-0.0873696992207755,0.0996057900948582,0,0,0,0,0,0
X000858.SZ,0,0,0.460612845706096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872454863381784,0,0,0,0,0,0,0,0,0,-0.0927062307956551,0,0,0,0,0,0,0,0,0,0.0478959543271108,-0.120555867525704,0,0,0,0,0.158693810103197,0,0.13630116251624,0,0,0,-0.0601986895144414,-0.0291593317102301,0.0230424704727186,0,0,0,0,0,0
X000568.SZ,0.256059138171991,0.0716202791337607,0,0.0783349560866922,0,0.0114455320095016,0,0,0,0,0,0,0,0,0,0.292845506598626,0.116125731519968,0,0,0,0,0,0,0,0,0,0,0,-0.0513594440408039,0,0,0,0,0,0,0,0,0,0.230875627833839,0,0,0,-0.118690132406179,0,0,0.025454584027397,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.207065343045699,-0.00183315218824351,0,0,0,0,-0.00740821379924984,0,0,0,0,0,0,0,-0.0576850825205893,0,0,0,0,0.00428678450710177,0.0091024350367664,0,0,0.138057562379513,0.282125821563874,0,0,0,0,-4.33680868994202e-19,-0.00700999181862079,0,0,1.73472347597681e-18,0,-0.0983059293409871,0,0,0,0,0,0,0,0.271440473530542,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0496258806467546,0,0,0,0,0,0,0,0,0,-0.183198312491978,0,0,0,0,0.0913816502518783,0,0,0.161044903093142,0,0,0,0,0.0879949393493946,0,0.0300643625564802,0,0,0,0,0,0.00126639509202213,0,0,0.0283460407618656,0.357810689570406,-0.0851945701144805,0,0,0,0,0,0,0,0,0,0,0,0,0.0332170471330163,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.121960122135497,0,-0.199169169796794,0,0,0,0,-0.180456293467357,0,0,0,0,-0.324602754530174,0,0,0.0190081688469033,0.547096292666424,0,0.175551030104449,0,0,0,0,0.0767937640658094,0,0,0.071170794331444,0,0,0,0,0,0.172273526217599,0,0,0,-0.0444216212389673,0,0,0,0,0,0
X600690.SH,0,0.0222484815440423,0,0,0,0,0,0,0,0.0804386598418,0,0,0,0,0,0,0.0126883603842111,0.0986221642801231,0,0,0.0812109110003083,0,0,0.0281460136090778,0,0,0,0,0,0,0,0,0,0,0.0117677208300443,0.096309913974476,0,0,0.0638216272434222,0,0,0,0,0.036224782182214,0,-5.42101086242752e-20,0,0,0,0,-0.0683152855667249,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.29841233985311,0,0,0,0,0.330068392491527,0,0,0,0,0.0574974184555924,0,-0.0297706036881596,-0.0586889970517514,0,0,0,0,0,0,0.0535684103291387,0,0.0367039132314031,0,0,0,0,0,0,0.196111218363301,0,-0.0230922414558055,0,0,0,0,0,0.0118271387539166,0,0,0,0,0,-0.155340712506413,0.302036184858257,0,0,0,0,0,0
X002304.SZ,0,0.48267451980454,0.0100127130769573,0,0.0928447954501448,0,0,-0.0243706419237308,0,0,0,0,0,0,0,0.0320805630668197,0,0,0.0414827932733662,0,0,0.00623521185486828,0,0,0,0,0,0,0,0,0,-0.0103902206206012,0,0,0,0,0,0,0.0554467756319027,0,0,0,0,0,0,0,0,0,0,0,0,0.00505159982974706,0,-0.143428529068731,0,0,0,0,0
X000651.SZ,0,0.0887555280783209,0,0,0,0,0.282072962611293,0.114725663245498,0,0,0.0310365230597218,0,0,0,0,0,0,0.0163639697028767,0.128643960168657,0,0,0,0,0,0,0,0,0,-0.125102132658108,0,0,0,0,0,0,0,0,0.0475203441308013,4.33680868994202e-19,0,0,0,0,0,0.0362147021345339,0,0,0,0,0,0,0,0.00159768876838439,0,0,0,0,0,0
