,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000568.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600703.SH,X000100.SZ,X600809.SH,X002236.SZ,X300003.SZ,X600271.SH,X300124.SZ,X002008.SZ,X300142.SZ,X000625.SZ,X002007.SZ,X000157.SZ,X600487.SH,X600177.SH,X002456.SZ,X002179.SZ,X300146.SZ,X002241.SZ,X600498.SH,X002506.SZ,X000977.SZ,X600066.SH,X600867.SH,X600522.SH,X600566.SH,X600089.SH,X600776.SH,X000050.SZ,X002129.SZ,X600183.SH,X600372.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226579655118516,0,0,0,0,0,0.0956388655917427,0,0,0,0,0,0,0,0.120188249458703,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.10155874048228,0,0,0,0,0,0,0,0,0,0,0,0,0.0267568001339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152651947700866,0,0
X000858.SZ,0,0,0,0,0,0,0.0519808276386549,0,0,0,0,0.0142972879333708,0,0,0,0,0,0,0,0,0.364205229353357,0.17247940931093,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112699462807227,0,0,0.0345318542179819,0,0,0,-0.0769059638830762,0,0
X000651.SZ,0,0,0,0.0959594546395063,0.163668529185665,0,0,0,0,0,0,0,0.112619365249718,0.111719711889714,0,0.116930814379036,0,0.0246302261391217,0,0,0,0,0,0,0,0,0,0.0117419278657737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151748475215051,0,0,0,0,-0.0381699235263573,0,0,0,0.143474487565783,0,-0.00181145526682789,0,0,0,0,-0.0774541521550117,0,0
X600104.SH,0,0,0,0,0,0,0,0.00560349976143528,0,0,0,0,0.105489301141554,0.0614165078448078,0.140795479707798,0,0,0,0,0,0,0,0,0,0,0.0551008253683316,0,0.179164604767825,0,0,0,0,0.0517152969312537,0,0,0.0334223525009097,0,0,0.00127811974771525,0.0474412236225249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743606843313113,0,0
X600276.SH,0,0,0,0.0910136898885218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146359745160282,0,0,0,0,0.505379471059857,0,0,0,0,0,0,0,0,0,0.00634982962293133,0,0,0,0,-0.0225836772243703,-0.0467493589249137,0,0,0,0,0,0,0.0570140462961105,0,0,0,0.127270571657941,0,0.0888953400288427,0,0,0,0,0.00822723470974161,0,0
X002415.SZ,0,0.042920795126069,0.0443025813194934,0,0,0,0,0,0,0,0,0.0501652396015015,0.0456671953214412,0,0.0343771394841882,0,0,0,0,0,0,0.362059513600496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312599575123493,0,0,0,0,-0.0359283413633229,0,0,0,0,0,0,0
X002304.SZ,0,0.163023784878496,0,0,0,0,0,0,0,0,0,0.0330805637365101,0.116388976735825,0,0,0.0825194586432502,0,0,0,0,0.0925902306727514,0,0,0,0,0,0,0,0.0857510979499796,0,0,0,0,0,0.0568855565809319,0,0,0,0.0328223610596645,0,0.0192784496400839,0,0,0,0,0,0,0,0,0.000183255699217764,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053157047533889,0,0,0.307405112106213,0,0,0,0,0,0.118587400537604,0,0,0,0,0,0,0,0,0,0.0486675678994649,0,0,0,0,0,0,0.185304086936056,0,0,0.0312295449946369,0,0,0,-0.0307384517439912,-0.107306443199924,0,0,0,-0.00845724249651523,0,0
X000725.SZ,0,0,0,0,0,0,0,0.010671057466969,0,0,0,0,0,0,0,0,0,0,0,0.219206235781178,0,0,0,0,0,0,0,0,0,0,0.0769865549516558,0,0,0.0543575890195864,0,0,0,0,0,0.0428962674516051,0,0,0,0,0.0183794038240701,0.241386550530505,0.144247292135188,0.100661051270829,0,0,0,-0.0713548355901149,0,0,0,0,0.0478854396712123,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944910580442206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164887332931343,0,0,0,0,0.0686416893412206,0,0,0,0,0,0.0698545231638781,0,0,0,0,0,0,-0.0231090472769879,0,0,0,0.227114272077393,0,0,0,0,0,0,0.00506742637078087,0,0
X000568.SZ,0,0.263395753925971,0,0,0,0,0.0540700416312467,0,0,0,0,0.0350299771256929,0,0.259547976512102,0.0329728308857287,0.0808488344013086,0,0,0.00850425521482659,0,0.00894691200524749,0,0,0,0,0,0,0,0.0862481335516095,0,0.0739420220436361,0,0,0,0.0260162374048281,0,0,0,0,0,0.0592084772990861,0,0,0,0,0,0,0,0,0,0,-0.0153891639043282,0,0,0,0,0,0,0
X002475.SZ,0,0.0407125623911546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749155239805412,0,0.148107693100846,0,0,0,0,0,0,0.00577008475779413,0.179773735587274,0,0,0,0.0786337176068369,0,0,0,0,0.00412297306853251,0,0,-1.73472347597681e-18,0,0.0542885220715261,0,0,0,0,0.0570623374406222,0,0.183877464153449,0,0,0,0.0248072901481002,0,0,0,0,-0.030977010032223,0,0
X600031.SH,0,0,0.325068620312092,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.176158829412203,0,0,0,0.0416281990313038,0,0,0,0,0,0,0,0,0,0.0859523509590252,0,0,0,0,0,0,0,0,0,-0.0725025180465456,0,0,0,0,0.220182246729714,0,-0.00157154357104502,0,0,0,0,0.0106453048716071,0,-0.00256774293518657,0.0795982282578767,0,0,0,-0.0408654047378239,0,0
X000338.SZ,0,0,0,0.15812229132176,0,0,0,-0.0606028814831225,0,0,0.0481287991525143,0,0.312088092727873,0,0.289616882721051,0.0869040825160745,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0186507853483762,0,0,0,0,0,0,0,-0.142023992424144,0,0.0877040333375866,0,0,0.0794194037757643,0,0,0,0.0920439918855925,0,0,0,0,-0.0870428156695418,0.0612663354664339,0,0,0,-0.0186997475811261,0,0
