,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X300136.SZ,X601877.SH,X002008.SZ,X600809.SH,X300003.SZ,X002085.SZ,X600487.SH,X600271.SH,X600089.SH,X002508.SZ,X600177.SH,X600522.SH,X000157.SZ,X300115.SZ,X000050.SZ,X600118.SH,X002294.SZ,X600867.SH,X600699.SH,X600372.SH,X600498.SH,X000559.SZ,X000981.SZ,X600566.SH,X002180.SZ,X000623.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.231183745652351,0,0,0,0,0,0.00920016904487491,0,0.0776543521970675,0,0,0,0,0,0,0,0,0.0540798509989696,0,0,0,0,0,0,0,0,0,0,0.0458031914803794,0,0,0,0,0,0,0.0509234636298744,0,0,0,0,0,0,0,0.0263985941179111,0,0,0,0.01546584081476,-0.0289410363937292,0,0,0,0,0,0
X600104.SH,0,0,0,0.361872176583974,0,0,0,0,0,0,0,0.0798222059908765,0,0,0.171950956823354,0,0.239188193760291,0.0547511351545245,0.0198920551269486,-0.100461807651918,0.171135718320471,0,0,0,0,-0.0575048561374873,0,0,0.0897925330979816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16053044153119,0,0,0,0,0,0.212666648108162,0,0.0209203856865512,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0890206909879182,0,0.223159187057562,0,0,0,0,0.0993646749517722,0,0,0,0,0,0,0,0,0,0.0832083731821787,0.0986553332502065,0.0515625896032842,0,0,0,0.0314506370636753,0,0,0,0.0114016654386594,0,0,0,0,0,0,0,0,0,0.0438957418173713,0,0,0,0,0.0264965375121327,0,0,0,0,0,0,0
X000651.SZ,0,0.0353280761782348,0,0,0.204131586103472,0,0,0,0,0.161809986394261,0,0.0829365887501595,0,0,0,0,0,0,0.122912511963041,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924973034238531,0.0351133780554933,0,0,0,0.00665518596586575,-0.023589182501971,0,0,0,0,0,0,0,0,0,-0.0324455907087968,0,0,0.0487548489308095,-0.0105166899583898,0.0230534533177015,0,0,0,0,0,0
X000858.SZ,0,0,0.00858410565286106,0.0814984247677559,0,0,0,0,0,0,0,0.0404311586354774,0.505256170191806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755561412157075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340768535292115,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.100067011665625,0,0,0,-0.150426262222709,0,0.0857295412436612,0.00701269947078881,0.192413235129303,0,0,0,0,0,0,0,0,-0.102685824771805,0,0,0,-0.000971275425030915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193224190393364,0,-0.200213022166857,0,0,0,0,0,0.0154493831314936,-0.00584289511325363,0,0,0,0,0,0
X000725.SZ,0,0,0.112940816878555,0,0,0,0,0,0,0.0734234531941201,0,0.0476648165634755,0.0187611116821393,0,0,0,0,0.108667951445343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135357605255782,0,0,0,0,0,0.207942669150547,0.251970849622834,0,0,0,0,0.0312076179078236,0,-0.00610118978342414,-0.00299077718561922,-0.194362633369045,0,0,0,0,0
X002304.SZ,0,0,0,0,0.534083044408818,0,0,0,0,0,0,0,0.0789407479446323,0,0,0,0.0741365769572284,0,0.0455506636996099,-0.196077695478835,0,0,0,-0.0342522959219415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328777258504538,0,0,-0.0468734562132479,0,0,-0.0146793897693596,0,0,0,-0.0555698348495913,0,0.0107738914725306,0,-0.00428813558887387,0,0,0,0,0,0,0
X000063.SZ,0,0,0.224631491846013,0,0,-0.00398414739296769,0,0,0,0,0.233734882435345,0.0686028608939504,0.166971246555894,0,0,0,0,0,0,0,-0.0380343882769232,0,0,0,0,0,0.140338596127051,0,0,0,0,0,0,0,0,0,0,0,0,0.147140198408865,-0.148359101929219,0,0.166224840050585,0,0.021394252828863,0,0,0,0,0,0.0387853221329947,-0.0372986358272349,0.0738623287519229,0,0,0,0,0,0
X600690.SH,0,0,0.0182015573610384,0.201780973549764,0,0,0.16318650305583,0,0.0101659722094461,0,0,0.0646077014731297,0.166110559788099,-0.012445144566065,0,0,0.275798672565756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203204911061579,0,0,0,0,0.0135366637036415,-0.00745542755975657,0,0,0,0,0,0
X600703.SH,0.0822178531665649,0,0,0,0,0,0,0.197216533565323,0.280623922927338,0,0,0,0,0.114341212167564,0,0,0.262994849989713,0,0,0,0,0.314966826443329,0,0,0,0,-0.0410228963770657,-0.236392295518954,0,0,0,0,0,0,0,0,0,0,0,0.0508494383407749,0,0,0,0,0,0,0,0,-0.320671902479123,0,-0.289135115067155,0.00865226689190644,0,0,0,0,0,0,0
X002236.SZ,0,0,0.334606763058111,0,0,0,0,0,0.157873299667222,0,0,0,0,0,0.118750284522926,0,0,0,0,0,-0.115338947767114,0,0,0,0,0.0753133553172273,0,0,0,0,0,0,0,0,0,0,0.203712123723364,0.101548746350455,0,0.0130692108198087,-0.085781901340957,0,0.00206372027838747,0,0,0,0,0,0,0,0,0,-0.0119171931269701,0,0,0,0,0,0
X000568.SZ,0.231066013354794,0,0,0,0.280256614198782,0,0.0444637219824024,0,0.00286309022823,0.0744873367829033,0.00225397835634415,0,0,0,0,0,0,0,0,0,0,0,0,0.112596605632525,0,0,0,0,0.000159564229750074,0,0,0.0200474739527074,0,0,0,0,0,0.0442570237037936,0,0,0,0,0.0468030136594212,0,0,0,0,0,0,0,0,0,-0.0267191787154138,0,0,0,0,0,0
X002241.SZ,0,0,0.0425183670083268,0,0,0,0,0,0,0,0.218300470105581,0,0,0,0.0205328500717901,0,0.144501185272295,0,0,0.387631584999908,0,0.168551405611363,0,0,0,0,-0.0398424897220203,0.0157362316738549,0.155968212080118,0,0,0,0,0,0,0,0,0,0,0,0,0.0955043911584638,0,0,-0.259804717079567,0,0,0,0,0,0,0.00563814115781929,-0.0477447512569842,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0385498979803712,0.169212984204098,0,0,0,0,0.0447177063843434,1.73472347597681e-18,0,0,0,0,0,0.142457393013496,0,0.159402175792221,0.001492903401255,0,0,0,0,0,0,0,0,0,0.15762964451485,0.107166505789734,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0153279871492537,-0.0902608161297476,0,0,0,0,0,0
X000625.SZ,0,0,0.0172793778875193,0.111927022842315,0,0,0,0.0193836189158203,0,0,0,0,0,0,0,0,0,0.0595636679640515,0.106528271313838,0,0,0,0,0,0,0,-0.0226480106862856,0,0,0,0,0,0,0.168036723180635,0,0,0.0660873510727685,0.104384797371444,0,0,0,0,0.080053396621269,0,0,0,0,0,0,0,0,0.000812172560336998,0.00992220942891143,0,0,0,0,0,0
X600741.SH,0,0.623060331505825,0,0,0,0,0,0,0,0,0.0682872369246855,0,0,0,0,0,0,0,-0.0145371527447391,0,0,0,-0.150276859673469,0.135015077299502,-0.0821366455219327,0.0576353181710194,0,0,-0.0380453362862976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275101937888953,0.0218190640356161,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.190868848386774,0,0,0,0,0,0,0,0,0,0,0,0,0.141792510580195,0,0.246611965356632,0,0,0,0,0,0.471223417343926,0.0675494211737786,0,0,-0.0511892441868868,0.0180838595581749,0,0,0,0,0,0,-0.0516756984437888,0,0,0,0,0.0638982312573857,0,0.112467287158354,0,0,0.292911390205181,0.277635582625498,0,0,0,-0.00882084215989076,0.0352207600026289,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12081191969839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497841608704942,-0.373632558268276,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.240840071157166,0,0.265549040171927,0.276630701348398,0,-0.0393617217432046,-0.00704138325140741,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.162481352965184,0,0.15300944256127,0,0,0,0,0,0,0,0,0,0.0527906858313912,0,0.0460022989486657,0,0,0,0.17459029770232,0,0,0,0,0,0,0,0.0923691158529861,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942580008086638,0.0310271283431819,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.213116751152585,0.154434849808435,0,0,0,0,0,0,0,0,0,0,0,0.179676224984669,0,0,0,0,0.0633599457289327,0.0351584662764784,0,-0.0306518925649238,0,0.0359979455930184,-0.137690134660512,0,0,0,-0.00569312433935368,0,0,0,-0.01191010687767,0,0,0,0,0.177280230327721,0.0641291812010233,-0.099543988945387,0,0,-0.0589410935823461,0.00212395036733504,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0863193854836894,0,0.294533000069117,0,0,0,0,0,0,0,0,0,0.0321549845812059,0,0.259256739946794,0.16117200740655,0,0,0,0.0412188640567,0,0,0,0,0,0,0,0,-0.0740894991064376,0,0,0,0,0,-0.00997262247240465,0,0.0882762675501002,0,0.0202563057798396,0,-0.013651636699047,0,0,0,0,0,0,0
X000100.SZ,0,-0.00566118995982567,0,0,0,0,0,0,0,0,-0.0575018668776914,0,0,0,0,0,0,0,0,0.00846050879646498,0,0,0,0,0,0,0.0174760438694812,0,0,0,0,0.0233363967627224,0,0.079319028935716,0,0,0,0.0874270999859324,-0.0355474047490041,0,-0.0428885640107105,0,-0.0205885742800994,0,0,0,0,0,0,0,0,-0.0145209732285569,0,0,0,0,0,0,0
