,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X002292.SZ,X600066.SH,X002506.SZ,X600118.SH,X002049.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X002294.SZ,X300003.SZ,X002007.SZ,X600177.SH,X601877.SH,X002074.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X600582.SH,X300146.SZ,X002008.SZ,X600584.SH,X600498.SH,X002129.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0283819268721984,0,0.066939401378182,0,0.089573461336378,0,0,0,0,0,0,0,0.0551802717150332,0.281097488226832,0,0,0,0,-0.0268616780811128,0,0,0,0,0,0,0,0,0,0,0,0.166532359648981,0,0,-0.0822212795309399,0,0.0202859006543343,0,0,0,0.0121815695085219,0,0,0,0,0,0,0,0,0,0.0111341206873836,0,0,0,0,0,0
X600104.SH,0,0,0,0.124716478081292,0,0,0,0,0,0,0,0,0.0860551998369188,0.0729126795931165,0.290374005700057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307903341532129,0,0.0449924814905318,0,0,0,0,0,0,0,0,0,0,0,-0.0201355227917392,-0.000681614574265622,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.277551864910967,0.177924438671315,0,0,0.118952566323637,0,0,-0.06044366381221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623322774219931,0,0,0.00407487492885643,0.313104973039014,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00199708225721622,0.0263519774848312,0.112941803884708,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.2271292031614,0.0519711801465401,0.0987520711397984,0,0,0.00280576229622591,0,0.0194072505493683,0,0,0,0,0,0,0,0,0.213873208610129,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.245386216522268,0.0437931680684826,0,0.0553841011728206,0,0,0,0,0,0,0.0165725552774224,0,0,-0.0289872686356416,0,0,0,0
X000858.SZ,0,0,0.0638476970424138,0,0,0,0,0,0.149322413930569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134276905793675,0,0,0.25856365055701,1.38777878078145e-17,0,0,0.0502072681962041,0,0.0772139812543065,-1.38777878078145e-17,0,0,0.00831044963680795,-0.00199511786471788,0,0,0,0,0,0
X002304.SZ,0,0.0457628455488013,0,0,0,0,0,0,0,0,0,0,0,0.0581226482505028,0,0,0,-0.0693662300697922,0.0253165298458324,0,0,0,0,0,0,0,0,0.283332619299884,0,0,0,0.196545912247031,0,0,0,0,0.0379701757792484,0,0,0.150168699598752,0,0,0,0,0,0.0461920499593046,0,0,0,0,-0.00633713343587294,0,0,0,0,0,0
X600276.SH,0,0,0.152620300222589,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0392443179085377,-0.0387430480399593,0,0,0,0,0.0799850756149797,0,-0.104594159299695,0,0,0,0,0,0,0,0,0,0,-0.0796410638514831,0,0.0963720252039524,0,0.144931148058864,0,0,0,0.0232010216466968,0,0,-0.131628399481919,-0.0390504804919961,0.00939425026692721,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237114755797976,0,0,0.0919474258636462,0.165953792347941,0,0,0,0,0,0,0,0,0,0,0.0367816217713883,0.0550963372466914,0.0293755602662131,0,0,0,0.117808322145289,0,0,0,0.0440300294952819,0,0,0,-0.00659207025045158,0,0,0,0,0,0
X000625.SZ,0,0,0.0980476188309117,0,0.116036834627048,0,0,0,0,0,0,0,0.33551776184586,0,0,0,0,0,0.0535793357501342,0,0,0,0,0,0.242153832476448,0,0.0564718650020244,0,0,0,0,0,0,0,0.0328726440871057,0,0.00524920668203448,0,0,0,0.0403143539172145,0,0,0,0,-0.0328471600611062,0,0,0,-0.0256619369695538,-0.00480426746650598,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546228665808887,0,0.0716499504656051,0,0,0,0,0,0,0,0,0.00300791042817877,0,0,0,0.179041341279391,0,0,0.0654706664804718,0,0,0,0.0974151784352743,0.00790435855547439,0,0.0414001324846813,0,0.179691860985691,0,0,0,0,0,0,0,0,0,-0.016849910404533,0,0,0,0,0,0
