,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X600271.SH,X000100.SZ,X002236.SZ,X600118.SH,X600031.SH,X002241.SZ,X600177.SH,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X002475.SZ,X000559.SZ,X002456.SZ,X002506.SZ,X002074.SZ,X000157.SZ,X300003.SZ,X002180.SZ,X600522.SH,X002294.SZ,X002426.SZ,X600867.SH,X600089.SH,X002508.SZ,X300124.SZ,X000981.SZ,X002085.SZ,X601877.SH,X000869.SZ,X600498.SH,X000050.SZ,X002465.SZ,X600435.SH,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.299669489462097,0,0.0348998574203097,0,0,0,0,0.376043601800756,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0501154092412811,0,0,0,0.0314430146553965,0,0,0,0,0,0.101596354262917,0,0,0.0342398087722012,0,0,-0.101378318372151,0,0,-0.218513775356748,0.160091565170028,0,0.0495063501590076,0,0,0,0,0,0,0,0,0.0205268660540688,0,0,0,0,0,0,0
X600104.SH,0.111853043364288,0,0.0648229596856519,-3.46944695195361e-18,0,0,0,0.256985729003685,0.0897755783904414,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534017613293458,-0.0204309325775637,0,0,0,0.0437981589727299,0,-0.0876782024550455,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.00443388715275215,0,0,0,0,0,0.0242987073164339,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0101084759987258,0,0,0,0.0747677094907494,0,0,0,0,0,0,0,0,0.0395557950593861,0,0,0,0.104301339077083,0.0667710292169687,0,0,0.0570313040991549,0,0.0070539953806161,0,0.0678666472731645,0,0,0,0,0,0,0,0,0.0624157698008184,0.0131725189214777,0,0,0,0,0,0,0,0,0,0,0.0238533412879673,0.018550393328776,0,0,0,0,0,0
X000858.SZ,0.210798962387613,0,0,0,0.263436444060294,0,0,0,0.238033483882389,0,0,0,0,0.238812188611097,0,0,0,0,0,0,0,0,0,-0.0692256300994133,0,0,0,0,0,0,0,0,-0.0254149430975513,0,0,0,0,0,0,0,0,0.0793797959417496,0,0.121440406150132,0.031038432846437,0,0,0.0478956373742186,0,0,0,-0.00314272087669333,0,0,0,0,0,0
X002304.SZ,0.123443340299064,0,0,0.629142026437427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072518239071154,-0.0371131210200311,0,0,0,0,0,0,0,0,0.0454602440634716,0.0586092028466178,0,0,-0.0412202721321331,0,0,0,0,0.0370452480543367,0.000344122751948235,0,0,0,0,0,0
X600276.SH,0.0281013996978602,0,0.0621614657530149,0.0905848591368297,0,0,0,0,0.0630137244015527,0,0,0.104254783657087,0,0,0,0,0,0,0,0,0,0,0,0.0533924476510286,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0239908084548907,-0.039134192338141,0,0,0,0,0,0,0,0,0,0.00489403309942505,0,-0.0266761491067603,0,0,0,0,0.00380925066296212,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0692603934719617,0,0,0.24962798384002,0,0,0,0.0288384137240053,0,0,0,0.0422441908524275,0.201713915201991,0,0.0248103981000237,0,0.0091773158203811,0,0,0,0,-0.0228411337020564,0,0,0,0,0,0,0,0,0.011802464871064,0,0,0.114908957456994,0.13336664179549,0,0,0,-0.0310002207192722,0.0319060560690347,0,0,0,0,0,0
X000625.SZ,0,0.556228899567752,0,0,0,0,0,0,0,0,0.219660735458048,0,0,0,0,0,0,0,0,0.172285376921307,0,0,0.107421038838819,0,0,0,-0.376717033157672,0,0.0783842234786023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676101482918052,0,0,0,0,0,0.195651315709115,0,0,0,0,0,0
X600690.SH,0,0,0.186320389888673,0.146916509031101,0,0,0,0.134219820870485,0,0,0,0,0,-0.107879324537912,0,0,0,0,0,0,0,0,0.0545678420506122,0,0,0,0,0,0,0,0,0,0.039274918744179,0,0,0,0,0,0.203561682520225,0,0.0152296969926558,0,0,0.0189351322900791,0,0.124077626148128,0,0,0,0,0.0123428669059153,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0669726949953295,0,0,0,0.155147095136058,0,0,0,0,0,0,0,0,0,0,0.154500154481728,0,0.116416354549738,0,0,0,0,0,0.00644136810918228,0,0,0,0,0.00551535079087838,0,0,0.0302559072737974,0,0,0.102062662564362,0,0.0867622097359186,0,0,0,0,0,0,0.0193090431650953,0,0,0,0.0197942088603598,0,0,0,0,0,0
X600741.SH,0,0.490675933590913,0,0,0.0155701647242795,0,0,0,0,0,0,0.145595950399615,0,0.114201583614059,0,0,0,0,0,0,0,0,0,0,0,0,0.176468361693837,0.0891184544560626,0,0,0,0.00225653812792816,0.0460841521894527,0,0,0,0,0,0,0,0,0,0,0,0,0.0689765280957641,0,0,0,0,-0.0109234455871542,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.0283527191080936,0,0,0.128969560684339,0.00494721842749662,0.114123759505553,0,0,0.0277988163655215,0,0,0,0,0,0,0,0,-0.0713938471730308,0,0,0,0.180338878263808,0.0380299772637074,-0.117752544454008,0,0,0.053829947687678,0,0,0,0,0,0,0,0,-0.268788345406063,0,0,0,0,0.00627928652273644,0,0.0588927229810786,0,0,-0.0201355889486268,-6.7762635780344e-21,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.157141154056347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501902857813675,0,0,0.100242186816255,0,0,0,-0.0425925608709764,0,0.0338261844259461,0,-0.194996268772413,0.0545752066946524,0,0,0,0,0,0,0,0,0.0713146766949378,0,0.0321426282263819,0,0.121023031299,0,0.00331987719275548,0,0,-0.0208003350614554,0.0832308007626239,0,0,0,0,0,0
