,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X600522.SH,X002085.SZ,X002008.SZ,X002294.SZ,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600809.SH,X600566.SH,X600699.SH,X600867.SH,X000559.SZ,X600372.SH,X002074.SZ,X000623.SZ,X600498.SH,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.053754460604861,0,0,0,0.0322294290368426,0,0,0,0,0.0393045109389279,0,0,0,0,-0.20683405123416,0,0,0.0622221503641063,0,0,0,0,0,0,0.196894048240293,0,0,-0.0841814315891648,0.0374369653122393,0.0159484201030131,0,0,0,0,0.0741254548591913,0,0.388147996244541,0,0,0,0,0,-0.100768908629495,0,0,0.0338153990625046,0,0.00494520091481465,-0.00643388269363885,0,0,0,0,0,0
X600104.SH,0,0,0,0.052446904198761,0,0,0,0,-0.0618452156349658,0.165875407412627,0,0.552320595436079,0,0.0318264772531915,0,0,0,0,0,0,0,0,0,0.0156988060423546,0,0,0,0,0,-0.037558069618654,0,0,-0.0152174374573117,0,0,0,0,0,0,0,0.151026137600226,0,0,0,0,0.084975776633159,0,-0.0625368179679245,0,-0.0911912757909768,0.0480496283427219,-0.0181410814131499,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.174120908031512,0,0.0601652779645243,0,0,0,0,0.129240815069022,0.0613663273110163,0,0.315556992501001,0,0,0,0,0,0,0,0,0.215996057670074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01274981840722,0,-0.199859479007548,0,0,0,0,-0.0849439407562043,-0.0595937087965544,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0710998655990489,0,0.0695644720368458,0.145477352387801,0,0,0.170119351221485,0,0.116334216039537,0,0,0,0.126494442945726,0,0,0,0,0.146195173118846,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0624796238054576,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359352729559134,0.00959397950319924,0,0,0,0,0,0
X000858.SZ,0.0771129919408669,0,0,0,0,0,0.00627706351285785,-3.46944695195361e-18,-0.0202807080545895,0,0,0,0.628899677576437,0,0.0273416032996712,0,0,0,0,0,0,0,0.0792330371580012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569996348772652,0,0.0480401821362369,0,0,0,0,0,0.0257468844006158,0,0,0,-0.0300443603635319,0.00770494114542734,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.178378037743895,0,0,0,-0.0201365018915379,0,0,0.246721735336464,0,0,0,0,0,-0.153414477265953,0,0,0,0,0,0,0,0,0.0328334045777284,0,0,0,0.00265918508805074,0,0,0,0,0,0,0,0,0,-0.0176258199478242,0,0,-0.13873288219822,0,0,0,0,0,0,0.0153418944661496,0.017435086640788,0,0,0,0,0,0
X000725.SZ,0,0,0.12123512971824,0,0,0,0,0,0,0,0,0,0.126506351593156,0,0,-0.147708243892221,0,0,0,0.241187664302278,0,0,0,0,0,0,0,0.210599458102349,0,0.403891625645609,0,0.328433384978736,0,0,0,0,0,0,0,0.0445868241205298,0,0,0,0,0.275016760960335,0,0,0,0,0,0.00585621952835391,0.036349584455512,0,0,0,0,0,0
X002304.SZ,0.751991621299093,0,0,0,0,0,0,0,0,0.367254191845607,0,0.335439637262036,0,0,0.0196872228236088,-0.220394181185684,0,0,0,0,0,0,0,0,0,0,0.469673891705479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470503265077567,0.0725021605137384,0,0,0,-0.268365251983102,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0325562625557584,0,0,0,0,0,0,0,0.0361931887714571,0,0,0.322667658846546,0,0,0,0.16777413305859,0,0.00535368581174994,0,0,0,0,-0.0285592758524581,0,-0.0761986648605336,0,0,0,0.0400432900581049,0,0,0,0,0,0,0,0,0,0,0.270185479819462,0,-0.0162210190743829,-0.0064686952308454,0,0,0,0,0,0
X600690.SH,0,0.318064155609108,0,0.0649302416215735,0,0,0,0.0447351291268076,0,0,0,0.273656073114248,0,0,0.180215396919563,0,0,0,0,0,0,0,0,0,-0.025561130096655,0,-0.143310934634567,0,0,0,0.0179633339634321,0,0,0.0360456286169022,0,0,0,0,0,0,0,0,0,0,-0.0131376193540862,0,0,0,0,0,0.0231207240091337,0,0,0,0,0,0,0
X600703.SH,0,0,0.122355395744632,0,0,0,0.0699331507455834,0,0.0497488239814365,0,0,0,0,0,0,0,0,0,0,0,0.0548738890656899,0,0,0,0,0,0,0,0,0,0,0,0.0132682157852189,0,0,0,0,0.195244070182659,0,0,0,0,0,0,0,0,0,0,0,0,0.0242758612658023,0.000858082441869359,0,0,0,0,0,0
