,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600741.SH,X600183.SH,X000100.SZ,X000596.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002223.SZ,X002456.SZ,X600498.SH,X600271.SH,X002049.SZ,X000066.SZ,X002414.SZ,X300136.SZ,X600584.SH,X002180.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.357078172093348,0,0,0,0,0,0,0,0,0.0590352204643535,0,0.121097457742888,0,0,0,0,0,0,0,0,0,0,0.0594850575228623,0,0,0,0,0,0,0,0,0,0.00758327331249389,0,0,0,0.0196721482668462,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00159922889977364,0,0,0,0.0772160961023301,0.0110514706339153,0.00959108569038726,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0205382895301019,0,0,0.142354049157461,0,0,0,0.463520209165728,0.109179237155327,0,0,0,0,0.0172955855967703,0,0,-0.0183565517480802,0,0.111167288091029,0,0,0,0,0,0,0,0,0,0.012663815448252,0,0,0,0,0.095851612064327,0,0,0,0,-0.00484883909264554,0,0,0,0,0,0,0,0.0182940092722897,0.0190936561856124,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0582607656473565,0,0,0,0,0,0,0,0.0781833138595678,0,0,-0.0185035279724765,0.186809891209602,0.0868047283780789,0,0,0,-0.00372705077836722,0,-4.33680868994202e-19,0,0.00796824055476862,0.103419194459571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303700615079039,0,-0.0181381872655497,0,0,0,0,0,0,0,0
X000651.SZ,0,0.130139941071349,0,0,0,0.046734402373457,0.0556943509298186,0,0,0,0,0,0.146756096803126,0,0.0171496295926279,0.0405352845182058,0,0,0,0,0,0,0,0,0,0,0,0.0563860861221346,0,0,0.182149787246341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913817040424009,0,0,0,0,0,0,0
X002415.SZ,0,0.0600873595866175,0,0,0,0,0.165249687682454,0,0,0,0,0,0.268016533899553,0.0155555223498989,0,0,0,0,0,0,0,0.118476887879427,0,0,0.0140765016647496,0,0.0664541974699856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879581018670927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.261786653771562,0,0,0,0,0,0,0,0,0,0,0,0,0.119937636190491,0,0,3.46944695195361e-18,0,0,0.0534759489797766,0,0,0.0574809744601064,0,0,0,0.0542905504606736,0,0,0,0,0,0.100726811955932,0.145582540797013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150426841496969,0.0322836992391227,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.330562218331398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154510298953058,0,0,0,0.0470672691715154,0.170128742097153,0.0682112487049715,-0.000878815962012972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0314895741296849,0,0.290545022619589,0,0,0,0,0.0119985668649928,0,0,-0.107127776314105,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0192091815347288,0,0.14867678509427,0,0.187996255307114,-0.171272456509398,0,0.00366410313969713,0,0,0,0,0,0,0.185708757686672,0,0,0,0,0,0.0647288064257039,0,0.462298292768791,0,0,0,0.0811361819443036,0,0,0,0,0,0.0523600992867197,0.0623931480617825,0,0,0,0,0,0
X600031.SH,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.069498063877757,0.0633346415797985,0.180635466123808,0,0,0,0,0,0,0,0,0.0383810297675694,0,0,0.064636731371819,0,0,0,0,0.324078664652697,0,0.0603293476967502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323087505360084,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0990342979197461,0.166102513710525,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0147564855151369,0,0,0,0,0,0,0.11498476968647,0,0.0453961508055647,6.93889390390723e-18,0,0,0,0.00640639415387484,0,0,0,0.131594841687107,0,0,0.141025383516009,0,0,0,0.0425339372065742,-0.0164845505105301,0,0,0,0,0,0
