,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002129.SZ,X002371.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X000661.SZ,X000157.SZ,X002074.SZ,X600702.SH,X002236.SZ,X000733.SZ,X600884.SH,X600522.SH,X000799.SZ,X002414.SZ,X600584.SH,X002008.SZ,X600779.SH,X002007.SZ,X000977.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.494453902192422,0,0,0,0,0,0.0600953990728622,0,-0.000542718341878042,0,0,0,0,0,0,0,0,0,0,0,0.119023628946574,0,0,0,0,0,0,0,0,0,0,0.0181985808484411,0,0,0,0.0475616403285572,0,0,-0.00816885180071513,0,0,0,0,0,0.0723296688318404,0,0,0,0,0,0,-0.0147754974217024,0,0,0,0,0,0
X000858.SZ,0.132443773932951,0,0,0,0.171502358923932,0.0677291066872609,0,0.0215003478697914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805277232201632,0,0,0,0,0,0,0,-0.0259314429516548,0,0.0266250353458064,0,0,0,0.128222901957851,0.0287565291088248,0,0,-0.0148606583459019,0.0769344418412319,0,0,0,0,0,0,0,0,0,0.00850139983899669,0,0,0,0,0,0,0
X002415.SZ,0,0.118094435528549,0,0.0176666938243656,0,0.079363941989851,0,0.0113027157240239,0,0,0,0,-0.150718724745701,0,0,0,0,0,0,0,0.174566677943357,0,0,0.00731889065162583,0,0,0,0,0,0,-0.15624311127309,0,0,0,0,0,-0.138881487701135,0.148581607285977,0.0642403699029523,0.0734826247465952,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129850580430315,0,0,0,8.67361737988404e-19,0,0
X600809.SH,0,0,0,0,0.25191739173556,0,0,0.120907775161111,0,0,0,0,0,-0.0150588847803174,0,0,0,0,-0.38718795505637,0,0,0,0,0.0724404627695991,0,0,0,0,0,0,0,0,0,0,0,-0.0306808120543129,0.153414557555105,0,0,0,0,0,0.150693298722947,0,0,0.0124660635813559,0,0,0,0,0,0,0,0,0,0,0.00778494443575759,0,0
X000568.SZ,0.188019570572203,0.152269677968941,0,0.0211105384087926,0,0,0,0,0,0.0724274010437002,0,0,0,0,0,0,0,0,0,0,0,0.229742653440348,0,0,0,-0.0220893261292178,0,-0.0301184607113966,0,0,0,0,0,0.128496432093433,0,0,0,0,0,0,-0.0545237563761785,0,-0.111732970344705,0,0,0.180601153670263,0,0.0430433985380086,0,0,0,0,0.0251475579427624,0,0,0,0,0,0
X002475.SZ,0,0.0125909829118945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38090095381147,-0.150683962429338,0,0.197652962037389,0.00355487347525621,0,0.0336555964208019,0,0,0,0,0,0,-0.0282138792129589,0,0,0,-0.00630672474549506,0,0,0,0,-0.0982555186226161,0,0,0,0,0,0,0,0,0,0,0,-0.0938656827539054,0,0,0,0,-0.0840137099376112,0,0
X600276.SH,0,0.0683171935368084,0.0837572465132378,0,0,0.135529653611452,0,0,0.169856644908885,0,0,0,0,0,-0.166765996798283,0,0,0,-0.00696929155584818,0,0,-0.0218617607965224,0,0,0,-0.214940506856867,0,0,0,0.111390260207161,0,0,0.0402079382249396,0.049996932613741,0,0,0,0,0,0,0.0593933519441482,0,0,0,0,0,0.0148161449750654,0,0,0,0,-0.0171018419515479,0,0,0,0,0,0,0
X002304.SZ,0,0.115289443957214,0.0524036162325761,0,0,0,0,0,0.00555899055953714,0,0,0,0,0,0,0,0,0,0,0,0.126716372404077,0.195575770455484,0,0.0822918354141581,0,0,0,0.0180836871434955,0,0,0,0,-0.0439931490837597,-0.025395522529141,0,0,0,0,0,0,-0.0210720037972293,0,0,0,-0.0689576273184156,0,0,0,0,0,0,0,0.00466814413229618,0,0,0,0,0,0
X600690.SH,0,-2.77555756156289e-17,0,0,0,0,0.130488015111001,0.0691211309666461,0,0,0,0,0.0683890590606482,0.102693912313344,0,0,0,0,0.254359596863136,0,0,0.083135270420114,0,0,0,0,0,0,0,0,0,0,-0.0858115217874526,0,0,0.139993824103239,0.0990422788565014,0,-0.06171497123599,-0.0535735313847544,0.0675267358350399,0,0,0,0,0.0683403485457598,0,0,0,0,0,-0.000914383446507488,-0.00997917559085859,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0732195986363076,0,0,0,0,0,0,0,0.12626932040824,0.270955943983591,-0.0784450981686909,0,0,0,0.043398567708573,0,0,0,0,0,0,-0.0259593506448036,0,0,0,-0.0254362235718006,0,0.00105442307255354,0,0.0370891590226191,0,-0.00248487889316179,0,0,0,0,-0.0298273601767807,0,0,0,0,0,0,0,0,0,0,0.00408982124264383,0,0,0,0,0,0,0
