,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600066.SH,X300003.SZ,X300124.SZ,X600487.SH,X601877.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X600271.SH,X002508.SZ,X600566.SH,X000050.SZ,X000981.SZ,X000157.SZ,X600089.SH,X600498.SH,X600177.SH,X600707.SH,X000596.SZ,X002179.SZ,X600699.SH,X300142.SZ,X002049.SZ,X002180.SZ,X600584.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.523042856643887,0.0247775229141177,0,0,4.33680868994202e-19,0,0,0,0,-0.106370974192928,0.0183658590198942,0,0,0,0,0,0,0,0,0.0149905274201049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953291101181575,0.0238585879907703,0,0,0.166974109784991,0,0,0.103797713511581,0,0,0,0,0,0.0144726662021527,-0.0133382923980939,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.131867582166663,0,0,0,-0.0319592155535775,0,0,0,0,-0.0744181300361069,0.147912966786705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516328463799269,0,0,0.0499478151177196,-0.0622595886625803,0,0,0,0,0,-0.0148366487112946,0,0,0,0,0,0
X002415.SZ,0,0,0,0.121589823351453,0,0,0,0,0.0460637725732231,0.167771445117668,0.16055342601131,0,0,0.102506602209874,0,0.0327092659937004,0.0213956648439976,0.0284893788909718,0,0,0,0,0,0.140354605985613,0,0,0,0,0,0.0550672089274957,0.10286789943022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011019442363012,-0.0128086025081969,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.39359042914073,0,0,0,0,0,0,0,0,0.0507680388056758,0,0,0.130190571134584,0.0711816277720727,0,0,0,0,0,0,-0.0174013426741682,0,0,0,0,0.100044814586703,-0.0739891121888144,0,0,0.226750958458128,0,0,0,0,0,0,0,0,0,0,-0.00862130548123418,0.0997397419197595,-0.0580175898517199,0,-0.0787165782573314,0,0,1.0842021724855e-19,0.00235576125048808,0,0,0,0,0,0
X000858.SZ,0,0,0,0.320624884655306,0,0,0,0.208071713218006,0,0,0,0.510685953304792,0,0.0444446604844279,0,0,0,0,0,0,0,0,0,0.00801709152447478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383587786308735,0,0,0,0,0,0,0,-0.0128637992399054,0,0,0,0,0,0
X600276.SH,0,0,0.0844733597377901,0.0543964213822055,-6.93889390390723e-18,0,0,0,0.0810933769002949,0.0849549101194302,0,0,0,0.002390587603063,0,0,0,0,0,0,0,0,0,0.181164466650993,0,0,0.0661952322275698,0,0,0.0782951946880055,0,0,0,0.147797604409489,0,0,0,0,0,0,0,0,0,0,0,0,0.0183580784165668,0,0,0,0,0.00382893533109294,0,0.0687175501173771,0,0,0,0,0
X000725.SZ,0.130767310097622,0,0,0,0,0,0,0,0.194011834631862,0,0,0,0,0,0,0,0,0,0,0,0,0.144572431913102,0,0,0,0.096140235808296,0,0,0,-1.73472347597681e-18,0,0,0.0961162045057474,0,0,0.0546833359750934,0,0,0,0.166247973400888,0,0,0,0,0,0,0,0.0994230201142493,0.173702088874855,0.170347733137061,0,-0.0149749957029182,0.0130075532661402,0,0,0,0,0,0
X002304.SZ,0.24300714458909,0,0,0,0,0,0,0,-0.023084657180339,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342682105492031,-0.0102087481599291,-0.0575181219223072,0,0,0,-0.0261241287235961,0,0,0,0,0.407579013624846,0,0,0,0,0,0,0,0,0.211801439893956,0.0208545156610016,0,0,0.0537349275319882,0,0,0,0,0,-0.0108213686933048,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.346684848530852,0,0,0,0,0,0,-0.0276580404992238,0,-0.110715051884115,0,0,-0.0021949249266501,0,0,0,0,0.295716209983048,0,0.285209036244621,-0.235439137231345,0,0,0,-0.0514257331169041,0,0.329077427006134,0,0.269091336169751,0,0,0,0,0.152989707499522,0,0,0.0520195649800872,0,0,0,0,0,0,0.0204139779543386,0,0,0.00282329484432062,0,0,0,0,0,0
X600690.SH,0,0,0,0.0808328327377422,0.202180599981901,0,0,0,0,0,0,0,0.16721809197928,0.076166494815778,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144006575222297,0,0,0,0,0,0,0,0,0.0240983287724355,0,0,0,0,0,0,0,0,0,-0.00254163117831724,0,0,0,0,0,0
X600703.SH,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.227329274322232,0,-0.119037771946784,0,0,0.0499021148925656,0,0,0,0,0.29150122051828,0,0,0.00915360017227879,0,0,2.16840434497101e-19,0,0.309780363873142,0,0,0,0,0,0,0,0,-0.313023714573291,0,0,0,0,0.0629747465666344,0,0,0.359691087014778,0,0,0,-0.018302146073922,0,0,0,0,0,0
X000568.SZ,0,0,0,0.109164131280522,0.315291651518005,0,0,0,0,0,0,0,0,0,0,0.0339183328488769,0,0,0,0,0,0,0,0,-0.0881879516161931,0,0.175684338554226,0,0,0,0.00746624913877705,0,0,0,0,0,0,0,0,0,0,0,0.291085606522939,0,0,0,0,0,-0.0868404009776369,0,0,0,-0.0153819990914925,0,0,0,0,0,0
X600741.SH,0,0.67854745837888,0,0,0,0,0,0.0385515342343336,0.0918371368744047,0,0,0,0,0,0,0,0,-0.17713842320954,0,0,0,0,0,0,-0.00204174723614135,0,0,0,0.275717960165685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190872407484561,0,-0.00972348700987523,0.105975390191561,0,0,0,0,0,-0.0116397758474694,0,0,0,0,0,0
X002236.SZ,0,0,0.13462921013855,0,0.305120399651303,0,0,0,0,0,0,0,0,0,0,0.365267236964285,3.46944695195361e-18,0.481324818992412,0.264638284297972,0,0,0,0,0,0,0,0,0,-0.0820307667255047,-0.0933818220233542,0.0404188908140473,0,0,0,0,-0.0885762768133784,-0.0627598618006846,0,0,0,0,0,0,0,0.0764204128337783,0,-0.00441237018784039,0,0,0,0,0.0298888487631601,-0.0359119442078294,0,0,0,0,0,0
X002475.SZ,0,0.04101819997458,0,-0.0560285702536204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383206798401913,0,0,3.46944695195361e-18,0,0,0.111151273399474,0,0,0.0329807832736205,0,0,0.0538041364208795,0,-0.164697684044799,-0.00329503513092021,0,0,0,0,0,0,0,0,0,0,0,0.041079293098531,0,0,0.11603398700657,0,0,0.0557075858572495,-0.0751692435660832,0,0,0,0,0,0
X000338.SZ,0,0,0,0.228701153119193,0,0,0,0,-0.0571183051338982,0,0,0,0,0,-0.0423063531692703,0,0.492844454463762,0,0,0,0,0,0.132091764254676,0,0,0,-0.00712958684417617,0,0,0.1318603504152,0.0652201260230478,-0.0104694489381723,0.253795434158556,0,0,0,0,0,0,0,0,0,0,0,0,-0.30377353423308,0.0319066837442166,0.0949045450182894,0,0,0,0,0.00636750360161903,0,0,0,0,0,0
X600031.SH,0,0,0,0.0103245121923201,0,0,0,0,0.127959137912752,0,0,0,0.0233328932087984,0.0601556062643231,0,0.268845146521626,0,0,0,0.0658773313997033,0,0,0,0,0.124132195679472,0,0,0,0,0,0,0,-6.93889390390723e-18,0.153580068120972,0,0.061890495304172,0,0,0,0,0,0,0,0,0,0.173206765784335,0,0,0,-0.235918637917959,0,0,0,0,0.180355199707471,0,0,0,0
X002008.SZ,0,0,0,0.0492088592755551,0,0,0,0,0.243570146725037,0,0,0,0,0.110724615457019,0,0,0,0,0,0,0,-0.227537472453639,0,0.107948337050329,0,0.0729627107910302,0.0593121283380856,0,0,0,-0.0171165243639804,0.00431108758822822,0.177048597643694,0,0,0,0,0,0,0,0,0,0,0,0.286487090222157,0.0834875996918966,0,0,0,0,0,0.00268200518528057,0,-0.0698955907737236,0,0,0,0,0
X002456.SZ,0,0,0.132611379712242,0,0,0,0,0,0,-0.00219026298903448,0,0,0,0,0.798971492236144,0,0.407733040374434,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.274621227436689,0,-0.041825478163303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664376082501011,0,0,0,0,0,0
