,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X002475.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X000661.SZ,X600809.SH,X000596.SZ,X600183.SH,X601877.SH,X002236.SZ,X002007.SZ,X600703.SH,X300003.SZ,X000157.SZ,X000100.SZ,X300142.SZ,X002179.SZ,X600271.SH,X300124.SZ,X002241.SZ,X000625.SZ,X600498.SH,X002463.SZ,X002129.SZ,X600177.SH,X002506.SZ,X300136.SZ,X600867.SH,X300146.SZ,X600066.SH,X300014.SZ,X002008.SZ,X002049.SZ,X600487.SH,X000050.SZ,X002371.SZ,X000977.SZ,X600118.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.452251384421945,0.139534364505363,0,0,0.0792087022555754,0,0,0,0.0712422812443121,0,0,0,0,-0.0241548625271341,0.0397579592694827,0,0,-0.0624454889212124,0,0,0,0.03263287024981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211987962024429,0,0,0,0,0,0,0,0,0.0137890451971423,0,0,0,-0.077018096715511,0,0
X000858.SZ,0.0396647980090486,0,0,0,0,0,0,0,0,0.159729070139965,0.358420759080909,0,0,0,0,0,0,0,0,0,0,0,-0.0138936551090575,0,0,0,0,0,0,0,0,0,0,-0.0922822972028643,0.0199435094383366,0,0,0,0,0,0,0,0,0,0,0,0.13184234579283,0,0,0,0,-0.0128920234569171,0,0,0,0,-0.0123866294812254,0,0
X000651.SZ,0,0,0,0,0,0,0.229776445134549,0,-6.93889390390723e-18,0.124233710659783,0,0,0.0188523113706735,0,0.1008229732477,0.0505599978039158,0.0937861266552896,0,0,0,0,0.181473665210664,0,0.0450701042693757,0,0,0.0243386663993477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262248179705645,0,0.0275995475189456,-0.0136355230733162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.175130098740447,0,0,0,0,0,0.109193090137851,0,0,0.0965066273342868,0,0,3.46944695195361e-18,0,0,0,0,0.254066396448435,0,0,0,-0.0318524945662284,0,0,0,0,0,0,0,0.136237477003474,0,0,0,0,0.072488696663829,0,0,0,0,0,-0.0667350993001361,0,0,-0.00947570127417372,0,0,0,0.0528814352663149,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934370706257332,0,0,0,-0.0315013239390574,0,0,0.096599565773198,-0.0217479947447453,0.152871727082224,0,0,0,0,0,0,0,0.275746614590031,0,0,0,0,0,0,0,0,0,0.0464797253748322,0,0,0,0,0,0.0560546926728693,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.183879598211323,0,0,0,0,0,0,0,0.0144221463417916,0,0,0,0,0,0,0,0,0,0,0.587608491021851,0,0,0,0,0,0,0,0,0,0.270598362222039,0,0,0,0.0737897805958191,0,0,0,0.025319320129443,0,0,0,0,0,0,0,0,0,0,0,0,0.00462640672619354,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0218266224007108,0,0,0,0,0,0,0.20795720717963,0,0,0,0.212860654494309,0,0.180250275157549,1.38777878078145e-17,0,0,0,0,-0.0300308202687177,0,0,0,0,0,0,0,0,0,0,0,-0.0508997257616658,0,0,0,0,0,0,0.0858930998401576,0,0,0,0,0,0,0,-0.0533337330422585,0.0758993475931022,-0.0312863855369467,0.0514237624228634,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.163990915593133,0,0,0,0.00482846679595993,0,0,0,0,0,0,0,0,0,0,0,0,0.0480333810171458,0,0,0,0,0,0,0,0,0,0,0.0740377393318941,0,0,0,0,-0.0655779887914868,0,0,0,0,0.00235163624811168,0,0.413650632346465,0.0397861115369721,0,0,0.0371873728718108,0,-0.00470760801446709,0.0804096940566593,0,0,0,0,0,0
X000063.SZ,0,0.0011571026779193,0,0,0,0,0,0,0,0.289743676746343,0.053503885406508,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0410257246560013,0,0,0.0815868776753665,0,0.50394140829616,0.0608780148904752,0,0,0,0,0,0,0,0,0,0.0767575005649782,0,0,0,0,0,0.0835177613015816,0,0.0268838884588412,0.118721679511916,0,0,0,0,0,0
X002475.SZ,0.232204537088605,0.155018828138103,0.167644681848682,0,0,0.215512268508652,0,0,0.3206891410727,0,0,0,0,0,0.200700811488763,0,0,0,0,0,0,0,0.121710976045087,0,0,0,0,0,0,0,0,0,0,0.0247028051515495,0,0,0,0,0,-0.153739985620669,0,0,0,0,0,0,0,0,0,0,0,0.0151828860532749,-0.0475744134546861,0,0,0,0.0513381537899775,0,0
