,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600741.SH,X600703.SH,X000338.SZ,X300003.SZ,X000568.SZ,X600271.SH,X601877.SH,X002236.SZ,X002008.SZ,X600487.SH,X300124.SZ,X002456.SZ,X000661.SZ,X600809.SH,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X000625.SZ,X600066.SH,X002007.SZ,X300142.SZ,X300136.SZ,X600566.SH,X600498.SH,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X002180.SZ,X600522.SH,X000869.SZ,X600177.SH,X600089.SH,X600372.SH,X000050.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.399481708324834,0.0422988855285593,0,0,0,0,0,0,0,0,0,0.0997501868879963,0.00791450297234398,0,0,0,0,0,0.0385262645985443,0,0,0,0,0,0.0212000560079143,0,0,0,0.0194106918284662,0,0.0230285781369836,0,0,0,0,0,0.0557199577910776,0,0,0,0,0,0,0,0,0.0245833182340007,0,0.00299243999866446,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.216462398171905,0,0,0,0,-0.0117303437061433,0,0,0.543427886571312,0,0,0,0.0629810441876282,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0188908485668568,0,0,0,0,0,-0.0660842878012229,0,0,-0.027350023861991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309332651076651,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0647455531281345,0,0,-0.0033048130889681,0,0.0786543770780105,0,0,0,0,0,0.098678640919738,0,0.193877378222293,0.185788350705758,0,0,0,0,0,0,0,0,0.0197929220548131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095435471099788,0.0190265966370339,0.0479571279360592,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0368435400340291,0,0,0,0,0,0.183498346700425,0,0,0,0,0,0,0,0,0.0700276915502421,0,0,0,0,0,0,0,0,0.074910114642311,0,0,0.0999611018600374,0,0.442487516107653,0,0,0.171311852970693,0,0,0,0,0,0,0,0,0.0593103631703494,0.0317193382484726,0.0352126353983418,0,0,0,0,0,0
X000858.SZ,0.184496950227435,0.00760631454135376,0,0,0,0.0868801204231087,0.223124403027086,0,0.0963402738565383,0,0,0,0,0,0,0,0.164844781512715,0,0.114149309095832,0,3.46944695195361e-18,0,0,0,0,0,0.122659255739064,0,0,0,0,0,0,0,0.0153136543359017,0,0,0,0.0540281589060476,0,0,0.0510956826878013,0,0,0,0,0,0,0,0,0,0.0075485295682761,0.00644724790474713,0,0,0,0,0,0
X000651.SZ,0.351466030772315,0,0,0,0,0,0,0,0,0,0,0,0.0212079453509973,0.0151876960538805,0,0.00923950262252589,0.244967110670508,0,0,0,0.167280658257429,0,0.0575669531530925,0,0,0,0.00331896073824028,0,0.0358729668065165,0,0,0,0.0550172500097066,-0.0525245340121064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348184722132396,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.356841423672106,0,0,0,0,0.0383361473029681,0,0,0,0,0,0.0870984288707249,0.488392720929407,0,0,0,0,0,0.0459664415789939,0.053009896475689,0,0.203697401010379,0,0,0,0.0291988213153527,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.190268950152982,0,0,0,0,-0.125192890620827,0,0,0,0,0.014531825524535,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146123861844918,0,0,0.0479076332760662,0,0,0.114455229976523,0,0,0,0,0,0.344478452563143,0,0.124527359778509,0,0,0,0,0,0,0,0.0499057493522103,0,0,0,0,0,0.255712784778362,0,0,0,0.0719855368849507,0,0.0234934953150083,0,0.00828170007639445,0.0337250106013464,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.40447346412435,0,0,0,0,-0.12358107481443,0.224343806661816,0,0,0,0,0,0,0,0.00728005642603545,0.113459245857382,0,0,0,0.040462143249413,0,0,0,0,0.132905413754909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158201112558217,0.00689921586057462,0,0,0,0,0,0
X000063.SZ,0,0,0.0979836847484278,0,0,0,0,0,0,0,0.286270323342724,0,0,0.224200202039471,0,0,0,0,0,0,0,0,0,0.0416118017610522,0,0,0,0,0,0,0,0,0,0,0,0.26897609442501,0,0,0,0,0,0,0.158712574221357,0,0,0,0,-0.0699518942495569,0,0.124731562432791,0,0.100670518594004,0.00723394262064885,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0289621005267641,0,0,0,0,0,0.311327064688972,0,0,0,0,0,0,0,0.353721593233769,0.139430809953125,0,-0.170064465966969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146147914523865,0,0.0229331469195117,0.0608444781918754,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0869987257965419,0.14109693694808,0,0,0,0,0,0,0.271598289387687,0,0,0,0,0.0210264095291814,0,0.206994757576211,0,0,0,0,0,0,0,0,0,0,0,-0.179791227930585,0,0,0,0,0,0,0,0,0.137070200946437,0.056645719141494,0,0,0,0,0,0.00500304143875174,0,0.00704989680360435,0,0,0,0,0,0,0
X600741.SH,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0314624734576481,0,0.229238821992277,0,0,0,0.0150214507359455,0,0,0,0,0.151436752199902,0,0,0,0,0,0.0680296900386047,0,0,0,0,0,0.105223080658371,0,0,0,0.0354255534325414,0,0,0,0,-0.0734226823885165,0,0,0.0442838061822531,0,0,0,0,0,0,0.0154706696403832,0.0106482822483557,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0908631121303612,0,0,0,0,0,-0.118841442875324,0,0,0,0.359407344464036,0,0,0,0.101057266345593,0,0,0,0,0,0,0,0,0,0,0.00223063502667298,-0.0708537203223574,0,0.0478887794152456,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558048265742347,-0.0136537797875049,-0.0207449466915296,0,-0.0486167531152897,0,0,0,0
X000338.SZ,0,0.0457421506072612,0,-0.0793154208582888,0,0.59056437279922,0,0,0,0,-0.10240386580719,0,0,0,0,0,0,0,0,-0.0398344774709875,0,0,0,0,0,0.0131687326291896,-3.46944695195361e-18,0,-0.00412104780842868,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192288015569672,0,0,0,0.114167291606566,0.110374525394972,0.188297962647839,0,0,0.0182667207553515,0.003686854130844,0,0,0,0,0,0
X300003.SZ,0,0,0,0.153701211562584,0,0,0,0,0,0,0,0.0103529156470563,0,0,0,0,0,0,0,0,0,0,0,0,0.277661915265873,0,0,0,0.208249080233534,0.148763465777103,0,0,0,0,0.170135274061088,0,0,0,0,0,0,-0.100458483671213,0,0.0315468294781862,0,0,0,0,0,0,0,-0.0125012418188102,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0635097616034351,0,0.578182385418521,0,0.169547945846805,0,0,0,0,0,0.0484544502367132,0,0,0,0,0,0,0,-0.0573344762917359,0,0,0,0,0,0.104471292281157,0,0,-0.0853306223114845,0,0,0,0,0,0,0,0,0,0,0,0.0793337351724108,0.179369106694693,0,0,0,-0.0353344085544389,0.0276381726598718,0,0,0,0.00294570225093162,0,0,0,0,0,0,0
