,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X600703.SH,X000596.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X002049.SZ,X000157.SZ,X002179.SZ,X600741.SH,X000799.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X600779.SH,X002414.SZ,X300146.SZ,X601799.SH,X600460.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0119342514222413,0.0881994282600405,0,0,0,0,0,0,0,0,0,0,0,0,0.107648485032654,0.0776294794703474,0,0.0276176159271629,0,0,0,0,0,0,0.116893624421113,0,0,0,0,0,0.00948695704000592,0,0,0,0,0,0,0,0.0213770033395346,0,0,0,-0.104538030848498,0,0,0,0,0,0,0.0117256931058148,0,0
X000858.SZ,0,0,0,0.235028931400481,0,0.393084054280095,0,0,0,0,0,0,0,0.0210238259259073,0.00891930778684851,0,0,0,0,0.0621654606625865,0,0,0,0,0,0,0,0,0,0.0223832688844483,0,0.0299725507862513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930712789893064,0,0,0,0,0,0,0,0,0,0,-0.00737709095144986,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0699698378171514,0,0,0,0.0598768398529489,0,0.020985964326332,0,0,0,0,0.116134175171719,0,0,0,0.0261744571475194,0,0,0.0154024441767679,0,0,0,0.0371640363556051,0.0154606100702543,0,0,0.0326478785244211,0,0,0,0,0,0.0957965488611222,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00494258224114337,-0.0777808802603913,0,0,0,0.0110743245699663,0,0
X600276.SH,0,0,0.081513082644231,0,0,0,0,0.100779754875906,0.149069944801152,0,0,0,-0.107695744398256,-0.00302409205047778,0,0,0,0,0,0,0,0,0,0,0,0.0328206490111849,0,0.0166960827217623,0,0,0,0,0,0,6.93889390390723e-18,0.0619620780509722,0,0,0,0,0,0.00536398359810758,0,0,0,0.030938425928965,0,0,0,-0.0691913822277214,0,0.169068679252666,0,0,0,0,0.0250236688045616,0,0
X600809.SH,0,0,0,0,0,0.294544032133742,0,0.0318389700121678,0,0,0,0,0,0,0.0568338219384747,0.178884233528854,0,0.076099104781242,0,-0.0925533765557894,0,0,0,0,0,0,0.000209942511290814,0,0,0,0,0.4153653798284,0.0421635924142065,0,0,0,0.0540277266646623,0.0349741980426725,0,0,0,0,0,0,0,0.0398403428976953,0,0,0,0,0,0,0.042143061194198,0,0,0,0.0105442543992606,0,0
X000568.SZ,0,0.304579918100553,0,0,0.247047602375948,0,0,0.117810225693035,0,0,0,0,0,0,0,0,0,0,0,0,-0.118906325118144,0,0.128323385393819,0.0418419113953331,0.00421787922820261,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.263983536842848,0,0,0,0,0,0,-0.0214428537581302,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00938000206923847,0,0.0914792460527813,0,0,0,0,0.0557611481490692,0,0,0,0,0,0.0128219961244681,0,0,0,0.20099884251098,-0.0359456199955489,0.00181963667437741,0,0.14847724903057,0,-1.73472347597681e-18,0,0.0475494421677945,0,0,0,0,0.0499942965923199,0,0,-0.0892480292903239,-0.0502229897538496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141967904993157,0,0
X002304.SZ,0,0,0,0,0.130916162670256,0,0,0,0,0,0,0,0,-0.0554651205963899,0.0617638839131929,0,0,0,0,0,-0.0322377191270585,0.547499006295065,0.0784065483745153,0,-0.15909621417728,0.021730885166647,0,0,0,0.0708738113434202,0,0,-0.0616584296401309,0,0,0,0,0.0445398882785349,0,0.304388141376802,0,0,0,0,0,0,0,0.103175563381297,0,0,0,-0.0970028661053803,0.0969498295976641,0,0,0,0,0,0
X002475.SZ,0.0495913687695237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238276835098964,0,0.0764634258759313,-0.152585539231651,0.222894723474156,-0.0266357253540095,0,0.178240694971239,0,0.172597775245336,0,0.0145795578638518,0,0,0,0,0,0,0,0,0,0,0,0.0437452578747797,0,0,0,0,0,0,0,0,-0.00384973913827574,0,0.0404956598606434,0,0,0,0,-0.0552469225545862,0,0
X600690.SH,0,0,0.0438564355711246,0,0,0,0.17366637406321,0,0.0311224544620653,0,0,0,0.287118768538887,0,0,0.0732936830862148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440025849019889,-0.0470255295447124,0,0.279763954656492,0.0643863408607036,0,0,0,0,0,0.0337160107515863,0,0,0,0.0717165103178239,0,-0.120390122182326,0,0,0,0,0,0,0,0,0.0124437636024926,0,0
