,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002028.SZ,X002463.SZ,X002180.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0677191431179992,0.196281779187478,0,0.0985875200772175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186413532795851,0,0,-0.0948356194698635,0,0,0,0,-0.00104611923764988,0,0,0,0.0469449334368496,0.0260081387826294,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394512559273132,0.0417597279779081,0,0,0,0,0,0
X000858.SZ,0,0,0.335667435230386,0,0,-0.0135691305702728,0,0,0,0,0,0,0,0,0,0.0447884115839714,0,0.0579415722810526,0.0742913618150875,0,0,0,0,0,0,0,-0.0230103170234899,0,-0.0585043511612165,0,0,0,0,0,0,0,0,0.175707663434404,0,0,-0.149015765956697,0,0,0,0,0.169699687961295,0.0589317347848824,0,0,0,-0.0718453164601821,-0.0598992758364256,0.0417062322530534,0,0,0,0,0,0
X000568.SZ,0.16237019969665,0.268020539645573,0,0.0391394458892324,0,0,0,0,0,0,0,0,0,0,0,0.374113688660892,0,0.0941951517771506,-0.0322835676773121,0,0,0,0,0,0,0,0,0,-0.0400291195504519,0,0,0,0,0,0,0,0,0.159222340935477,0,0,0,0,0,-0.112998426927097,0.0367090111828155,0,0,0,-0.0619050394668391,0,0,0.0256581875307611,0.0113315458280114,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.366395471010812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159607459824209,0.0664591966327962,0,0,0.353731662092537,0,0,0,0,0,0,0,-0.335836714398727,0,0,0,-0.0608882598059676,0,0,0,-0.124324057584547,0.22221655438262,0,0.0143091725399952,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0390340986882218,0,0,0,0,0,0,0,0,-0.197607668418976,0,0,0.124062190466769,0.0672836818159597,0,0,0,0,0.0242192749778493,0,0.129047806502234,0,0,0,0.0889796303285896,0.0161165576271355,0,0,0,0,0,0,0,0.0049723027499516,0.360019053477437,0.103444222116723,0,-0.106019579330715,0,0,0,0,0,0,0,-0.0173165918182382,0,0,0,0.0451255373829694,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0555116272199326,0,0,0,0,0.0263152199715001,0,0,0.0398556766651486,0,-0.119299071088158,-0.196394857201805,0,0,0,0,0,0,-0.211198247324382,0,0,-0.354841637345204,0,0,0,0.46137007586992,0.12692121701742,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.159003374940844,0,0,0,0,0.237479219967285,0,0,-0.0168674094043903,-0.0144236392137661,0,0,0,0,0,0
X600690.SH,0,0.0222469156172247,0,0,0,0,0,0,0,0.0804398026288985,0,0,0,0,0,0,0.0986233327165374,0.0126884972948026,0,0,0.081212612907226,0,0,0,0,0.0281452764161292,0,0,0,0,0,0,0,0.0117671384456405,0,0.0963095903372512,0,0.0638226919658508,0,0,0,0,0.0362241201852314,0,0,0,0,0,0,0,-0.0683160700180771,-5.42101086242752e-20,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0958945268205868,0,0,0,0.291110439700496,0,0,0,0.185581490586714,0,0,0,0,0,0,0,0,0,-0.092506153617278,0,0,0,0,0,0.106790391006488,0,0,0,0,0,0,0,0,0,0.313356061339406,0,0,0,0,0,0.000842225798940102,0,0,0,0,0,0,-0.0638692611498435,0.234072278919426,0,0,0,0,0,0
X002304.SZ,0,0.490573960147232,0,0,0.0796158970493109,0,0,-0.0277771399303129,0,0,0,0,0,0,0,0.0393516854702929,0,0,0.048395801945571,0,0,0,0,0,-0.00466067405681369,0,0,-0.000949374794447272,0,0,0,0,0,0,0,0,0,0.0622651272839046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717738325023993,0,-0.144278655639892,0,0,0,0,0
X000651.SZ,0,0.0719602083363783,0,0,0,0,0.285937590093642,0.114278540606924,0,0,0,0,0,0,0,0,0.0799373826324515,0,0.117731715715005,0,0,0,0,0,0,0,0,0,-0.115783173529833,0,0,0.000230265369367521,0,0,0,0,0,0,0.00956856569748423,0,0,0,0,0,-0.0244864851145257,0.0804765883627569,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.284162286724985,0,0,0,0,0,0,0,0,0,0,0.190157956508759,0,0.026249968077488,0,0,0,0,0,0.123571617452802,-0.0535892677384776,0,0,0,0,0,0.0987148987950297,0,-0.0622988005633792,0,0,0,0,0.192815566926344,0,0,0,0,0,-0.0283206331739257,0.244954280865384,0,0,0,0,0,0,-0.0802535163196945,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0066332990075444,0,0,0,0,0,0,0,0,0,0,0.104625462141872,0.161779715372466,0,0,0,0,0,0,0,0,0,0.124679181207922,0.177792559024186,0,0,0,0,0,0,0,0,0.0765340613152648,0,0,0,0,0,0,0,0,0,-0.0046714134783551,0,-0.0126335898876495,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.151144805205347,0.793203150692945,0,0,0,0,0,0,0,0,0.663412648500567,0,0,-0.484897399353358,0,0,0.220046792100063,0.147215238632897,0,0,0,0,0,0,0,0,0,0.0630173039496754,0,0.044117232034859,0,0,0,0.144942223469469,0,0,-0.194510414577862,0,0,0,0,0,0,0,0,0.19471187976837,0,-0.154102458132623,0,0.0863920235862559,-0.102985473970869,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0605026284144736,0,0,0,0,0,0,0,0,0,-0.175348342160086,0.0135997295946799,0,0,0,0.0695011669517693,0,0,-0.111439044054532,0,0.0939880695380355,0.0354221192728653,0,0,0,-0.00403372075433259,-0.0529695026855229,0,0.151307509405048,0,0,0,0,-0.0838205207915055,0,0,0,0.0021233257589626,-0.060187383435943,0,0,0,0.110086909651218,0,-0.0617088427447159,0.0537944914359765,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0675939313741963,0,0,0,0,0.0137591736882846,0,0,0,0,0,0,0,0.00788191407898028,0,-0.0462590566924466,0,0,0.225006157867027,0,0,0,0,0,0.0340261956879829,0,0,0,0,0,0,0.205776017654685,0,0,0,0.157304879611843,0,0,0,0.0787960593917979,0,0,0,0.047731393902987,0,0,1.0842021724855e-19,-0.0508188216954763,0,0,0,0,0,0
X000596.SZ,0,0,0.425797006821,0,0,0.0504120978765169,0,0,0,0,0.0308752984364014,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286067335828379,0,0,0,0,0,0.0196083260565838,0,0.0226442574760101,-8.67361737988404e-19,0,0,0,0.0237549647820613,0,0,0.0475078653892922,0,0,0,-0.0166480720053483,0,0.0899170602911482,0,0,0,0,0.0816338867957853,-0.0371540816516198,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0447967191926178,0,0,0,0,0.00671968389311572,0.0938717860758703,0,0,0,0,0,0,0,0.0982631362059017,0,0,0,0,0.158268362828931,0,0,0,0,0.0229832290281983,0.404295282464774,0,0.0791502931016577,0,-0.02345997723606,0.0209906364932408,0,0,0.027766463045765,0,0,0,0,0,0,0,-0.0769475958952275,-0.142154960522375,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0.0860922316244573,0.195532624312731,0,0,0,0,0,-0.188255850733466,0,0,0,0,0,0,0,0,0,0,0.234127211368202,0,0,0,0,0,0,0,0,0,0,0,-0.320059435602938,0.0322146433407319,0,0,0,0,-0.115351147107934,0,-0.0765318963789361,0,0,0,0,0,0.0467621137883379,0.665650616787166,0,0,0,0.126641965593815,0,0,0,0,0,0,0
X000625.SZ,0,0.0905164958933379,0,0,0,-0.0198384882620048,0,0.014691659695602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146472032898143,0,0,0,0,0,0.42321450687629,0,-0.215344200405065,0,0,0.71081563036275,0,0,0.0785033014755209,0,0.0124971520475372,0.146397859802113,0,0,0.0555626911347516,0.124427569749908,0,0,0.137123357390622,-0.063530141503817,0,0,0.0357169325881539,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.112907134368322,0,0,0,0,0.087005431840052,0,0,0,0,0.229541566232745,0,0.0060918419650927,0,0,0,0,0,0,0.0740488936008735,0,0,0,0.0989458409868307,0.0247746166777277,0,0,0.00221519912327348,0,0,-0.0314722073186023,0.0227375778052527,0,0.0366838756847206,0,0,0,0,0,0,0,0,0.0939880832397774,0,0,-0.0364422893803777,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0.042083324855778,0,0,0,0,0,0,0,0,0,0,0.211921871581327,0,-0.193676136588334,0,0,0,0,0,0,0.242332267190086,0.240853544449114,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.472389656231876,0,-0.00339490382860387,0,0,0,-0.0165596165344302,0,0.118343189916257,0,-0.0816058786483821,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.0224432226239763,0,-0.028400293050959,0,0,0,0,0,0,-0.0431102928586513,0,0,0,0,0,0,0,0.0842411446731956,0,0,0,0,0.0119805136010306,0,0,0,0,0,0.0502512661759338,0.0193073539234368,-0.0288890632078669,0,0,-0.0474988464716956,0,0,0.902262910059927,0,0,0,0,0,0,0.174514994898242,0,0,0,0,0.141559568234192,-0.0873356282927918,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0.0657191556145749,0,0,0,0,-0.139330914881108,0,0,0,-0.00720736225067648,0,0,0,-0.0561965695885616,0,0,0,0,0,0,0,0,0,-0.0137863627767958,0,0.124429695655321,0,0,-0.0534879537351716,0,0,0,0,0.575763756096127,0,0,0,0,0,0,0,0,0,-0.00732060405201423,-0.0220781936905001,0,0,0.00452593707000608,0,0,0,0,0,0
