,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X000725.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002241.SZ,X002180.SZ,X300142.SZ,X601877.SH,X600702.SH,X000157.SZ,X600741.SH,X600522.SH,X002236.SZ,X600584.SH,X000733.SZ,X002074.SZ,X600460.SH,X000977.SZ,X000066.SZ,X000799.SZ,X300003.SZ,X002007.SZ,X600183.SH,X002414.SZ,X002294.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.034143777588176,3.46944695195361e-18,0,0.166958278549852,0,0.183505607830528,0,0,0.0706643889348134,0,0,0,0.034494097920564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203646798383623,0,0,0,0,-0.0696886080869941,0,0,0,-0.018477712630899,0,0,0,0,0.0678362174486031,0,0,0.0767772885966865,0,0,0,0,0,0.0143080348116198,0,0,0,0,0,0
X000858.SZ,0,0,0.0301537857656311,0,0.23647441120925,0,0.665289578175371,0,0.0401362184168188,0,0,0,0,0,0,0,0,0,0.0237199824813172,0,0.0262694871367306,0,0,0,0,0,0,0,0,0,0.0582195924135132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135632133869502,0,0,0,0,0,0,-0.0221600451549595,0,0,0,0,0,0,0
X002415.SZ,0,0.252048369924181,0,0,0,0.0527381687432952,0,0,0,0.044116475286244,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0334829000574716,0,0,0,0,0.0567224528500759,0.100916366735412,0,0,0,0.151968182159547,0,-0.0655317304988133,-0.0859806854089911,-0.0643717541246072,0,-0.187127361727192,0.0686543478417203,0,0.113661217470512,0,0,0.0328635252182944,0,0,0,-0.110563317185995,0,0,0,0,0,0,-0.0120856766557672,0,0,0,0,0,0
X000568.SZ,0,0.384466542104481,0.12093250454146,0,0,0,0.396042612018138,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264887524567968,0,0,0,0,-0.217773982015201,0,0,0,0,0,0,-0.0107105491667933,0.0237017029235209,0,0,-0.0817518352642893,0,0,-0.0648891272375503,0,0,-0.0474186645849105,0,0,0,-0.0357404637415693,0.261233424495827,0,0,0.00469395026153852,0,0.0178837381068437,-0.0334177731456096,0,0,0,0,0,0
X600809.SH,0,0,0.157751321775704,0.151953009762903,0,0,0.147880172984539,0.153111118098343,0,0,0,0,0,0,0,0,0,0,0,0.0565192815057942,0,0,0,-0.0147422362367191,0,0,0,0,0,0,0,0.0884801669686364,0,0,0,-0.0719000801167878,0,0,-0.0125783626107401,0,0,0,-0.0400761778967645,0.261386734604665,0,0,-0.0235739980243093,0,0,0,0,0,-0.000271651893393399,0,0,0,0,0,0
X600276.SH,0,0.0816362176674017,0,0.0199938905102147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115762597654707,0,-0.0389033987894637,0,1.73472347597681e-18,0,0,0,0.115939586539122,0,0.119177524320512,0,0,0.0468160617194307,0.0456580890233844,0.0042465293133192,0,0,0,0,0,0,0.116614756934147,0,0.103506960207621,0,0.16989617500203,0,-4.33680868994202e-19,-0.0147371817967173,-2.17432200062487e-05,0,0,0,0,0,0
X002304.SZ,0,0.375789107181328,0,0.372874635687489,0,0,0,0,0,0,0,0,0,-0.0318890870368111,0.0197217590861351,0,-0.0238080097922217,4.33680868994202e-19,0.200088496464442,0,0,0,0,0,0,0,0,0,-0.0221581090355901,0,0,0,0,0,0,-0.00769704130246773,0,0,0,0,0,0,-0.0281410063766537,0,-0.00310270946605773,0,0,0,-0.0726645939731415,0,0,-0.00399892801954699,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.134302838942563,0,0,0,0,0.0549808494426993,0,0.0624487788019401,0,0,0,0.119670910294083,0,-0.0423605307303482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104699258869368,0,0,0,0,0,0,0.00568639430396661,0,0,0,0,0,0,0,0,0,0.0072609954819121,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0.211277239550918,0,0,0,0,0.0110483427079206,0.338977970563163,0,0,0,0,0,0,0,0,0,0,0,0,0.0751226480446745,0.0797390398966698,0,0,0,0,0,0,0,0,0.0119942025094485,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0100789924081869,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.216135330502624,0,0,-0.0880175606799894,0,0,0,0,0,0.234041706862496,0,0,0.0510813607861925,0,0,0,0,0,0,0,0,0.0240300407360527,0,0,0,0.211316886085947,0.123075617894692,0,0,0.215164169450063,0,-0.0603409190879453,0,0,0.0267567835259654,0.0355501653100094,0,0,0,0,0.666908647969322,-0.0317266256745763,0,0,0,0,0,0,0
