,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X002241.SZ,X600118.SH,X002236.SZ,X002506.SZ,X000559.SZ,X000157.SZ,X002074.SZ,X600372.SH,X000568.SZ,X600177.SH,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002049.SZ,X600498.SH,X002465.SZ,X002180.SZ,X600582.SH,X002007.SZ,X601877.SH,X002456.SZ,X000869.SZ,X000050.SZ,X002426.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-6.93889390390723e-18,0.236375176214575,0,0.253598335609246,0,0,0,0,0,0,-0.0590851572720663,0,0,0,0,0,0,0,0,0,0.0692179634071428,0,0,0,0,0,0,0,0,-0.0475050688869941,-0.0577390735253236,0,-0.0100273372942608,0,0,0.0119552068244916,-0.059216630749747,0,0,0,0,1.38777878078145e-17,0.212802945655721,0,0,0,0,0,-0.00905229500323819,0,0.0770693670421499,0,0,0,0,0
X600104.SH,0.021812312759243,0,0.178085682219679,0.126418654729267,0,0,0,0,1.73472347597681e-18,0,0,-0.0235620757871904,0,0,0.359286427638649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474465542291361,0,0,0,0,0,0,0,0,0,0,-0.00746625647073218,-0.0174038928072943,0,0,0,0,0,0
X002415.SZ,0,0.149734344428975,0,0,0,0,0,0,0,0,0,0,0,0.325484579353456,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0186422155449911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255574738153849,0.135922943566909,0,0,0,0,0,0.034194689456127,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.182232947894158,0,0,0,0.0786202838274549,0,0,0,0,0,0,0,0,0,0,0,0.107062633339623,0,0,0,0,0,0.0318021675560522,0,0,0,0.227078999395281,0,0,-0.0145847224680895,0.139800006840814,0.0270393539944655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0446571840684622,0.282122768860025,0.00531845938245688,0,0,0,0,0,0,0.158004881523128,0,0,0,0,0,0,0,0,0.0168405584820904,0,0,0,0,0,0,0,0.0497490454545334,0.118197612178969,0,0.048241581543426,0,0,0,0,0,0,0,0,0.0785355606421784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.169711121833102,0,0,0.0421588051768307,0,0,0,0,0,0,0,0,0,0.0642206229128696,0,0,0,0,0.0934242770510722,0,0,0,0,0,0,0,0,0,0.154864555665663,0,0.0563886530506201,0.094817381666241,0,0,0,0,0,0,0,0,0,0,-0.0148857178963264,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0581124189493887,0,0,0,0,0,0,0,0,0,0,0.114264879669199,0,0.0861052428065963,0,0,0,0,0,0,0,0,0,0,0,0.0142245859761857,0,0,0,0,0.0206950443239757,0,0,0,0.020809883097878,0,0,0,-0.0090938503400242,0,0,0,0,0,0,0
X000725.SZ,0,0,0.150857780437704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734613569938006,0.0255364091327192,0.0838835701694912,0.0860032411761514,-3.46944695195361e-18,0,0,0.144211820569483,0,0,0,0,0,0.101469289713111,0,0,0.024589051926004,0,0,0,0,0,0.102376686638928,0,0,0,0.0359174686168922,0,0,0.00372846095782175,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0976519518604073,0.165510017773022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117416616903742,0,0,0,0,0,0,0,0,0.0174978525588749,0,0,0,0,0,0,0,0,0.0866410670609754,0.265505793226115,0,0.02157590149369,0,0,0,0.0723036456635028,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.001777282005295,0,0,0,0,0,0,0,0,0.0815923943885602,0,0,0,0,0,0,0,0,0,0,0,0,0.12751204104588,0.261384060933878,0.088233768939888,0,0.00565112970305253,0,0,0,0.0401693339813889,0,0,0,0.117388258409795,0,0.0784296110933647,0,0.0758823693810229,0,0,0,0,0,0,-0.0116134111073544,0,0,0,0,0,0,0
