,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X002236.SZ,X600372.SH,X600089.SH,X002475.SZ,X600741.SH,X000338.SZ,X002241.SZ,X002292.SZ,X000568.SZ,X600839.SH,X300124.SZ,X600177.SH,X002465.SZ,X002294.SZ,X600867.SH,X002074.SZ,X000977.SZ,X002129.SZ,X000869.SZ,X000800.SZ,X600582.SH,X300003.SZ,X600498.SH,X600525.SH,X000581.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140994023568582,0,0,0,0,0.0719522588107166,0,0,0,0,0,0,0,0,0,0,0.240549959209484,0,0,0,0.0550382782271755,0.0471284419384222,0,0,0,0.0251332276234635,0,0,0,0,0,0,0,-0.012744546670359,0,0,0,0,0,0,0,0,0.131715710332977,0,0,0,0.0380335723805285,0,0.0747397708755256,-0.0608810285230436,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0937015248265501,0,0,0,0,-0.00768894478864713,0,-0.0958673728530529,0.328336492298552,0,-0.0349730455664409,0,0,0.310493933962404,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0209130794737483,0,0,0,0,0,0,0,0,-0.171948844491877,0.243148308886482,0,0,-0.081957227113242,-0.00860223027681501,0,-0.125126029266442,0,0,0,0,0
X002415.SZ,0,0,0,0,0.353626531211053,0,0,0,0,0,0,-0.147658978036842,0,0,0,0.0228491281552026,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0606412889868344,0.142979535881315,-1.73472347597681e-18,0.0180207521472183,0,0,0,0.00350429498776475,0,0,0.201211892413095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.168680882127907,0,0,0,0,0,0.0654338217784773,0.185513562982504,0,0,0,0,0.249231792322699,0,0,0,0.0195085160948203,0,-0.0302351215080617,-0.0229089158281349,0,0,0,0,0,0,0,0,-0.0274016368488076,0.1224536002368,0,0.130025378553762,0,0,0,-0.0216311939688672,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0405963659083496,0,0,0,0,0,0,0,0.0378939490006705,0,0,0,0.0346988671157871,0,0,0,-0.0317227657862592,0,0.0649562593487449,0,0,0.00623831130640243,0.288299085635103,0.208069242975275,0,0,0,0,0,0.00220584976396557,0,0,0,0,0,0,0.0506061120346819,0,0,0.0873244435089112,0,0,-0.0207972020903679,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0278911514669289,0.194768197794743,0,0,0,0,0,0,-0.108597082804143,0,0,0,0.122932963460299,-0.0536246727584497,0,0,0,0,0,0,0,0.397427398373785,0.0316131104121325,0,0,0,0,0,-0.0926425013633667,0,0,0,0,0,0,0,0.0331292840934081,0,0,0,0,0,-0.0632120602576271,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.00886656699331998,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0371512128643877,0,0,0.224268900104665,0,0.390977900341317,0,-0.203511631557694,-0.00550548730761992,0,0,0,0,0,0,0,-0.00242746316933053,0,0,0,0,0,0,0,0,0,0.194216341628917,0,0,0.0145356248647738,0,0.00224730776317722,0,0,0,0,0
X002304.SZ,0,0.282847835222903,0,0,0,0.173039809973481,0,0,0,0,0.165714601007268,0,0,0,0,0,0,0,0,0,0,0,0,0.168234711492718,0,0,0,0,0,0.124333797625387,0,0,-6.93889390390723e-18,0.143895495823473,0,-0.112715089953714,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.107060050151335,0,0.0309089138308119,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0346805320997291,0,0,0,0,0.0157730109547877,0.294349423092263,0.0122147085423999,0,0,0,0,0.323740995313592,0,0,0,0,0,0,0,0,0,0.0348146895111513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00467862673811973,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0335112677204478,0,0,0.201432151150036,0,0,0,0,0.059710462669354,0,0.0730904008435081,0,0,0.129455743867042,0.0309887134055325,0,0,0.172030152726529,0,0,0,0,0,0,0,0,0,0.0174651756842273,0,0,0,0,0,0,0,0.0639530711153188,0,0.00633287728794721,1.0842021724855e-19,0,0,0,0,0,0
