,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X600703.SH,X000596.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X600702.SH,X000799.SZ,X002049.SZ,X002179.SZ,X600741.SH,X002007.SZ,X600779.SH,X002236.SZ,X601877.SH,X600584.SH,X002414.SZ,X300146.SZ,X300003.SZ,X601799.SH,X600460.SH,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X002508.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.193135807868287,0,0,0,0,0.01273795446719,0,0.0366118094833145,0,0,0,0,0,0,0,0,0,0,0.0920693031655776,0.00306856012954735,0,0,0,0.125987865082694,0,0,0.02216987285765,0,0.0529458707765238,0,0,0,0,0.0191530966505942,0,0,-0.0164543871597407,0,0,0,0,0,0,0,0.0946265470988568,0,0,-0.144544238108206,0,0,0,0,0,0,0,0.00812698005494763,0,0
X000858.SZ,0,0,0,0.130370355831654,0,0.403337569060833,0.0353999396119774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895656046527342,0,0,0,0,0,0,0,0.157133009373012,0,0.0334340150141553,0,0,0,0,0,0,0,0.00135617815236103,0,0,-0.0194509497907024,0,0,0.0166741279946431,0,0,0,0,0,0,0.0264595020882754,0,0,0,-4.33680868994202e-19,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537025632123943,0,0,0,0,0.173049676711163,0.00561142915079203,4.33680868994202e-19,0,0,0,8.67361737988404e-19,0.0724834608994734,0.0246092804178388,0,0,0,0,0,0.110061536395561,0.0273417203585506,0,0,0,0.00553095000106538,0.0762718066924506,0,0,0,0,0,0,0,0,-0.0218648519920289,0,0,0,0,0.00440685349362577,0,0
X600276.SH,0,0.0300242258422404,0,0,0,0.0141056770288452,0.111814621444148,0,0.0682252599344733,0,0,0,-0.112835325691807,0,0,0,0,0,0,0,0,0.0257905283826247,0,0,0,0,0,0,0,0,0.177822967070876,2.8078808247246e-05,0,0,0,0.10788438563452,0,0,0,-0.121081969081916,0,0.109025172384801,0,0,0,0,0,0,0,0,0,0.149767163486464,0,0,0,0,0.0180549259865056,0,0
X600809.SH,0,0,0,0,0,0.0365639183034792,0,0,0,0,0,0,0,0.0273258070563343,0,0,0,0.120751291562426,0,0,0.0148996917511867,0,0.0348132171903133,0,0,0.0274647937769189,0,0,0.0601244940509596,0.47290164557889,0.100944365719074,0.061222351341903,0,0,0,0,0,0,0,0,0,0.0698189583023027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419170867134974,0,0
X000568.SZ,0,0.345721286420388,0,0,0.141744463184698,0,0,0,0,0,0,0,0,0,0,0,0,0.0386762923924043,0,0,0.107359472996144,0,-0.0768609556599263,0,0.118471907847495,0.0817932040414502,0,0,-0.0243056545608662,0,0,0,0,0,0,0,0,0,0,0,0,0.0550604218841655,0,0,0,0.237097845266099,0,0,0,0,0,0,-0.0380861654548089,0,0,0,0,0,0
X002304.SZ,0,0,0,0.26773571463731,0.0908809911903374,0.103378778691856,0,0,0,0,0,0,0,0,0,-0.0579083636810836,0,0,0,0.39824551456528,0,0,0,0,0,0.011943952705208,0,0,0,0,0,0,0,0,0.0599211756795592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575681158929462,0,0,0,0.00664636681058281,0,0
X000651.SZ,0,0,0,0,0,0,0.0432659408628269,0,0,0.0752108075305761,0,0,0,0,0.0476856734333354,0,0,0,0,0,0,0.021451702626833,0.00765686907093952,0.218640347625038,0,-0.025865549476395,0.0910843051149682,0,0.0600531500365211,0,0,0,0,0,0.0452221386850956,0,0,-0.0422577843761534,0,0,0,-0.0336293961434336,-0.0355179501208085,0,0,0,0,0,0.0262327815108898,0,0,0,0,0,0,0,-0.00461746192506787,0,0
X002475.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0220606734019938,0,0.201176174049921,0,0,0.195383603172074,-0.0370835843732009,0.0711352275675071,-0.17044093348949,0.228316449898103,0,0,0,0.142237315458318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877245662153516,0.0108617364621131,0,0,0,0,0,0,0,0,0.0492671966945628,0,0,0,0,-0.0604906756794572,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.00990398849218794,0,0,0,0.306114557286598,0,0,0,0.0849147404699527,0.0121134486210283,0,0,0,0,0,0,0,0,0,0,0,0.0822596469351825,0,0,0.0109467064563178,0,0,0.0447053955122926,0.202089256556232,0,0,0,0,0.0780001851049777,0,0,0,0.0490778769041543,-0.029831005361189,0,0,0,0,0,0,0,0,0,0.029172060401346,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.296789727112474,0,0,0,0,0,0.23638705712468,0,0.417423209661924,0,0,0,0,0.0194147543844559,0,0,0,0,0,0,0,0.0668893056488858,0.327411941487779,0,0,0,0,0,0,0,0,0,0.0336286868741046,0,0,0,0.162727581529615,0,0,0,0,0,-0.0110220040001414,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.126308159372531,0.0570725855694812,0,0,0,0,0.0355048284572886,0,0,0,0,0,0,-0.124057564534653,0,0.0255021810604189,0,0.0119127669514102,0.0947284737434798,0,0,0.0341084227414988,-0.0297231806795815,0,0,0,0,0,0,0,0,0,-0.0172991772467688,0,0,0,0,0,0,0,0.13654160739969,0,0.0958196729755771,0,0.0822828417875516,0,0,0,0,0.0156770548976414,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0814155426215264,0,0,0,0,0.0395304936700494,0,0,0,0,0,0,0.0512602402232539,0,0.234253951340753,0,0.108506127522818,0,0,0,0,0,0,0,0,0.140568742126909,0,0,0,0,0,0.08001568199728,0,0.0592640352205771,0,0,0,0,0,0,0,0,0,-0.0550927183941253,0,0,0,0.00328503070347887,0,0
X300014.SZ,0,0,0,0,0,0,-0.10483094881269,0,0,0,0,0,0,0,-0.0623924370140735,0,0,0.622972706231818,0,0,0,0,0.189484552528604,0,0,0,0,0,0.485759269690882,0,0,0,0,0,0,0,0,-0.0749283469449135,0,0.0165060083802911,0,0.0232074920494992,6.93889390390723e-18,0,0,0.255457158021268,0,-0.164182338458877,0,0.722115049393581,0,0,0.223811299398379,0,0,0,-0.0758511482532855,0,0
X000661.SZ,0,0,0,0,0,0,0,0.221143986086009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287096280310026,0,0.00618838383642614,0,0.228890535307448,0,0.226926475483891,0,0,-0.141413695536055,0,0,0,0,0,0,0.289239488142662,0,0,0,0,0,0,0,0.137859844307327,0,-0.0738003724403922,0,0,0,0,0.0349151255011239,0,0
X000338.SZ,0,0.246960710465921,0,0,0,0.00429062878144292,0,0,0,0,0,0,0,0.0494242150212129,-0.121277121935359,0,0,-0.0198098054588758,0,0,0,0,0.0580701419545073,0,0,0,0.0301864166135998,0,0,0,0,0,0,0,0,0,0,0,0,0.0656404236388785,0,0,0,0,0,0.165951240347926,0.0329780416851248,0,0,0,0,0,0.029461652315016,0,0,0,-0.00545661106801552,0,0
X000063.SZ,0,0,0,0,0.223762283850173,0,0.024471345953573,0,0,0,0,0,0,0,0.104782526788113,0,0,0.078007158566298,0,0,-0.0107763284441894,0,0.121103631432168,0,0,-0.0188425246527275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435861767516561,0.124728437717475,0.0400297305918203,0,0,-0.0468523087155675,0.0471238893477273,0,0,0,0,0,0,0,0,-0.0321060382898371,0,0
X300124.SZ,0,0,0,0,0.0258063721479216,0.197621543656192,0,0,0,0,0.120413715641536,0,0,0.193573667913392,0,0,0,0,0,0,0,0,0.033060912588418,0,0,0,0,0,0,0,0,-0.207994343598149,0,0,0,0,0,0,0,0,0,0,0.0103364472461279,0,0,0.248394746847875,0.214094813259447,0,0,0,0,-0.0320447585258024,0,0,0,0,-0.00922802778283903,0,0
X003816.SZ,0,0,0,0,0,0,0.0145546303066849,0,0,0,0,0,0,0,-0.106317955974639,0,0,0.00414684378021284,0,0,0,-0.0450384353662271,0,0.0395456245681583,0,0,0,0,0,0,0,0,0,0,-0.0434765473045654,0.0392858009885074,0,0,0,0,0.0150394023311799,0,0,0,0,-0.0411016490088188,0,0.0186611572968008,0,0.0453598595125118,0,0,0.0189284018118065,0,0,0,-0.0319552137030091,0,0
