,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X002085.SZ,X600177.SH,X300136.SZ,X300003.SZ,X002008.SZ,X600271.SH,X600522.SH,X000157.SZ,X600089.SH,X002007.SZ,X600118.SH,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600809.SH,X600566.SH,X300115.SZ,X000050.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0882507728847795,0,0,0.152451212843943,0,0,0,0,0,-0.0298274842590658,0,0,0.0110369981293634,0,0,0,0,0,0,0,0,0,0.0926388550120314,0,0,0,0.192065859426796,0,0,0,0,0.136165880855465,0,0,0,0.210538898947915,0,0,0,0,0,0,0.00155197271424184,-0.0129958991885703,0,0,0,0,0,0
X600104.SH,0,0,0,0.140962375706638,0,0,0,0.0189941467272354,0.192010288353149,0,0.141590295827042,0.12129696870952,0,0.332921135011199,0,0,0,-0.00476171652156519,0,-0.0133785232715702,0,0,0,-0.129252203558463,0.0296291713597919,-0.136665567701644,0,-0.0613841132227685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057384539956661,0,0,0,0,0,0,-0.0118245161785984,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0967680142432242,0,0,-0.121106372019351,0.144264140086764,0,0,0.0488707902794654,0,0,0,0,0.255086404525539,0,0,0,0,0,0,0.225033719394475,0,0,0.0168078441873066,0,0,0,0.166769777438785,0,0,0,0,0,0.0270522673480729,0,-0.361940944421051,0,0,0,0,0,0.0437776323375719,-0.0739719504311943,0,0,0,0.0205221209850307,0,0,0,0,0,0
X000651.SZ,0.0132565951078193,0,0,0,0,0.0376435801131472,0,0,0.0612397498411132,0.07251678049344,0.292541483727212,0.00144037836000015,0.0592620037142608,0,0,0,0,0,0,-0.00626431039707324,0.141439217960793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078540238876186,0.148953547047779,0,0,0,0,0,0,0.00462138230684718,0.00807024733310039,0,0,0,0,0,0
X000858.SZ,0,0,0,0.096210220949713,0,0,0,0,0,0,0,0,0.594185996011371,0,0,0,0,0.070828561642887,0.0119088156133776,0,0,0,0.0592677958623335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294921889781055,0,0,0.0438461230371476,0,0,0,-0.00920320130178546,-0.00227546828005154,0,0,0,0,0,0
X000725.SZ,0,-0.136369993009134,0.222653828354002,0,0,0,0,0,0,0.03417631680788,0,0,0,0,-0.0745891041966978,0,0,0,0.0933675076696672,0,-0.206816684890049,0,0,0.0677569621993498,0,0,0,0,0,0,0.553527160523228,0,0,0.222227240944879,0,0,0,0,0.0587717752635732,0,0,0.0470497180555022,0,0,0.112526700073284,-0.0571598535137968,0,0,0,0,0.00747280982740107,0,0,0,0,0,0
X600276.SH,0,0,0,0.0596355175144599,0,0,0,0.0770697626606784,0,0,0,0,0,0,0,0,-0.0969429430745385,0,0,0,0,0,0,0,0.0578686519267665,0,0,0,0,0,0,0.0122818278486342,0,0,0,0,-0.0793418596940905,0,0,0,-0.0835817655915584,-0.0597632997504023,0,0,-0.0182106492266111,0,0,-0.0887852667951207,0,0.0148269111665182,-0.00604981216058706,0,0,0,0,0,0
X002304.SZ,2.77555756156289e-17,0.367102888916821,0,0,0,0,0,0,0.214774664857152,0,0,-0.387357153491209,0,0.390999016284896,0,0,0,0,0,0,0,0,0,0,-0.00752120015260428,0,0,0,0.630194736602161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290234481903222,0,-0.134352678602561,0,0,0,0,0.0395384792483814,0.0899212070279535,0,0,0,-0.587515012934358,0,0
X600690.SH,0,0.538115463245467,-0.00385267214473933,0,0,0,0,0.0558045211022205,0,0,0,0.030150845315052,0,0.0513089998473916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333777639872374,0,0,0,0,0,0,0,0,0,0,-0.120434749604221,0,0,-0.00262084203782865,0.147831053412258,0,0,0,0,0.0110186438980363,-0.00389737947344631,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.134511194772475,0,-0.0360075524826518,-0.0180490501588857,0,0,0,-0.0142783399753902,0.0768931210282151,0,0,0,0,0,0,0,-0.117915695524427,0,0.0407728132366959,0,0,0,0,0,0,0,0.0610286194706273,0,0,0.0562876832691321,0,0,0,0.0283856210564286,0,0,0.164963621188482,0,0,0,0.157492006815044,0,0,0,0.00763667201589118,-0.0271798449650328,0,0,0,0,0,0
