,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X002008.SZ,X002508.SZ,X300136.SZ,X600177.SH,X600089.SH,X300003.SZ,X000157.SZ,X002085.SZ,X002294.SZ,X600271.SH,X600522.SH,X600487.SH,X000050.SZ,X600118.SH,X600809.SH,X300115.SZ,X000981.SZ,X002074.SZ,X600699.SH,X600566.SH,X600867.SH,X000559.SZ,X600372.SH,X000581.SZ,X000623.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.010598666907073,0,0,-0.0453552217836836,0.00537710325729537,0,0,0.0164394722517175,0.302117922576404,0,0,0,0,0,0,-0.0859080343584418,0,0,0,0,0,0,0,0,0.151065074166549,0,0,0.0844822360830135,0,-0.135501835399079,-0.0957914218184157,0.0741024483083881,0,0,0.267641165799163,0.0235512215699031,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315354860821422,0,0,0,0,0,0
X600104.SH,0,0,-0.0293269338564797,0.235110140398976,0,0,0,0.00483877994354466,0,0,0,0,0.00700717075963851,0.416705931217461,0,0,0,0,0,0,0,0,0.0728804645716666,0,0,-0.176427748165976,0,0,0.0181606033668136,0,0,0,-0.0763226965371963,0,0,0,0,0,-0.04017722990483,0,0.102201026877316,0,0,0,0,0,0,0,-0.183117826023927,-0.0448516917309982,0.0285389226699355,0.0103219668756176,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0727181164507825,0,0.0561182768899928,0,0,0,0,0.0710992797986842,0,0.170229460298033,0.276724036187773,0,0,0,0,0.142808819392848,0,0,0,3.46944695195361e-18,0.18456396722878,0,0,0,0.00967651223309017,0,0,0,0,0,0,0,0,0,0,0,0,-0.200007423170468,0,0,0,0,0,0,-0.0935423924750597,0,-0.00511818398302528,0.0223762070837657,0,0,0,0,0,0
X000651.SZ,0,0.16122945050731,0,0,0.114395331100789,0,0.125737740583776,0,0,0.159456420091664,0,0,0,0,0,0,0,0.0607843821349415,0,0,0,0.0856018815732113,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.107824845047454,0,0,0,0,0,-0.00178790019068106,0.0897225224786079,0,0,0,0,0,0,0.0238352982456003,-0.000732372135073784,-0.00699255461328199,0,0,0,0,0,0
X000858.SZ,0,0,0.1001159552239,0,0,0,0,-4.33680868994202e-19,0,0,0,0.704736158575643,0,0,0,0,0,0,0.00165406241075688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116825164039379,0,0,0,0,0,0,0,0,0.0661488998326161,0,0,0,-0.00313529622430628,0,0,0,0,0,0,0
X600276.SH,0,0,0.0883724765375177,0,0,0,0,0.000843701362461701,-0.0751628835919194,0,0,0,0,0.0772963260934667,0,0,0,0,-0.0566215178489054,0,0,0,0,0,0,0,0,0,0.212571681075935,0,0,0,-0.0906546724211733,0,0,0,0,0,0,0,0,0,0,0,0,-0.071383395765264,0,0,0,-0.0512710263165704,0.016174900600442,-0.0284626568322132,0,0,0,0,0,0
X000725.SZ,0,0,0.199319470255114,0,0,0,0,0,0.115355106106166,0,0,0.066614454452201,0,0,-0.121814078473584,0,0,0,0,0,-0.122338023677169,0,0,0,0,0,0,0.17516385961787,0,0,0.264185401008554,0.0699025009875376,0.60804287592643,0,0,0.182268132485651,0,0,0,0,-0.0568570467583613,0,0,0.016787974079411,0,0,0,0,0,0,0.00215184891034581,0,0,0,0,0,0,0
X002304.SZ,0.191279887981156,0.193250059546025,0,0,0,0.341768212364863,0,0,0,0.396210509396677,0,0,0,0.04363283787187,0,-0.383435138879846,0,0,0,0,0.192068109911906,0,0,0,0,0,0,0,0.383949091456997,0,-0.0567276753391285,0,0,0,0,0,0,0,-0.165136933463843,0,0,0,0,0,0,0,0,0,0,0,-0.0305064141953074,-0.0924119714987597,0,0,0,-0.0515257962938396,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.237311679305432,0,0,0.0610900965620949,0.109622776679398,0,0,0.0972610612734174,0,0,0,0,0,0.161450180543089,0,0,0,0,0.113375545021544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665540945771848,0.0743592435787863,0.162081688368882,0,0,0,0,-0.0264781102515981,0,0,0,0,-0.224761780013356,0,0
X600690.SH,0,0.0539819307397855,0,0.25541322975785,0,0.0435257110147566,0,0.0388859260344316,0,0,0,0,0.0792761658779818,0.21788908970633,0.125587699807924,0,0,0,0,0,0,-0.0602585627791268,0,0,0,-0.0894975075529795,0,0,0,0,0,0.228429214721108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158422488417477,0,0.0300276558803306,-0.0254216386385757,0,0,0,0,0,0
