,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600703.SH,X600690.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X002241.SZ,X000100.SZ,X600372.SH,X002292.SZ,X600066.SH,X002475.SZ,X600741.SH,X002236.SZ,X000157.SZ,X002049.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X600177.SH,X300003.SZ,X000547.SZ,X000568.SZ,X600582.SH,X002074.SZ,X002129.SZ,X002294.SZ,X600839.SH,X002276.SZ,X300001.SZ,X000977.SZ,X600498.SH,X600867.SH,X002456.SZ,X002426.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0477220154845535,0,0.235700081130409,0,0,0,0,0,0.111898193170131,0,0,0,0,0,0,0,0,0,0.0446672015733931,0,0,0,0,0,0,0,0,0,0,0.0122953099241347,0,0,0,0,0,0.019840286359548,0,0.0443975928430817,0,0,0,0,0,0,0,0,0,0,-0.0804980355574938,0.057154106976088,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0770937291302627,0,-6.93889390390723e-18,0.233389644645478,0.067651276443558,0.265647218489004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257082941760116,0,0,-3.96701934396607e-05,0,0,0,0,0,0,0,0,-0.0278050317121629,0.0125246547242848,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0968118831530902,0,0.0795266729546849,0,0,0.0627021453070598,0,0.158290171302661,0,0,0,0,0,0,0.0629671116607285,0.074079444827935,0,0,0,0.00021357019380517,0,0,-3.46944695195361e-18,0,0,0,0,0,0.162718064779455,0.0538438606108605,0,-8.67361737988404e-19,0,0,0,-0.016434381674456,-0.00748443621033797,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.143083295930939,0,0,0,0,0,0,0,0,0,0,0.345283641476249,0,0,0,0,0,0,0,0.0483096576226527,0,0,0,0,0,0,0,0,0.00295379787717184,0.0405164520730978,0.106923474652464,0,0,0,0,0.0944756135849998,0,0,0,0,0,0.0110658714662539,0,-0.00849813652721667,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226196375343205,0,0,0,0,0,0,0,0,0,0,0,0.0486508567198049,0.106828375962687,0.0523727081583743,0.11668003230957,0,0,0,0,0,0,0,0,0.0708607144367225,0,0.00630620545137248,0.00314818745730218,0,0.0952817926567695,0,0,0,-0.0669222175667715,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0622876608706526,0,0,0.195383958249991,0,0,0,0.0274023259631946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719504340549896,0.10582100074451,0,0,0,0,-0.0262343866481657,0,0,0,0,0,0,0.122602489791601,0,0,0,0,0,-0.0873881519720328,0.0809656127722132,0,0,0,0,0,0
X002304.SZ,0,0.127153578680941,0,0,0,0,0,0,0,0,0,0,0.0528167018617234,0,0,0,0,0,0.0216305896819918,0.0303265017171861,0,0,0.276119468455903,0.224014134193489,0,0,0,0,0,0,0.0384830328168677,0,0.107189993475595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595917754901388,0.0645821902297933,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0501383374941156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660268082451866,0,0,0,-0.231233396872837,0,0,0,0,0,0,0.02830353203237,0,0,0.109770786361507,0,0,0.0640944466833408,0,0,0,0,0.041464131778646,-0.0449796432020534,0,0,0,-0.108835442741187,-0.0679309259024923,0,0.0195598916242201,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.138692041557765,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.00136040059208898,0.125642283293896,0,0,0,0.032990485578169,0,0.166830909209431,0,0,0.036987189283189,0,0,0,0,0,0.0667858320192872,0,0,0,-2.16840434497101e-19,0.157074006384153,0,0,0,0,0,0,-0.0269167374005369,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217725920284515,0,0,0,0,0,0,0.0266853185853951,0.0252113364560271,0.307686048031977,0,0,0,0,0,0,0,0,0,0,0.113018027861695,0,0,0.0222860045397429,0.0391107620422514,0.0852730419338207,0,0,0.0121799237540622,0,0,0,0,0,0,0,-0.030337165988395,0,0,0,0,0,0,0
