,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002241.SZ,X002475.SZ,X002292.SZ,X002236.SZ,X600741.SH,X600066.SH,X000559.SZ,X300124.SZ,X002129.SZ,X600582.SH,X600177.SH,X601877.SH,X300003.SZ,X600839.SH,X000016.SZ,X000568.SZ,X600435.SH,X002456.SZ,X002294.SZ,X002465.SZ,X000550.SZ,X002008.SZ,X000623.SZ,X002276.SZ,X000800.SZ,X000869.SZ,X000977.SZ,X600498.SH,X000581.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127984877778693,0,0.0177638293227377,0.0532825304148161,0,0.0721207404034159,0,0,0.117635325285383,0,0,0,0,0,0,0,0,0,0,0,0.0325613828962628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0346330917685134,0.0164244077346191,0,0,0,0,0,0,0,0,0,0.00683343798308115,0,0.0105141666465187,0,0,-0.00882687723804641,0,0,0,0
X600104.SH,0.0565768062232429,0,0,0,0,0,0.13637521262293,0,0.0291848052310716,0,0,0,0,0,0,0,0,0,0,0,0.0190861553859018,0,0,0,0,0.201025495874355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106117221297571,0,0,0,0,0,0,0,-0.0118470150562433,0,0.121840621960145,-0.0080599581384025,2.16840434497101e-19,-0.00125180566761034,0,-0.0819301933738669,0,0,0,0
X000725.SZ,0,0,0,0.0229903237112506,0.0874414628481095,0,0,0,0,0,0,0.170139055913814,0,0,0,0.151528064265104,0,0,0,0,0,0,0,0,0,0,0.19357694946984,0,0,0,0,0,0,0,0,0.00487597754827716,0,0,0,0,0,0,0,0,0,0,0.0949684644222237,0,0,0,0,-0.000434535606465448,0.00255830834446382,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0425729861981564,0,0,0.0632015442049316,-3.46944695195361e-18,0,0,0,0.0617628162606854,0,0.0200563038463481,0,0,0.0833821166766268,0,0,0,0,0,0,0.0212556369014011,0,0.017024214317258,0,0,0,0.0357136002367116,0,0,0,0,0.397966340852844,0,0,0,0,0,0,0,0,0,0,0,0.0542661847414981,0,0,0,-0.0222031862068727,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0602940192109328,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0863323126266011,0.161112816511099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152000442315994,0,0,0,0,0,0,0,0,0.057417885860329,0,-0.0878949448997588,0,0.082077452362878,0,0,0.0821102295575648,0,0,0.0732883579074559,0,-0.00978846581969133,0.00839621805752382,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0240809958355805,0,0,0.313773755774602,0.124454036459021,0,0,0,0,0,0,0,0,0,0.004848210067555,0.151015259678444,0,0,0,0,0,0.0103099934695649,0,0,0,0,0,0,0,0,0,0,0.447839537796716,0,0,0,0,0,0,0,0,0,0.0607255899157399,0,0,0,0,0,-0.000213190572218752,0.0135822881044215,0,0,0,0,0,0
X002304.SZ,0,0.21246072068649,0,0,0,0.287605242609221,0,0,0,0,0,0,0,0,0.0360384232279628,0,0,0,0,0.0329394471853474,0.0431139564979399,0,0,0,0,0,0,0.16390354715474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100896770395012,0,0.00820881340766049,0.0275943196876627,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228483983347864,0.204486587955333,0,0.0173430526744539,0,0,0,0,0,0.130609371206958,0.0956354811360323,0,0,0,0,0.196780595035027,0,0,0.020391117869518,0,0.0389692280999693,0,0,0,0,0,0,0.0274360069633243,0,0,0,0,0,0,0,0,0,0.0281958277732016,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0592102297249265,0,0.0444054491240494,0,0,0,0,0.139964965753218,0,0,0,0.077422600933176,0,0.0242741199502555,0,0,0,0,0,0.143485838417941,0,0,0,0,0,0.0827180557110991,0,0,0,0,0.124010461259585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196392600843702,-0.00236717116519072,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0983811911164305,0,0,0,0,0.148783905180668,0,0,0,0,0,0.289365281598539,0,0,0,0,0.0771871053083905,0,6.93889390390723e-18,-0.0226578654971181,0,0,0.0298849132791343,0,0,0,0,0,0,0,0,0,0.082641847300965,0,0,0,0,0,0.0923303114892217,0,0,0.167445831058277,0,-0.0117993242512066,-0.0176326020427992,0.0199432486159636,0,0,0,0,0
