,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X300014.SZ,X002371.SZ,X000596.SZ,X600183.SH,X600741.SH,X300003.SZ,X000977.SZ,X300124.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X601877.SH,X000800.SZ,X000157.SZ,X300136.SZ,X002456.SZ,X600584.SH,X002463.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X000066.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X600498.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.378747689890035,0.128917658025632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357553717797268,-0.00562297877553856,0,0,0,0,0,0,0,-0.0548042671079279,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0100864447139703,0.143782584157431,0,0,0.00275857213838221,0,0,0,0,0,0,0
X000858.SZ,0.206883296420294,0,0,0,0,0,0.000855442127694046,0,0,0.0786229595552358,0,0,0,0.179951971730553,0.36990853279014,0,0,0,0,0.112604710782371,0,0.116008808455776,0,0,0.0979587189645947,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0117826441505175,0,0,-0.01667366861696,0,0,0,-0.035098819162537,0,0.00761402603604975,0,0,0,0,0,0,0
X600276.SH,0.168183398221039,0.110952871154706,0,0,0,0,0,0,0,0,0,0,0.345657847829111,0,0,0,0,0,0,0,0,0.0367854113690947,0,0,0,0.233043625121711,0,0.0281320568117256,0,0,0.0338879333701571,0,1.73472347597681e-18,0,0,0,0,0,0.000472831788940425,0,0,0,0.0345971733420805,0,0,0,-0.0556773498830275,0,-0.0450435709649981,-0.0374589603750737,-0.0334122086175452,-0.0200713719789587,0,0,0,0,0,0,0
X000651.SZ,0,0.103256191527876,0,0,0.0624198945507135,0.0846005013309851,0.0703220993863673,0,0,0,0,0,0.10302831760805,0,0,0.251383044981885,0,0,0.000698863643284231,0,0,0,0.025149120007917,-0.0249839798674813,0,0,0,0,0.0312422619538447,0,0,0,0,0,0,0,0,-0.105268612781422,0,0,0,0,0.0475957136409646,0,0,0,0,0,0,0,0,0.00956783542711347,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206884798204147,0,0,0,0.113588191519424,0.00224285448339818,0,0.115010795711719,0,0.0677439960425965,0.0458281694517706,0,0,0,0,0,0,0.121264306541709,0,0,0,0,0.125774451530005,0,0,0,0,0.241326857565347,0,0.039022502579901,0,0,0,0,0,-0.0370902872880454,-0.00541844328923011,-0.024470794481496,0,0,0,0,0,0
X002415.SZ,0,0,0,0.02348007612437,0.159543737078804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000659100649013496,0,0,0,0,0,0,0,0,-0.0517942239058016,0.193598225622312,0,0.245455937417613,0,0,0,0,-0.0798288391628411,0,0,0,0,0,0,0,0,0.11704984070964,0,0,0,0.253839428076491,0,0.00916928638184409,0.000646839514196419,0,0,0,0,0,0,0
X600104.SH,0,0.0441474147934441,0,0,0.010828106516251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858674664045218,0,0.270832199951349,0.0985665504948139,0.133659780632863,0,0,0.1533051604152,0,0,4.33680868994202e-19,0,0,0,0,0,0.0555241740861604,0,0,0,0,0,0,0,-0.157674307413627,0,-0.0535696820488787,0.0171638459701529,0.0123445256162046,0,0,0,0,0,0
X000063.SZ,0,0.0350524877301452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762457282361178,0,0,0,0.104451084552749,0,0,0,0,0,0,0,0.0136981611168273,0,0,0,0,0,0,0,0,0.0943994955195152,0,-0.0594230174934443,0,0,0,0,0,0.331444676412422,0,0,0.0203605468092778,-0.0179435314265174,0,0,0,0,0,0
X600031.SH,0,0.139662792018028,0,0.0135759563470326,0,0,0,0,0,0.160459996886369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163107483265593,0.075615174376764,0,0.0362313409024858,0,0,0,0,0,0.0253942768153319,0,0,0,0,0.0521860298892503,0,0,0,0,0,0,0,0.0562701224911077,0,0,-0.0210799172567936,0,0,0,0,0,0,0
X002304.SZ,0.125129922834448,0.0910599483010145,0,0,0.150797963856788,0,0,0,0,0,0,0,0,0,0,0.0730847686503044,0.318589960086747,0,0,0,0,0.0333456110027299,0,0.0424848571780014,0,0,0,0,0,0,0,0,-0.0645135188122685,0,0,0,0,0,0,0,0,0,-0.0144028767707536,0,0,0,0,0,0,0,0,0.00698231338915693,0.00406508899068896,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0117170090601951,0,0,0,0,0,0,0,0,0,0,0,0.127966241656148,0,-0.0492526083539514,0,0.399476711649283,0,-0.0292433451202965,-0.0264312684502282,0,0,0.124572671622714,0,-0.0240635410707403,0,0.0517711210040596,0,-0.0491455627857877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140327397809831,0,0,0.00562871507609381,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.101909781744232,0,0,0,-0.031862432458816,0,0,0,0,-0.0295446537908687,0,0,0,0,0,0,0.0579628222946821,0,0.0318047327629723,0,0.0161862174892941,0,0,0,0,0,0,-0.00649175973632178,0,0,0,0,-0.0290869893037087,0,0,0,0.0624703854584854,-0.0121167944133659,0,0,0,-0.00228541520381686,0.0006739248939104,0,0,0,0,0,0
X000661.SZ,0,0,0.31689910949857,0,0,0,0.138159517974347,0,0,0,0,0,0,0,0,0,0,0,0,-0.045808836282349,-0.0259409328535071,0.0267695258513592,0,0.0792474382723851,0,0,0.0074530408946453,0,0,0,0,0,0,0,0,0.109370330821587,0,0,0,0,0.115885245474545,0,0,0,0,0,0,-0.079231794078259,0,0,0.0370873135479588,0,0,0,0,0,0,0,0
X000568.SZ,0,0.428787390634606,0,0.174565170063421,0,0,0,0,0,0.00517417809263245,0,0,0,0,0.31927698573138,0,0,0.161229033486838,-0.0457207023301079,0,0.0133615414191278,0,0,0,0,0,0.0162960134596609,0,-0.014335197993529,0,0,0,-0.136138459469787,0,0,0,0,0,0,-0.044567954962077,0,0,0,0,0,0,0,0.0308665213491979,0,0,0,-0.00955217415996201,-0.00272341307902525,0,0,0,0,0,0
X600809.SH,0,0.203004925389802,0,0,0,0,0,0,0,-0.0591984370961097,0,0,0,0.446387659728842,0,-0.044395889525066,0,0,3.46944695195361e-18,0,0,0,0,0,0.0657085320398432,0,0.0100894847718566,0,0,0.114220602097456,0,0,0,-0.167633678862657,0,0,0,0,0,0,-0.0544914649246615,0,0,0,-0.0438603433212168,0,0,0.0547625057415767,0,-0.00844167649678422,0,-0.00751886373700125,-0.00111181038182739,0,0,0,0,0,0
X600690.SH,0,0,0,0.315088493724266,0.0206165566061047,0,0,0,0,0.10392935579159,0,0,0,0,0,0,0,0,0,0,0,0,0.113537408317312,0,0.0538412152809668,0,-0.0280954675922824,0,0,0,0,-0.135996670441585,0,0,0.0502818741982155,0,0,0,0,0,0,0,0,0.0846488899488567,0,0,0,0,0,0,0,0.0219590743060903,-4.33680868994202e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.144854635209359,0.0765058839950492,0,0,0,0.043181685503328,0,0,0.0748630389805401,0,0,0,0,0,0,0,0,0.102016927898884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106270399653249,0,0,0,0,0.0247602150209581,0.0303005013043754,-0.0227995883665157,0.014401300363,-0.0121590196292848,0,0,0,0,0,0
