,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X601877.SH,X000661.SZ,X002074.SZ,X002180.SZ,X300142.SZ,X600884.SH,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X000157.SZ,X600702.SH,X002414.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600563.SH,X601799.SH,X002176.SZ,X600418.SH,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.332821098873702,0,0,0,0,0,0.0297686251659119,0,0,0,-0.0591904593174759,0,0,0,0,0,0,0,0,0,0,0,0,0.00607109492806095,0.001602972994474,0,0.0150647096613281,0,0,0,0,0,0,0.0704606615939516,0.0436277941674227,0,0,0,0,0,0,0,0.0126125812719137,0,0,-0.00542931996822455,0,0,0,0.00485134217391914,0,0,0,-0.0144773122291362,0,0
X000858.SZ,0,0,0.22658425629878,0,0,0,0,0,0,0,0,0,0,0,0,0.0306911876582487,0,0,0.0150602475421844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328433385021157,0,0,0,0,0,0,0,0,0,0,-0.0378463551478417,0.0163415978448578,-0.00141715538903092,0,0,0,-0.00978328228614097,0,0
X600809.SH,0,0,0,0.118841542674846,0,0,0,0,0,0,0,0,0,-0.124319502825082,0,0.144258709847327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860865010720829,0.102945886201325,-0.0816648760715811,0,0,0,0,0,0.0155773696822318,0,0.203443761357672,0,0,0,0,0,0,-0.00174277530216235,0,0,0,0.19154611054411,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.238148556001065,0,0,0.0570429985465432,0,0,0,0.00707151601729938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240937836009758,0,-0.0290910389471521,0.0454095048236352,0,0,0,0,0,0,0,0,0,0.316969271301168,0,0,0.0410947098182621,0,0,0,0,0,0,0,0,-0.0281050780374688,0,0,0,0,-0.0238846613231527,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.115944562152199,-0.0683959034411134,0.117559787523713,0,0,-0.0330537043642842,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681857842331069,0,0,0,0,0,0,0,0,0,0,0,0.129890150803211,0,0.0600826528804177,0,0.508252855753861,0,0,-0.00104593044716178,0,0,0,0,0,0.0116092897234014,0,0,0,0.034483615719685,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541442667761457,0,0,0,0,0,0,0,0.30967276099018,0.0557619155798462,0,0,0,0,0,0,0,-0.115832644054318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178851116863088,0.166733317100168,0,0,0,0,0,-0.15642173344722,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.152329903094976,0,0.00217114668852168,0,0,0.00872486898623395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108586104537607,0,0,0,0,0,0,0.0572987969395184,0,0,0.289599688497403,0,0,0,0,0,0,0.0437734143792405,0.0400500506376174,-0.0500323666073741,0,0,0,0,0,0,0,-0.0177289216866932,0,0
X600690.SH,0,0,0,0,0,0.0233077629869733,0,0,0,0,0,0,0.319975411374766,0,0,0,0,0,0,0.00307828161111824,0,0.106034719185063,0,0.0739409427131733,0,0,0,0,-0.0495559799038489,0,0,0,0,0,0,0.0229618577992435,0,0,0,0,0,0.103558402433648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.110663294294013,0,0,0,0,-0.369423028086997,0,0,0,0,0,0.0311301188187734,0,0.515040844847937,0,0,0,0,0.108496231069567,0,0.121778521256887,-0.134912389971046,0,0,0,-0.0155091859850896,0.291961957423257,0,-0.0515633956346304,0,0,0,0,0,0,0,0.0904955421746379,-0.0871835224194846,-0.116515481416546,0,-0.0872732738890272,0,0,0.053023238067287,0,0,0,0.0544569193200091,0,0
X300014.SZ,0,0,0,0,0,0.0209802501993189,0,0,0.00687798291081953,0,0,0,0,0.0938406208239637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959301422516764,0,0,0.105610700677405,0,0.11138767148733,0.139471914977598,0,0,0,0,0,0.129756655493123,0,0,0,0,0,0.209077406539708,0,0.0253104539753488,0,0,0,0,-0.0152072458432413,0,0,0,0,0,0
