,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002236.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300003.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X002179.SZ,X300142.SZ,X600271.SH,X300124.SZ,X000625.SZ,X002008.SZ,X600867.SH,X000066.SZ,X002129.SZ,X300014.SZ,X300136.SZ,X002049.SZ,X600498.SH,X000977.SZ,X600177.SH,X600066.SH,X002506.SZ,X002371.SZ,X300146.SZ,X002456.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.468331942563579,0,0,0,0,0,0,0.157627116711841,0,0,0.0470606346912526,0,0,0,-0.126464838486282,0.00270330443674889,0,0,0,0.0384806305936271,0.062886417271044,0,0,0,0,0,0,-0.0481670141151852,0,0,0.0192503260888192,-0.0221631139760795,0,0.0186302530631084,0,0,0,0,0,0,0,0,0,0,0.0358738366104396,0,0,0,0,0,-0.000165146878520123,0,0,0,0,6.93889390390723e-18,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.037704435260161,0,0,0.296180528164698,0,0,0,0,0.376296386463299,0,0,0.0931678188058945,0,0,0.00557692217887547,0,0,0,0,0,-0.106376012987596,0,0,0,0,0,0,0,0,0.0676740332399347,0,0,0,0,0,0,0,0,0.0734660329462082,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.134692398569848,0,0,0.192283242990988,0,0,0,0.0807052920422521,0,0.0803589214449945,0,0,0,0,0,0,0,0,0,0,-0.0119109976860672,0,0,0,0,0,0,0.089785339725791,-0.0174219575235491,0,0,0,0.0223920297344568,0,0,0,0,0,0,0,0.00207663173236008,0,0.184560027595969,0,-0.0182963417833425,0,0,0,0.0174148129116108,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161830181157215,0,-0.0218440511515882,0,0,0,0,0,0,0,0.119268837857925,0,0,0,0,0,0,0,0,0.0271918258756539,0.0983074614460867,0,0,0,0,0,0,0,0.023529022134368,0,0.0160184965579586,0,0,0,0,0,0,0,0,0,0.00725952955848858,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.092946277051196,0.0568495050430072,0,0,0.197405087987036,0,0,0,0,0,0,0,0,0.148139288143943,0.108042001994331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499438909389942,0,0,0.0352150003923388,0,0.0209403166250922,0,0,0,0,0,0,0,0,0,0.0057304797602254,0,0,0,-0.0328884655526674,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717042031606851,0.167724386827341,0,0,-0.0725130975905381,0,0,0,0,0,0.077770626476459,-0.00515357321444336,0,0,0.0114091986795045,0,0,0,0,0.147152015510584,0.060300912112392,-0.0269221928918913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690022703131074,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0837909167345633,0,0,0,0,0,0,0,0,0,0.0359728933231431,0,0,0.0629383942236495,0,0,0,0,0,0,-0.129996042745865,-0.00805894072715803,0,0,0,0,0,-0.0554727619803078,0,-0.131861115047135,0,-0.119291944059956,0,0.0150220299267642,0,0,0,0.0143536506332678,0,0,0,0,0,0,-0.0596345758612657,0.00729399045142293,0,0,0,0.219615396885938,0,0
X002304.SZ,0,0,0.0589685722188163,0,0,0,0.163973396053648,0,0,0,0.140422187143321,0.205953902095211,0,0,0,0.117459291552213,0,0,0,0.0468271240277971,0,0,0.0274938327011205,0,0,0,0,0,0,0,0,0,0,0,0,0.0810986009530215,-0.0057091646863105,-0.0481291975229943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00347240369624685,0.00367432810967357,0,0,0,0,0,0
X002475.SZ,-1.73472347597681e-18,0.143027413782098,0,0,0.102894470646687,0,0,0,0,0,0.0626652731368269,0,0.148630720343149,0,0,0,0,0.290256805267232,0,0,0,0.135955471642032,0,0.0788634768567392,0,0,0,0,0,0,0,0,0,0,0.0961534960516098,0,0,0,0,0.0539150520612236,0,0,0,0,0,0,0,0,0,0,0,0.0105975685850522,-0.0108075392703604,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.152219425961468,0,0,0,0.120041156043855,0,0,0.0749584901856409,0,0,0,0,0,0,0,0,0,0.209463079706936,0,0,0,0,0,0,0.123943604939252,0,0,0,0,0,-0.146091861561586,0,0.0644952710455013,0,0,0,0.0649473537319163,0.100253720186925,0,0,0,0,0,0.390756153237944,0,0,0,0.0193838313713766,0.0600172188534966,0,0,0,-0.113603536825315,0,0
X000725.SZ,0,0,0,0,0,0,-0.00679504072369995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187694947528707,0.0161678462648881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379426627168216,0.125071424416866,0.00689914086313882,0,0,0,0,-0.107623723752918,0,0,0,0.380657262630164,0,-0.0295651505404086,0.0764062784770115,0,0,0,-0.0412171950098713,0,0
X000568.SZ,0,0.583951764132194,0,0,0,0,0,0.20806659763448,0,0,0,0,0.130620359886133,0,0,0,0,0.0849349299216931,0,0.110027386771148,-0.0306422591615653,0,-0.0513403057015556,0,0,0,0,0,-0.032772444283491,0,0,0,-0.00760646555269227,0,0,0,0,0,0,-0.150545276187571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171188195288211,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0344659863137117,0,0,0,0,0,0.103167563020094,0,0,0.114950112216669,0,0,0,0,-0.0564827527694214,0,0,0,0,0.175888996866458,0.0613610375736823,0.0059202505222432,0,0,0,0,0,0,0,0,0,0,0.0106443907868932,0,0.104765185472867,0,0,0,-0.0183210107334295,0,0,0,0,0.00933257376418864,0.0234862311155462,0,0,0,-0.0419251061182919,0,0
X600690.SH,0,0,0.116529943640395,0,0.0196081340983042,0,0,0,0,0.0976811408550922,0,0,0,0,0,0.0327262207234131,0,0,0,0,0,0,0,0,0,0.0865080123851941,0,0,0,0.0194390731040043,0,0.138837372299352,0,0,0,0,0,-0.16024994412058,0,0,0,0,0,0,0,0,0,0,0.0385026304484298,0.010019127432999,0,0,0.00869462251362584,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.105429472591826,0,0,0,0,0.133709063172876,0,0,0,0,-0.00357533054438954,0,0,0,0.144218577434267,0,0,0,0.207294192092271,0.143869077994972,0,0,0,-0.00204298530094784,0.0329329771693185,0,0,0,0.0221497288089159,0,0,0,0,0,0,0,0,0,0,-0.0219000878943999,0,0,0,0,0,0,0
X600741.SH,0,0,0.552383656935062,0,0,0.201558872224632,0,-6.93889390390723e-18,0.0210977354393199,0,0,0,0.0596043681119457,0,0,0,0,0,0,0,-0.0357328034040618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201153999627984,0,0.270528142854695,0,0,0,0,0.0188428075525592,0,-0.244599947130662,0,0,0,0.00828367487559783,0,0,0,0,0.00879389065777177,0,0
X600809.SH,0,0.277661043006239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18633493505443,0.00573380294601762,0,0,0,-0.0274220342901744,0,0,0,0,0.106752868292933,0,0,0,0,0.0054996135357736,0,0.0327264458878122,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0402981516767835,0,0,-0.00615861983462836,0,0,0,0,0.069767455771984,0,0
X000661.SZ,0,0,0.153616851894307,0,0.197760801690911,0,0,0.0741751246424152,0,0,0,0.128943744209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161416560799781,0,0,0.00230967104407154,0,0,0,0,0,-0.0260750634132917,0,0,0,0,0,0,0,0,0,0,0.00108236607865749,0,0,0,0,0.0362617080401968,0.0148973904767892,0,0,0,-0.144359951089485,0,0
X600183.SH,0,0,0,0,0,0,-0.0563301195039434,0,0,0,0,-0.0547032905943488,0,0,0,0,0,0,0,0,0,0,0.355180692346233,0,0,0,0,0,0.00154000298120045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386564467139349,0,0.0534386858184643,0,0,0,0.160779890552373,0.0496903765938098,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.14480560925241,0,0,0,0,0,0.271847251292011,0,0,0,0.317233381920761,0,0,0,0,0,0,0.00164730881499931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180142933065517,0.0217313333462686,0.00354141894068893,0,0,0,0,0,0,0,0,0,0,0.0614581476812534,0,0,0.139729227210607,0,0.0380807620387095,0,0,0,0,-0.04559212350169,0,0
X600703.SH,0,-0.102600682151413,-0.015430689255721,0,0,0,0,0,-0.0750849211611515,0,0,0,-0.168893961641896,0,0,0,0,0,0,0,0,0,0,0.142808620678278,0,0,0,0,0,0,0,0.0198180752002762,0,0,0.168898796778273,0,0,0,-0.00912478466620666,0,0,0,0,0,0,0,0,0,0.445870224482966,0.314439598311551,0,0,0.0976504337859094,0,0,0,-0.135281279734396,0,0
