,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X600177.SH,X600487.SH,X000977.SZ,X000625.SZ,X600183.SH,X600776.SH,X002371.SZ,X600066.SH,X600522.SH,X600867.SH,X000050.SZ,X000066.SZ,X002129.SZ,X600089.SH,X300146.SZ,X002241.SZ,X600118.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0439643616244818,0,0,0,0,0,0,0,0,0,0.133056408357702,0,-3.46944695195361e-18,0,0,0,0,0,0,0.043543017617823,0,0,0.168881444625714,0.125733754947724,0,0,0,-0.0464604050230611,0,0,0,0,0,0,0,2.16840434497101e-19,0.0680809930443039,0,0,0,0,0,-0.0129299790301286,0,0,0,0,0,0,0,-0.00811479951029017,-0.0287969215896499,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.248415098775916,0,0,0.109045340601867,0,0.119305343077085,0,0,0,0,0,0,0.0452784551161984,0,0,0,0,0,0,0,0,0,0.0675923618891534,0,0,0,0.135185850413882,0,0,0,0,0,0,0,0,0.13585272725569,0,0,0,-0.0599924850421426,0,0,0,0,0.0127319272445019,0,0
X000651.SZ,0,0,0,0,0,0,0.0554708978669643,0,0,0.337179961391198,0,0,0,0.254987946020878,0.155124367602656,0,0.0607936941189728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833044760823122,0,0,0,0,0,0,0,0,0,0,-0.0967611526698197,0,0,0,0,0,0,0,0,-0.01752954531823,0,0,0,0,-0.00265231944588886,0,0
X600104.SH,0,0,0.155230997316074,0,0,0.0131080622579392,0,0,0,0,0,0.0565965344407954,0.0184828896506893,0.00774400336235109,0.103049609280587,0,0,0,0,0,0,-0.0500590418536083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226952014824054,0,0,0,0.0144575841825537,0,0,0.0587276613990175,0.0659091281775259,0,0,0,0,0,0,0,-0.00259170142865525,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135860368446429,0.0519886808448869,0,0.115832158312297,0,0,0,0,0,0,0.228241676629379,0,0,0.209549446857306,0,0,0,0,0,0,0,0,0,0.059045187886878,0,-0.0265345934318785,0,0,0.0297624528870695,-0.0405560700812356,0,0,0,0.021187525241106,0,0,0,0,0,0,0,0,0,-0.0032997816921741,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.121953532849297,0,0.0713015895016787,0.20839893054802,0,0,0,0,0.0289320393257227,-0.049321442613789,0,0,0,-0.0851545515470539,0.580853002784373,0.0861130787922325,0,0,0,0,-0.0410898265217768,0,0,0.156168975243163,-0.122692394828414,0,0,0.0257547639734178,0,0,0,0,0,0,0,0,0.0164343956684967,0,-0.117019503710009,0,0,-0.013546702047662,0,0,0,0,-0.0227298119077454,0,0
X002304.SZ,0,0.175811305348456,0.241583758279213,0,0,0,0,0,0,0.0359686007234955,0,0,0,-1.73472347597681e-18,-0.037203562528704,0.152915456163585,0,0.139821110352421,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0760203377163592,0,0,0,-0.0277930429092049,0,0,0,0,0,0,0.0449690106630359,0,0,0,0,0,0,-0.0137511251571411,-0.0348236883822703,0,0,0,0.0112468464064148,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237870061756899,0,0,0,0,0,0,0,0,0,-0.0609494969693348,0,0,0,0.299019091127496,0,0,0,0.111453869602933,0,0,0,0,0.247519635468355,0.303965639326067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170987334647076,-0.0370677242659681,0,0,0,-0.0179008749831497,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198234761523729,0.220065946582977,0,0,0,0,0,0,0,0,0,0,0,0.0483288698166278,0.00799638784207667,0,0,0,0,0,0,0,0.294072536972703,0.105304058012527,0.0893262381125655,0,0,0,0.0162816872158391,0.126106391528733,0,0,0,0,0,0,0.0238940658571144,0,0
X600031.SH,0,0,0.318431584947528,0,0,0,0,0,0,0,0,0,0.313253538971853,0,0,0,0,0,0,0.0635197623738057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727739001816081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0869823736265987,0,0,0,0,4.33680868994202e-19,0,0
