,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X002241.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X002463.SZ,X300136.SZ,X002414.SZ,X600271.SH,X300142.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X002008.SZ,X600118.SH,X600498.SH,X002185.SZ,X002049.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.234733819502503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553854981198484,-0.0895282839507042,0,0,0.0567940413947175,0.101743572934268,0.1552366592126,0,0,0,0,0,0,0,0,0,-0.0253199149313751,0,-0.0438369411814785,0,0.0187174732549636,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867325208234056,0,0,0,-0.153154885600806,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0447200443497874,0,0.304565472960622,0,0.060545501702826,0,0.0143049037756355,0,0,0,0,0.0220963101013109,0,0.183529922300867,0,0,0,0,0,0,0.0648615935188192,0,0,0,0,0,0.171302021666162,0,0,0,0,0,0,0,0,0.0125049709200868,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.1882611954764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446729359546106,0,0,0.160961229485623,0,0.157495148110834,0,0,0.00808954815522005,0,0,0.0939567948082399,0,-0.0654376149465659,0,0,0,0,0,0,0,0.0116895317893709,0,0,0,-1.73472347597681e-18,0,0,0,0.0410218420967253,0,0,0,0,0,0.0191285702846616,0.00664584757621942,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0598009816626564,0,0,0,0.0418268022236353,0.198282050509931,0.188897217429289,0,0,0,0,0,0.0855117409658028,0,0,0,-3.46944695195361e-18,0.00687904905256403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437842015286396,0,0,0,0,0,0.0147804346023515,0.00278723332734103,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.183191520886685,0,0,0,0.0057352425211194,0,0,0,0,0,0,0,0.0136861249495612,0,0,0,0,0,0,0.0821608373618389,0.261793012880592,0,0,0,0,0,0.214269436033467,0,0,0,0,0,0.0366926009174557,0,0,0.0353827860293004,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0767732080612586,0.182297260439195,0,0,0,0,0,0,0.0819268096445502,0,0,0,0,0.0217467026294718,0,0,0,0,0,0,0,0.290101384364499,0,0,0.0543466593343834,0,0,0,0,0,0,0,0,0,0,0.0389362217604201,0,0,0,0,0,0,0,0,0,0.0452177235985157,0,0
X002475.SZ,0,0,0,0,0.0063897680086431,0,0,0,0.108066984650018,0,0,0,0,0,0,0,0.120065999086134,0,0,0,0,0.170826953162689,0,0.0281950854439741,0,0,0,0,0,-0.0722305884563105,0,0,0,0,0,0,0,0,0,0.0462638154941102,0,0,0,0,0.329434967433439,0,0,0.0716118074786418,0,0,0,0.000905379868608408,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115196902024965,0,6.93889390390723e-18,0,0,0,0,0.0908726771071169,0,0,0,0,0,0,0,0.13130841052171,0.039556648638326,0,0,0,0,0.0437332218229328,0.124889662716114,0,0,0,0,0,0,0,0.32851090059269,0.132980169831159,0,0,0,0,0.00859819103081471,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0840911620158473,0,0,0,0,0,0.078176208518566,0,0,0.440096221190979,0,0.020343607913523,0,0,0,0,0.0236657569297447,0,0,0,0,0,0.01203158129545,0,0,0,0,0.135862387987652,0,0,0.0470677524930326,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.00254533924196357,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.014361797913594,0,0.115675283467104,0,0,0.200629843140863,0,0,0,0,0,0.0363599740922627,0,0.00820338036506333,0,0,0,0,0,0,0.204974370887281,0.0262172749358505,0,0,0,0,0,0.116985414520828,0.0126183812097258,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108272823115327,0,0,0.0200662599987644,0.0661739613678533,0,0,0.151592734709144,0,0,0,0,0.468459242334764,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0946288721974134,0,0,0,0,0,0,0,0,0,0,0.130673098518698,0,0.329383195644838,0,0.0114130494890783,0,0.0699392675518326,0,0,0,0.0209753867680214,0,0,0.164356622359978,0,0,0,0,0.0198441056059263,0,0,0.00222105599900946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00986889373281742,0,0,0,0.00431837234052155,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.338595336598733,0.275693764366237,0,0,0,0,0,0,0,0,0,0,0.0477561269144689,-0.0138051216163364,0.0284529381695921,0,0,0.235815146052132,0,0,0,0,0,0,0,0,0,-0.040787249270754,0,0.167364628336089,0,0,0,0,0,0,0,0,0,0,0,-0.033543650213749,0,0,0,0,0,0,0
X600690.SH,0.155324418627393,0,0,0,0,0,0,0,0,0.0265958572228845,0.355997715447294,0,0,0,0,0,0,0,0,0,0,0,0,0.11655570772146,0,0.046134337683997,0,0,0,0,0.0385747445161234,0,5.42101086242752e-20,0,0,0,0,-0.0383011603394572,0,0,0.00750573310600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301322313247101,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0.000137663053874084,0,0,0,0,0,0,0,0.454452180556174,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0724818907353038,0.0231000179082155,0.063293851508883,0,0,0,0,0,0,0,0.0640499014349849,0.0775172831795187,0,0,0,0,0,0.0458854344049624,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0827236844185289,0,0,0,0,0,0,0,0,0,0.00988159524695614,0,0.0443787517275807,0.161452650803028,0,-3.46944695195361e-18,0,0,0,0,0,0.0057619444719464,0,0.070572399479944,0.0122067109499679,0.0899371688466864,0,0,0,0,0,0,0,0,0,0.444173547617161,0,0,0,0,0,0,0,0,0.0137476108973096,0,0,0,0,0,0
X000661.SZ,0.279450125304387,0,0.258378571486792,0,0,0,0,0.0208987860288512,0,0,0,0,0,0,0,0,0,0,0,0.0383934965178233,0,0,0,0,0.0338655226467964,0.117490399300182,0,0,0,0,0,0,0.161170902130261,0,0,0,0,0,0,0,0,0,0,0,0,0.0799241791787573,0,0,0.148315080234362,0,0,0,0.0148118502771029,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.241990743086806,0.0653605985690053,0.0849500760440538,0,0,0,0,0,0,0.0096095383618903,0,0,0,0,0,0,-0.0366594701864004,0,0.00720611629177676,0,0,-0.0587230037507687,0,-0.0911979681614281,0,0,0.242659473878387,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202988672006857,0,0,0,0.0243254743154003,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.421468343598088,0,0,0,0,0,0,0,0,0,0,0,0,0.0849338718009282,0.107086017374106,0.0628206154610488,0,0,0,0,0,0,0,0,-0.0883165335481157,0.152804120294659,0,0,0.0431002023709759,0,0,0,0.0213744742108071,0,0,0,0,0.0994010945787324,0,0,0,0,0,0.0107335478985343,0,0,0,0,0,0,0
