,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002049.SZ,X002371.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X000066.SZ,X600487.SH,X002414.SZ,X002294.SZ,X000799.SZ,X600563.SH,X002007.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120121231020899,0.113056794522665,0,0.296062769463098,0,0,0.219980576621668,0,0,0,0,0.00300767014166196,0,0,0,0,0,-0.0924240159101828,0,0,0,0,0.210006897775367,0,0,-0.000188732115054407,0,0,0,-0.0255278426081092,0,0,0.104960842923848,0,0,0,0,0,0,0,0,0,0,0.00919705278754119,0.0557128919197412,8.67361737988404e-19,0,0,0,0,-0.00941370109911932,0,0,0,0,0,0,0
X000858.SZ,0.202683868606273,0,0.0197650300919085,0,0.311942958812934,0.0894429428309016,0,0,0.0620040690995145,0,0.113797956814023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575086126841543,0,0.007197471932398,0,0,0,0,0,0,0,0,0,0.100792208624374,0,0,0,0,0,-0.0484861299605847,0,0,-0.0242609468185565,0,0,0,-0.0192168857063697,0,0,0,0,0,0,0
X600809.SH,0.262861299590243,0,0,0,0.443970551773615,0,0,0,0,0,0,0,0,0.00105340967212966,0,0,0,0.0247914638118407,-0.171233961555161,-0.0203639678981377,0.00581714710001066,0,0,0,0,0,0,0,0.0162410444844507,0,0,0,0,0,0,0.10662434130045,-0.0492049469963464,0,0.18972903267092,0,0,0,0.021682517142986,0,-0.0203546928222143,0,0,0,0,0,0,0,0,-0.0142786463671417,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194040480879516,0.188031338345341,0,0,0,0,0,0,0,-0.0478814284130939,0.184849832201985,0.0830047353146712,0,0.144808414718067,0.170674439507127,0.0140983182101858,0,0,0,0,-0.012997958200878,-0.060390917674028,0,0,0,0,0,0
X000568.SZ,0.381265952715286,0.245482113801262,0.654408871256536,0,0,-0.0155054332672149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394032485277795,0.0433907657871905,0,0,0,0,0,0,0,0,0,-0.118894929857955,0,0,0,0.0171702562821469,0,0,0,0,0,0,0,-0.0246089785945105,0.0355481449941128,0,0,0,0,0,0
X600276.SH,0,0,0,0.00509062163072011,0,0,0,0,0,0,0,0,-0.0743395923276316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044753427677829,0.135318257316534,-0.11842705396766,0,-4.33680868994202e-19,0,0,0,0,3.46944695195361e-18,0,0,0,0.115104863363755,0,0,-0.00812061598147829,0,0.0230727436918855,0.0459205700731712,-0.0457068894057518,0.0460412748673692,0.0854991912323244,0,-0.00416668730465798,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.17977379260792,0,0,0.113304445498845,0,0,0,0,0,0,0.0177091863905281,0,0,0,0,-0.0724649596489559,0,0,0,0.0823308507161046,-0.000598923501343829,0,0.290689277897289,0,0,0,0,0,0,0.103695287804982,0,0.080596261529837,0,0,-0.063185261438782,0,0,0,0,0,0,0,-0.0114445949522581,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.342318067590121,0,0,0,0,0,0.166322677111639,0,0,0.0103909247195337,0,0,0,0,0,0,0,0,0,0,0.106210271818094,0.0266475850943544,-0.110411544154373,0,0,0.012296354195856,0,0.0205919421499536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522279452627474,0,0,0,0,0,-0.0320225655859673,0,0,0,0,0,0,0
X002304.SZ,0,0.0776558042910953,0,0,0.115729652793511,0,0.137722009098608,0.14643449181185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464621379632448,0,0,0,0,0,0,0,0.0229177691717375,0.0957602849482158,0,0,0.199685439205813,0,0,0,0,0,-0.253347622406767,0,0,0,0,0,0,-0.0190794778497451,-0.0605386497807668,0,0,0,0,0,0
X300124.SZ,0,0,-0.232274460253243,0,0,0,0.407565411668146,0,0,0,0,0,0,0,0,0,0,0,0.0430854427253994,-0.0302598891981402,0,0,0,0,0,-0.14543862183433,0,0,0.159368983811782,0,0,0,0.0382345696709622,0,0.269831109720529,0,0,0,0,0,0,0,-0.0145872777560817,-0.00141647769576542,0,0,0,0,-0.184660018359759,0,-0.0327791567403755,0.0066974859808934,0,0,0,0,0,0,0
X000651.SZ,0,0.0425018859978971,0,0,0,0,0,0.431630181013313,0,0,0,0,-0.074627815286099,0,0,0,0.207301052786283,0,0.00720424532634242,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.00105689526629992,0,-0.0173022603214212,0,0,0,0,0,0,0,0.0646284612549211,0,-0.146796165427808,0,0,0.0143499592815545,0,0,0.10890346345049,0,0,-0.00854972411183537,-0.0150360971605502,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0330833220265591,0.0656534027317743,0,0,0,0,0,0,0,0,0,0.0128682279691553,0,0,0,0,0,0,0,0,0,0.148724102189115,0,0,-0.00158307175452302,0,0.203769233513348,0.0428678430629468,0.0159390809863378,0,0,0,0,-0.0761004908508518,0,0,0,0,0,0,0,-0.0174680859307372,0,0,-0.0138027845443755,0.0272342025241336,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.268284961436371,0,0,0,0.106173398882793,0,0,0,0,0,0,0,0,-0.120242248728912,0,0,0,0,0,0,0,0,0,0.0156619564191844,0.043414121784685,-0.077502803486917,0,0,0,0.432970605909842,0,-0.0880733786445166,0,0.0392791939540947,0,0,0.0778813390500462,0,0,0.207817432904224,0,0,0.314482153282001,0.0910854248590692,0,0,0.00207617645968387,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.219683218819392,0,0,0,0,0,0,0,0.0923799187383801,0,0,0,0,0.00826436311479684,0,0,0.0440883656102037,0.0350023400329005,0,0,0,0,0.0752808987462894,0,0,0,0.0861068708259476,0,0.086336429546198,0,-0.096918835072079,0.183756557927906,0.148015231803886,0,0,0,0.0994153625157439,0,0,-4.33680868994202e-19,-0.12639299868533,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.098900034602491,0.0675307138760677,0,0,0,0,0,0,0,0,0,0,0,0,-0.118532013851489,0.0517660092176207,-0.110132453681801,0,0,0,0,0.0945260768852149,0,-0.0524031501186035,0,0,0,0,-0.00337313169397392,0,0.117397673947497,0,0,0,0,0,0,0,0.0373962824330822,0,0,0.0457117213590918,0,0.0384708910332036,0,0.0485004953743067,0,0,-0.0129700915547862,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0190080892126036,0,0,0,0,0,0,0,0,0,0,0.161477916569115,0,0,0,0,0,0,0,0.0337001722234113,0,-0.0989281680179674,0,0,0,0,0.0224117968975815,8.67361737988404e-19,0.414011072905304,0,0,0,0,0.0571900784614493,0,0,0.0180415504436872,0,-0.0233208338027107,0,0,0,-0.0440874894370928,0.00274922701840465,0,0,0.000260200155911657,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0644093602674911,-0.0909611780132172,0,0,-0.0153630838293235,0.0765120462303908,0,0,0,0,0.107969639072635,0,0.00787402678872166,0.0320315718508059,0,0,0.0563576799988303,0,0,0,0.187863411058808,0,0,0,0,0,-0.0719229298040765,0,0.429294976325093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102559718805313,0.0722655082662144,0,0,0.0335195752673183,0,0,0,0,0,0
