,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600066.SH,X600271.SH,X600741.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X002506.SZ,X000559.SZ,X000568.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002085.SZ,X002007.SZ,X600867.SH,X300124.SZ,X002294.SZ,X600089.SH,X002074.SZ,X000869.SZ,X002426.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X002456.SZ,X600498.SH,X000981.SZ,X002465.SZ,X601877.SH,X600060.SH,X000623.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.327180486505056,0.155209390800521,0.26095578932023,0,0,0,0.0306316421913349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274600971002102,0,0,-0.0580855134501846,0.022218732630007,-0.042882043060542,0,8.67361737988404e-19,0,-0.134507087931557,0,0,0.13061476152833,0,-0.0691943829238419,-0.0477257545988266,0.0295690866066132,0,0,0,-0.0428419430221835,0,0,0,0,0,0,-0.0390051188955607,0.00581511622138824,0.0914083291862913,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0420478446650945,0,0.116710120638301,0,0.111473541820132,0,0,0,0.144668655515644,0,0,0,0,0,0.0542948291769221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161390871289299,0,0,0,0,0,0,0,1.73472347597681e-18,0.0216522351753865,0,0,0,-0.0252503078275626,-0.0260199990971566,0.00523378511500399,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.149702829793902,0,0,0,0,0.0563924052264025,0,0.0351399526730153,0,1.73472347597681e-18,0,0,0,0.00205500058948806,0,0,0,0,0,0.0627692832784093,0,0,0,0,0,0,0.0330794730297471,0,-0.123059826673041,0.0371527584674071,0.0931876604174978,0,0.169149214097103,0.0925096228968474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0165104559828224,0,0,0,0,0,0,0,0,0,0.0308266251695018,0,0,-0.00659872686283019,0,0,0,0.0173830916184001,0,0,0,-0.00310030091437915,0,0,0.00797074149508493,0,0,0,0,0,0.0184080370815238,0,0,0,0,0,0.00808478294143081,0.0124650054603596,0,-0.0247486288262363,-0.00217774292383157,0,-0.00349857175786043,-0.0239801385778259,0,0,0,0.0131885136548176,0,0,0,0.0252364364219207,-0.0281601981356618,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.129894367512086,0,0,0,0.0147382360041539,0,0,0,0.0176428717035354,0,0,0,0.0805789410567973,0,0,0,0,0,0,0.0215168931007955,0,0,0,0,0,0,0,0,0,0,0,0,0.0817132649271477,0,0.103276788873257,0,0,0.022522769726406,0,0,0,0.000258945348455701,0,0,0,0,0.00983406806514537,0,0,0,0,0,0,0
X002304.SZ,0.133172582942431,0,0,0,0.617059439795984,0,0,0,0,0,0,0,0,0,0,0,0,0.00384309071139433,0,0,0,0.0649150249556652,0,-0.0454638483685404,0,0,0,0.0735916170571337,0,0,0,0.0330226847671038,0,0,0,0,0,0,0,0,-0.142939619957038,0,0,0,0,0,0,0,0,0.0122376387524571,0,-0.0231854784700412,0.0211773852967271,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197365333020522,0,0,0,0,0,8.67361737988404e-19,0,0,-0.101511110931386,0,0,0,0,0,0,-0.00993881726399019,0.0130073519569591,0,0,0,0,0.162400841723099,0,0.0389226422338902,-0.00147521702330138,0,-0.077825912292528,0,0.0330688968750816,0,0.101058435911203,0,0,0,0,0,-0.0304657773896928,-0.00873565883423612,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458217430034014,0,0,0,0,0,0,0,0.143628701843721,0.115165065445885,0,0,0,0.140697323413978,0,0,0,0,0,0,0,0,0,0,0.078376405124579,0,0,0.0878290902546051,0.0691401592512057,0,0,0,0,0.0330615629271202,0,0,0,-0.00635883750109564,0,0,0,0,0,0
X000625.SZ,0,3.46944695195361e-18,0,0,0.261088054562613,0,0,0,0,0,0,0,0,0,0.205977321111976,0.0831272525527318,0,0,0,0,0,0,0,0.0674574977844121,0,0,0,-0.163355977851238,0,0,0,0,0,-0.107227234675452,0,0,0,0,0.0238894308013491,0.0891196597051752,0,0,0,0,0,0,0,0.246268875767353,0,0,0,0.0201654105461336,0.0879305455430594,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.279363085247588,0,0,0,0.270604554782688,0,0,-0.0406027005856474,0,0,0,0,0,0.018230407246771,0,0,0.297889123055732,0.0410923461266159,0.136017284030932,0,0,0,0,0,0,0,0.0815417500147605,0,0,0,0,0,0,0,0.0850215587300571,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639079565848877,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0460471912779915,0,0.00961462234140288,0.149546644959341,0,0,0,0,0,0,0,0,0,0,0.178418523271215,0,0,0,0.231385679282302,0,0.0301968725701182,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.00911910763514161,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.130096857301834,0,0,0,0,0,0,0,0,0,0,0,0.0405461301186893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344769953808256,0,0,0,0,0,0,0,0.0692056158359883,0,0,0.102077636445774,0,0,0,0.0312548097783251,0.0259529378560034,0,0.0333462382564586,0,-0.0141074085114999,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.222355810481829,0,0,0,0,0,-0.0422336225714314,0,0,0.130225966336287,0,0,0,0.00109607539357526,0,0,0,0,-0.00270998306305716,0,0.0634462061071103,0,0,0,0,0.0991179114861538,0,-0.0404266607348537,0,0,-0.0594333823819975,0,0.0883774224885464,0,0,0,0.0190629770732228,0,1.38777878078145e-17,0,-0.00535861996051297,0,0,0.158837334775703,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311033587671986,0,0.128936265910389,0,0,0,0.0215579200698536,0,0,0,0,0,0.00479084540480226,0,0,0,0,0,0,0,0,0,0,0.151609344521187,0.143460180763748,0,0,0.0445009087362536,0,0.220283923498162,0,0,0,0,0,0,-0.0272183362432305,0.170640314560225,0.0253388843865181,0,0,0,0,0
X600741.SH,0,0.0120640558773818,0,0,0,0,0,0,0,0.00376448829111364,0.12789628250938,0,0,0.0312226952798204,0,0,0,0,0,0.103334296850361,0,0.0829671830784703,0,0,0.00173049504665258,0,0,0.0160699638362081,0,0,0,0.0401282420822303,0,0,0,0,0,0,0,0.151066799385844,0,0,0,0,0.041742244575857,0,0,0.044315496303026,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,-0.0963605657224662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214179639879286,0,0,0,0,0,0.147542851959591,0,0,0,0,0,0.110849793405678,0,0.0201498222053563,0,0.0861632068698924,0,0,0.148057612765957,0,0.0400532265386554,0.122122303592282,0,0,1.38777878078145e-17,0,0,0.269511887549066,0.0175337756934532,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104029692796077,0,0.106653161118399,0.0611796526872573,0,0,8.67361737988404e-19,0,0,0,0.0592168175613489,0,0,0,0,0.00912460486219254,0,0,0,0,0,0.19526529064625,0.130152730148408,0,0,0,0,0,0.0262229522034786,0,0.00636098477733454,-0.018333472805972,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0.244352660223753,0,0,0,0,0,0,0,0.15670323563375,0,0,0,0,0,0,0,0,0.0740870572237786,0,0,0.0431402638761988,0,0.0051281944663921,-0.0901496066570406,0,0,0.144558962246642,0,0,0.203337062716066,0,0,0.147007585069208,0,0,0,0,0,0.393227824366274,0,0,0.0249650058156214,0,0,0.116495212453979,-0.146606061353843,0,0,0,0,0,0
