,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002179.SZ,X000157.SZ,X600460.SH,X600702.SH,X601877.SH,X600584.SH,X600779.SH,X002007.SZ,X002236.SZ,X601799.SH,X002414.SZ,X300003.SZ,X002074.SZ,X600183.SH,X300146.SZ,X000800.SZ,X600089.SH,X002508.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.246170961791154,0,0.0172665125509677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047916775507094,0,0,0,0,0.0161479459370665,0,0,0,-0.046559734413291,0.112544168604222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358674121262295,0,0.0405041078434314,0,0,0,0,0,0,-0.0013084457038447,0,0
X000858.SZ,0,0,0,0.00362222313679101,0.0764016786560036,0.231127677469805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899061339634225,-1.73472347597681e-18,0,0,0,0,0.0980679055218147,0,0.0166113504448654,0,-0.0528938317488381,0,0,0,0,0,0,0,0,0,0.137663299619274,0,0.086851376652409,0,0,0,0,0,0,0.0277842530134205,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0446285565279477,0,0.204382883580649,0,0,0.0104525271458254,0.0749567057435432,0,0,0,0,0.104973155612539,0,0,0,0,0,0,0.0122039653888667,0.0567021394985941,0.134789782174681,0,0.0193140390456479,0,0.00724723479048935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755924287256287,0,0,0,0,0,0,0.00282484768447636,0,0
X600276.SH,0,0,0,0,0,0,0.0981363595051068,0,0.099469092176125,0,0,0,-0.0413834336233027,0,0,0,0,0.0351563070824562,0,0.015666824994623,0,0,0,0,-0.00878010091167634,0,0.0481979246172122,0.0827828700056309,0,0,0,0,0.0034421660907617,0.0505089071164319,0,0,0,0,0,0,0,0,0,0,0,0,-0.106905987753787,0,0,0,0,0.152113984632411,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.117925105591385,0,0,0.10509145858073,0,0,0,0,0.0974185547561993,-0.0525241813416815,0,0,0,0,0,0,0,0,0.0143129227715295,-0.126997259286577,0,0,0,0.538505967156427,-0.225289906210436,0,0,0,0,0,0,0.0414717471761206,0,0,0,0,0,0,0,0,0,-0.0308592452369551,0,0,0,0,0,0.0482178920608171,0,0,0,0,0,0
X000568.SZ,0,0.711096632634258,0,0,0.0459011791721468,0,0,0,0.0159361061401316,-0.222932497814665,0,0,0,0,0,0,0,0,0,-0.0134774523965383,0,0,0,0.17860006946289,0,0,0,0,0,0,0,0,0,0,0,0.0579960064623288,0,0,0,0.012520218402604,0,0,0,0,0,0,0,0,0,0.03579249137546,0,0,0.0108586010137003,0,0,0,0,0,0
X002475.SZ,0.32772454462656,0,0,0.122833962995771,0,0,0,0,0.0294334328913107,0,0,0,0,0,0.150776935428438,0,0,0,0.0316947392606948,0,0.143456696617169,0,0,-0.175836030760257,0,0,0,0,-0.0410935245309521,0,0,0,0.00481628312946651,0.049999122886928,0,-0.0111757716603284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918180204117898,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.127470260021873,0,0,0,0.11592765615566,0,0,0,0,0.00877327812142159,0,0,0.103288507493493,-0.0233359877702046,-0.00279596341826153,0,-0.0622929435598885,0,0,0.141631997564069,-0.171849012558963,0,0,0.0387093706068633,0,0.0355407106819503,0,0,0,-0.0395994113122254,0,0,0,0,0,0,0,0,0,0,0,0,0.0507132444474505,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.287415449493772,0,0,0,0,0,0.171547847098692,0,0,0,-0.301665776991957,0,0,0,0,0,0.435276214553456,0,0,0,0,0,0.0544405080528171,0,0,0,0.0881363750279328,0,0,0,0,0,0,0,0,0,0,0,0.19501467400679,0,0.0506810914100156,0,0,0,0,0.114155286892902,0,-0.188171955929487,0.0665960712922318,0,0,0,-0.0202276816882504,0,0
X600104.SH,0,0,0,0,0,0,0.0740488952492398,0,0,0,0,0.0834243965879291,0,0.0293263458434922,0.0264759780983215,0,0,0,0,0.0410663430951309,0,0,0,-0.132373045689752,0,0.0343400277769905,0.0967743365488915,0,0,0.0291375195885869,0,0,0,0.0659236961143307,0,0,-0.00589868417165552,0,0,0,0,0,0,0,0,0,0.02035362129379,0,0,0,0,0.0522750419644516,0.0490853127730326,0,0,0,0,0,0
