,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X600118.SH,X601877.SH,X000550.SZ,X002475.SZ,X000559.SZ,X000050.SZ,X000568.SZ,X002294.SZ,X600066.SH,X600839.SH,X600271.SH,X002129.SZ,X002456.SZ,X300003.SZ,X000400.SZ,X000623.SZ,X000869.SZ,X300124.SZ,X002007.SZ,X600435.SH,X000800.SZ,X002292.SZ,X002038.SZ,X600177.SH,X600867.SH,X000977.SZ,X002049.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.136638505358631,0,0,0,0,0,0,0,0,0,0.123550509018155,0,0.00525195624336063,0,0,0,0,0.0642301943701852,0,0,0.0578180920462333,0,0,0,0,0,0,0.0913378214158631,0.115390526015436,0.002378024541977,0.0577307669617518,0,0,0,0,0,0,0,0,0,0,0,0.0409992622641333,0.0515579840483565,0,0.0105520936855696,0.0131417618339256,0,0,0,0,0,0
X600519.SH,0,0,0.0934265373024679,0,0,0,0,0.157416823685025,0,0,0,0,0,0,0,0,0.183190607613901,0,0,0,-0.0719701880344172,0,0,0,0,0,0,0,0,0,0,-0.138547846021353,0,0,0,0,0,0,0,0,-0.0352785535872065,-0.1081002559619,-0.0183468291171075,0,0,0,0.0807302993926424,0,0.0833186233877005,0,0,0.00295078076175564,-0.0321178441708013,0,0,0,-0.105021833422451,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145253338177115,0.252009647026913,0.102907908074861,0,0,0,0.0685280247678817,0,0.00963367171149299,0,0,0.0617519431728269,0,0,0,0,0,-0.149726975863047,0,0,0,0,0.0562423087625793,-0.0775472449062044,0,0,0,0,0.0189454515280492,0,0,0,0,0.028653573549884,-0.0552989090919054,0,0,0,0,0,0
X000651.SZ,0,0,0.115478901399754,0,0,0,0,-0.025295676479187,0,0.248158420676577,0,0,0,0,0,0,0,0.0449024003806235,0,0,0,0,0,0.299733367151872,0,0,0,4.33680868994202e-19,0,0,0,0.032803930365359,0,0,0,0,0,0,0,0,0,0,0,0.133368660792178,0,0,-0.146029716077381,0,0,0,0,0,0.000893677256459003,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.150594511689493,0,0,0,0,0.124621845312262,0,0,0.23021051226152,0,0,0,0,0,0,0,0,0,0,0,0,0.21426854019777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0275182574819935,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0391754887351192,0,0,0,0,0,0,0.0774655898698215,0.0232921688541319,0,0,0,0.0873145273852497,0,0,0.052885100096377,0,0,0,0,0.101487603237251,0,0.0764501820639144,-0.0102234161066612,0.138335886877018,0,0,0,0,0,0.0510898670725579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323174101393595,0,0,-0.00618540188435945,0,0,0,0,0,0,0
X000625.SZ,0.317937374798332,0,0,0,0,0,0,-0.0914036181199983,0,0,0,0,0,0,0,0,0,0.0805751648149558,0,0,0,0,0.0157992122033868,0,0,0.0237719241724645,0.102875016318433,0,0,0,0.0661884968511798,0,0,0,0.171290749234067,0,0,0,0,0,0,-0.0143195742267715,0,0,0,0,0,0,0,0.055977298600747,0,-0.00508270087083255,-0.0131655042315428,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0154731721783509,0.321115177181894,0,0,0,0,0,0.0906813460689389,0,0,0,0,0,-0.0662934704729457,0,0,0,0,0,0.0950433763292049,0,0.000599665442032633,0,-0.0602159631066936,0.174379809441194,-0.0451701845801202,0,0,0,0,0,0,0,0,0.0327409347935643,0,0,0,0,0,0.345094015656381,0,-0.0878096797943438,0,0,0,0,0,0.0511821571967706,0,0.340711149801129,0,0,0,0
X600276.SH,0.0394985022102258,0,0.0645426912413834,-0.108365259759227,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569692861968983,0.126670306764589,0,0,0,0,0,0,0,0,0.0179309088018631,0,0,0,0.0316339375270984,-0.0369676660820189,0,0,0.10362613711136,0,0,0,8.67361737988404e-19,0,0.126547699538902,0,0,0,0,0,0.307999540198988,-0.149568993351008,-0.0994304977268607,-0.0581207164252729,0,0.0195355794040501,0,0,0,0,-0.0333573903891781,0,0
X600690.SH,0.12155073724463,0,0,0,0,0,0,0.02256156990902,0,0,0,0.0763884192997087,0,0,0,0,0,0,0.14956700407751,0.233646087352542,0.0737150384622814,0,0,0,0,0,0,0,0,0,0.0474199792973024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816620340887704,0.10635098437847,0,-0.00569648851594495,0.0622912739970293,0,0,0,0,0,0
