,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X000625.SZ,X600104.SH,X002371.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002463.SZ,X002241.SZ,X000977.SZ,X002049.SZ,X600372.SH,X600741.SH,X000661.SZ,X002129.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600183.SH,X000800.SZ,X601799.SH,X600066.SH,X600418.SH,X000921.SZ,X002156.SZ,X002074.SZ,X002007.SZ,X600460.SH,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.168067279046295,0.140206429965546,0.0243473828690155,0.126444213577798,0,0,0,0,0,0,0,0,0,0,0.138368445989758,0,0,0,0.0391392073406113,0,0,0,0,0,0,0,-0.083360636014843,0,0,0,0,0.0016901165966032,0.0716662371173623,0,0,0,0.0172367763552399,0,0,0,0,0,0,0,0,0,0,0,-0.0126642930698111,0.0140500224945004,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0543813328187933,0.134838609323515,0.359410307134583,0,0,0,0,-8.67361737988404e-19,0,0.0328005864668719,0,0,0,0,0,0.0218740511836319,0,0,0,0,0.0401009410209802,0,0,0,0,0,0,0,0,0,0,0.0231811588512845,0,0,0,0,0,0,0,-0.0222623137213914,0,0,0,0,0,0,0,0.057316067064844,-0.012489914596021,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.17721657961789,0,0,0.0328037470857068,0,0,0,0,0,0,0,0,0,0.0340503773233613,0,0,0.144810479101141,0,0,0,0,0,0,0,-0.00897763932978683,1.73472347597681e-18,-0.0080709584349808,0,0,0.0242160453547565,0.146180348049883,0,-0.0765651188678392,0,0,0,0,0,0,0,0,-0.0346724343767692,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174768225416126,0.333715007951155,0,0,0.131816376584231,0,0,0,0.199557920146695,0,0,0,0,0,0,0,0,0,0.107352612350096,0,0,0,0,0,0,0,-0.0678211466946195,0,0.022447445221453,0,0,0,-0.05179704110416,0,0,0,0,0,-0.0336941611066198,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0384741931732364,0,0,0,0,0,0,0,0,0,0,0.0582264542214367,0,-1.38777878078145e-17,0,0,0.0214121330883742,0,0,0,0,0,0,0.307138418057368,0,0.245428741073746,0.0780104530620074,0,0,0,0,0,0.13226610002297,0,0,0,0,0,0,0,-0.118714775183332,-0.0182334025337163,0,0,0,0,0,0,0
X000568.SZ,0,0.620729492649176,0,0,0,0,-0.0495990672362122,0,0,0,0,0,0,0,0,0,0,0.00764065068158972,0,0,0.134508622055674,0,0,-0.0289164608077686,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.111602457974154,0,0,0,0,0,0,0,0,0,-0.0269371199587442,-0.0112978989374683,0,0,0,0,0,-0.0104887557174856,0,0,0,0,0,0,0
X002475.SZ,0.253856772089639,0,0,0,0.106086030871505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132456352192027,-0.111069657970738,0,0,-0.0553583886190016,0.536822387331433,-0.0264462406890681,0,0,0,0,0,0.0316202121314614,0,0,0,0,0,0,0,0.0406876179353402,0,0.12213819313915,0,0,0,-0.115305323731229,0,-0.0343715813365714,0,-0.109888534513767,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.171242938750207,0,-0.0479563787570228,0,0,0.00699397183305495,0.169076864517834,0,0.0656127559624231,0,0,0,-0.119233065487489,0,0,0.102356057485629,0.0273377988745404,0,0,-0.11476637419424,0,0,0,0,0,0,0.0255201035708311,0.0478860844721516,0.0106520034029793,0,0,0.0495001350035061,0,0,0,-0.0147834682032214,0.163713192523883,0.00597753183217772,0,0,0,0,0,-0.0206246669394155,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.1688542081857,0,0,0,0,0,0.132506265107969,0,0,0.0925910366762934,0.364398766742111,0,0,0,0,0,0,0,0,0,0,0,0.117194423574201,-0.100010518095264,0,0,0,0,0,0,0,0,0,0,0.0517817440907638,0,-0.079173139089967,0.0961769202358006,-0.155536499848809,0,-0.323608659168032,0,0.141022962726597,0,0.0917302892308689,0.0540430078516132,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.0315055774425259,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203124134427614,0.197305692080452,0,0.198636315792517,0,0,0,-0.385937560084431,0.0508226248387424,0,0,0,0,0,0,0,0,0,0,0,0,0.241293543554419,0,0.228385754853515,-0.183932048075628,0.214172867689024,0,0,0,0,0,0.0708307177896944,-0.0495206379359829,0,0,0,0,0,0,0
