,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X000100.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X000157.SZ,X002049.SZ,X002028.SZ,X600522.SH,X600066.SH,X002236.SZ,X600839.SH,X600741.SH,X600183.SH,X600460.SH,X601877.SH,X600487.SH,X002129.SZ,X601799.SH,X002456.SZ,X000800.SZ,X000661.SZ,X000921.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.496855097292348,0,0,0,0,0,0.0371948137679943,0,0,0,0,0,0,0,0,0,0.151092611615846,0,0,0,-0.0260612224658952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942243466774549,0,0,0,0.0649983451845381,-0.137468515897843,-0.0189876145436433,0,0,0,0,0
X000858.SZ,0.261126544344111,0,0,0,0,0,0,0.515040067998049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125266260316193,0,0,0,0,0,0,0,0.138599952980804,0,0,0,0.0184773645703564,0,0,0,0,0,0,0,0.0782680810188529,0,0,0.0685613116260697,0,0,0.00132190733984077,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0612816311959286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464346306595965,0.16570682707142,0.74217238058974,0.0144051233751198,0.0383986997164187,0,0,0,0,0,0,0,0,0,0.0542791246810617,0,0,0,0,-0.0481840369778849,0,0,0,0,0.00778091919425281,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.275033473868964,0,0,0,0,0,0,0,0,0,0,0,0.248650968397111,-0.271641620383809,0,0,0,0,0,0,0,0,-0.0901196933949646,0,0,0,0,0,0,0,0,0,0,0.115333227778173,0,0,5.42101086242752e-20,0,-0.122326155200816,0,0,0,0.236035680119843,0,0,0,0.167948385849725,0,0,-0.0180723973969214,0.116403060026226,-0.176506341569586,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.426826061787504,0,0,0,0,0,0,-0.048970839502482,0,0,0,0,0.0958872686478246,0.0646395945326761,0,0,0,0.0771023581696468,0,0.0750327575198859,0,0,0,0,0,0,0,0.0725077933766561,0,0,0,3.46944695195361e-18,0,0,-0.0050677972662391,0,0,0,0,0.0592878756576584,0,0,0.110992620832164,0,0,-0.0342075910228963,0.00133293689179632,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0647621408409201,0,0,0.0348661334703987,0,0,0,0,0,0,0,0.0616231956914941,0,0,0,0,0,0.098531725804855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502911854445178,0,0,0.0983990288235802,0,0,0.182759541974302,0.072070823939869,0.128040627709316,0,0.0293267613818463,0,0,0,0,0,0.0374693010896765,0,0,0,0,0
X000651.SZ,0,0,0,0,0.388833005643667,0,0,0,0,-0.0223967705295697,0,0,0.130872186767477,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0745381593742943,0,0,0,0,0,0,0,-0.0465890403962619,0,0,0.03772342645763,0,-5.42101086242752e-20,0,0,-0.0323611488740918,0,-0.00557006916884537,0.0659213344105723,0,0.0366795119101726,0,0,0,0,0,0,-0.023349626820569,0,0,0,0,0,0
X600809.SH,0,0.244447616321073,0,0,0,0,0,0,0.145120073172743,0,0.360547349153374,0,0,0,0,0,0,0,0,0.26686954258262,-0.0227681070918371,0.0792147691887338,0,0,0,0.0930350860200831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452553968515677,0,-0.106800910934909,0,0,-0.0410924099773786,0,0,0,0,0,-0.00534654638644071,-0.0232222025502797,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0306222775988311,-0.0440645690469018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393895751359526,0,0,0,0,0.0181431682869617,0,0,0,0,0,0,0.12593708497573,0.352614300950493,0,-0.511505525076407,0,0,0,0,0,0,0.0383720232363483,0,0,-0.0598064918483205,0,0,0,0,-0.320113170663164,0,0,0,-0.0514391505824185,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0215479493199896,-0.140362581093459,0,0,0,0,0.277872427659058,0,0,0,0,0,0,0,0.0744203161443814,0.0313881497996989,0,0,0,0,0.331410272348818,0,0,0,0,0.0173875607200305,0,0,0,0,0.00996725252821462,0,0,0.0774545669684695,0,0,0,0,0,0,0,0,0,0,0.0516802936417098,-0.0134295221036233,0,0,0,0,0,0
